43,860,153,440,Typ Naprawy 16,2020-04-03,NULL,7338.33
44,284,179,373,Typ Naprawy 14,2019-04-12,NULL,14918.60
45,227,401,880,Typ Naprawy 13,2019-04-03,NULL,14373.39
46,276,287,465,Typ Naprawy 7,2018-04-15,NULL,2619.18
47,445,240,36,Typ Naprawy 5,2018-04-21,NULL,12436.71
48,697,40,887,Typ Naprawy 11,2021-04-03,NULL,8223.22
49,702,461,247,Typ Naprawy 3,2021-01-08,NULL,14570.74
50,871,165,452,Typ Naprawy 18,2023-01-01,NULL,842.11
51,771,285,608,Typ Naprawy 6,2021-03-11,NULL,13474.39
52,492,477,500,Typ Naprawy 7,2023-01-07,NULL,4678.63
53,649,226,675,Typ Naprawy 18,2019-01-17,NULL,13167.91
54,940,251,773,Typ Naprawy 20,2020-04-25,NULL,11485.88
55,573,113,110,Typ Naprawy 20,2018-02-19,NULL,1054.47
56,318,275,660,Typ Naprawy 1,2022-04-02,NULL,12232.54
57,892,26,764,Typ Naprawy 13,2018-04-20,NULL,9383.68
58,836,450,910,Typ Naprawy 13,2022-04-24,NULL,13863.19
59,924,359,324,Typ Naprawy 11,2022-04-14,NULL,12810.95
60,694,189,879,Typ Naprawy 6,2019-03-10,NULL,11361.28
61,825,72,250,Typ Naprawy 13,2022-02-01,NULL,4763.21
62,319,209,941,Typ Naprawy 17,2019-02-02,NULL,4513.57
63,839,203,100,Typ Naprawy 14,2020-01-17,NULL,14201.96
64,85,127,501,Typ Naprawy 6,2023-01-16,NULL,14669.87
65,13,48,629,Typ Naprawy 14,2021-04-21,NULL,3181.22
66,20,324,244,Typ Naprawy 19,2022-01-01,NULL,12107.03
67,207,406,884,Typ Naprawy 11,2021-01-11,NULL,2816.08
68,58,237,6,Typ Naprawy 9,2023-03-04,NULL,7290.58
69,970,255,302,Typ Naprawy 20,2021-01-14,NULL,10840.17
70,980,64,562,Typ Naprawy 1,2023-01-04,NULL,8039.06
71,324,2,494,Typ Naprawy 4,2018-01-13,2019-04-14,8370.55
72,551,362,39,Typ Naprawy 16,2018-04-07,2022-05-15,188.22
73,87,9,646,Typ Naprawy 7,2020-01-03,2023-03-21,2288.60
74,110,273,326,Typ Naprawy 15,2023-02-08,2024-04-22,14501.62
75,153,468,781,Typ Naprawy 9,2022-04-23,2022-05-25,797.09
76,824,339,68,Typ Naprawy 6,2018-04-08,2018-05-14,6051.00
77,701,21,351,Typ Naprawy 14,2021-04-03,2023-05-07,1948.46
78,367,150,928,Typ Naprawy 18,2018-01-04,2019-04-07,8763.89
79,786,464,293,Typ Naprawy 9,2019-01-15,2023-03-25,2561.89
80,920,229,704,Typ Naprawy 19,2021-01-22,2023-02-23,3119.83
81,879,71,797,Typ Naprawy 17,2018-03-21,2019-04-25,2438.20
82,589,251,414,Typ Naprawy 11,2022-04-13,2022-05-17,9523.28
83,516,269,709,Typ Naprawy 2,2020-02-07,2023-04-13,13167.00
84,566,477,820,Typ Naprawy 15,2020-03-17,2021-04-19,2540.97
85,192,245,206,Typ Naprawy 6,2023-03-22,2024-04-22,8456.50
86,221,136,990,Typ Naprawy 16,2023-02-12,2024-02-13,8627.02
87,598,332,673,Typ Naprawy 12,2022-01-09,2022-04-21,12415.34
88,119,392,434,Typ Naprawy 17,2019-03-21,2022-03-22,6130.57
89,370,296,631,Typ Naprawy 19,2022-04-01,2022-05-01,6690.34
90,515,105,99,Typ Naprawy 5,2023-02-15,2024-04-19,6342.48
91,721,467,857,Typ Naprawy 6,2018-02-15,2022-02-17,7996.77
92,88,457,684,Typ Naprawy 15,2018-03-13,2020-03-21,9632.42
93,374,412,829,Typ Naprawy 5,2023-01-05,2024-04-15,726.61
94,102,450,339,Typ Naprawy 20,2018-03-09,2021-03-19,10841.99
95,121,53,483,Typ Naprawy 17,2022-01-02,2022-04-05,6858.13
96,237,66,624,Typ Naprawy 20,2023-04-06,2024-05-15,12291.20
97,830,440,626,Typ Naprawy 19,2019-03-15,2022-04-17,3042.53
98,251,15,876,Typ Naprawy 10,2018-03-17,2023-03-20,1870.25
99,709,350,21,Typ Naprawy 5,2018-01-18,2023-03-20,1152.69
100,904,216,3,Typ Naprawy 14,2021-04-07,2023-05-25,9923.90
101,174,278,29,Typ Naprawy 18,2022-03-22,2023-03-22,4085.67
102,948,277,996,Typ Naprawy 1,2021-03-23,2022-03-24,3393.58
103,859,465,232,Typ Naprawy 3,2021-01-25,2022-03-26,7415.17
104,975,256,388,Typ Naprawy 11,2023-01-19,2024-03-20,824.83
105,791,37,111,Typ Naprawy 11,2019-03-08,2021-03-21,5533.52
106,962,230,521,Typ Naprawy 10,2021-03-17,2022-03-22,294.62
107,638,71,240,Typ Naprawy 14,2019-01-17,2019-01-22,11362.65
108,48,124,275,Typ Naprawy 7,2022-02-17,2023-04-20,11493.61
109,606,357,579,Typ Naprawy 19,2018-03-06,2022-04-09,3633.67
110,248,70,111,Typ Naprawy 3,2018-01-05,2023-01-08,7822.61
111,20,359,464,Typ Naprawy 17,2020-01-19,2021-02-23,5964.60
112,958,174,361,Typ Naprawy 13,2018-02-14,2022-03-16,7604.34
113,604,100,685,Typ Naprawy 10,2022-04-19,2022-05-25,9715.63
114,651,400,49,Typ Naprawy 3,2020-03-08,2021-04-22,13953.68
115,338,143,597,Typ Naprawy 1,2021-03-12,2022-04-25,4980.12
116,928,283,970,Typ Naprawy 18,2018-02-01,2023-04-25,10127.16
117,70,219,541,Typ Naprawy 2,2022-01-12,2022-01-25,8679.31
118,616,423,905,Typ Naprawy 5,2021-04-01,2022-05-23,13979.14
119,850,264,232,Typ Naprawy 3,2019-03-23,2020-04-24,11011.15
120,456,238,761,Typ Naprawy 16,2018-03-23,2023-03-25,13806.34
121,559,3,885,Typ Naprawy 6,2023-01-06,2024-01-10,2144.45
122,44,320,51,Typ Naprawy 11,2020-02-23,2021-03-25,6470.71
123,311,305,898,Typ Naprawy 4,2021-02-18,2023-02-23,13963.23
124,58,351,59,Typ Naprawy 16,2020-03-22,2021-03-24,13004.66
125,292,448,360,Typ Naprawy 3,2018-01-16,2018-03-21,7280.12
126,842,407,735,Typ Naprawy 17,2018-02-25,2023-03-26,6041.45
127,391,275,666,Typ Naprawy 4,2021-01-09,2022-04-10,13869.55
128,190,30,151,Typ Naprawy 17,2021-02-03,2022-03-03,332.36
129,712,70,725,Typ Naprawy 18,2020-02-09,2023-03-21,8977.61
130,280,424,78,Typ Naprawy 9,2020-04-01,2022-05-23,1654.25
131,682,177,522,Typ Naprawy 5,2021-03-21,2022-04-21,9863.42
132,105,389,484,Typ Naprawy 9,2022-01-13,2023-04-21,4652.71
133,264,443,611,Typ Naprawy 19,2022-01-12,2023-01-25,4601.79
134,363,300,160,Typ Naprawy 12,2020-03-14,2020-04-16,5293.88
135,858,264,562,Typ Naprawy 12,2023-02-23,2024-02-25,8860.29
136,15,141,924,Typ Naprawy 17,2019-02-05,2019-04-12,4093.86
137,657,492,863,Typ Naprawy 8,2020-01-13,2023-02-24,4884.62
138,454,24,172,Typ Naprawy 1,2019-04-23,2021-05-23,555.64
139,91,358,364,Typ Naprawy 12,2020-03-21,2023-03-25,10630.54
140,731,220,111,Typ Naprawy 3,2021-03-03,2022-03-08,4157.97
141,463,492,979,Typ Naprawy 1,2018-01-09,2021-02-23,10983.41
142,277,382,567,Typ Naprawy 8,2023-01-02,2024-04-12,10468.20
143,339,51,681,Typ Naprawy 10,2022-04-25,2023-05-26,7921.74
144,682,87,419,Typ Naprawy 16,2018-01-08,2023-01-21,12253.91
145,777,230,560,Typ Naprawy 15,2022-04-25,2022-05-26,10076.68
146,334,154,200,Typ Naprawy 7,2019-04-17,2020-05-19,4695.46
147,757,493,411,Typ Naprawy 11,2018-01-07,2020-04-25,3024.80
148,148,233,236,Typ Naprawy 2,2020-03-09,2020-04-23,5043.32
149,451,337,576,Typ Naprawy 10,2021-01-14,2022-03-25,9520.10
150,531,159,827,Typ Naprawy 16,2019-04-09,2023-05-10,14449.33
151,618,155,532,Typ Naprawy 20,2021-01-15,2023-03-18,4926.46
152,877,156,207,Typ Naprawy 12,2019-03-13,2020-03-17,7334.69
153,282,425,276,Typ Naprawy 12,2021-03-22,2023-03-24,2936.58
154,497,75,749,Typ Naprawy 6,2023-04-04,2024-05-25,11345.82
155,176,109,341,Typ Naprawy 16,2021-03-22,2023-03-24,8448.31
156,916,58,651,Typ Naprawy 3,2021-03-24,2021-03-24,6405.23
157,959,104,428,Typ Naprawy 7,2022-04-23,2023-05-23,7455.19
158,829,11,113,Typ Naprawy 17,2018-01-21,2021-03-25,7940.38
159,135,427,859,Typ Naprawy 20,2022-01-03,2023-04-03,8919.86
160,179,172,162,Typ Naprawy 20,2018-03-05,2021-03-08,14190.13
161,277,266,511,Typ Naprawy 14,2023-04-17,2024-05-23,5876.38
162,536,343,721,Typ Naprawy 19,2018-01-22,2019-02-23,10679.65
163,73,497,455,Typ Naprawy 4,2022-03-06,2023-04-24,9081.74
164,846,174,277,Typ Naprawy 8,2022-03-01,2022-04-12,1217.72
165,469,89,905,Typ Naprawy 19,2021-04-17,2022-05-22,7487.48
166,16,180,351,Typ Naprawy 17,2020-02-19,2022-02-25,14794.46
167,145,378,85,Typ Naprawy 15,2018-03-12,2020-04-23,12164.33
168,655,70,30,Typ Naprawy 15,2019-04-17,2023-05-19,14735.35
169,292,55,436,Typ Naprawy 3,2021-04-08,2023-05-08,1692.90
170,617,99,180,Typ Naprawy 17,2019-04-11,2022-05-12,14583.47
171,518,379,70,Typ Naprawy 19,2020-01-13,2021-03-21,2540.06
172,530,269,794,Typ Naprawy 16,2019-04-10,2023-05-20,11193.49
173,865,153,17,Typ Naprawy 11,2018-03-21,2021-04-21,3288.54
174,940,73,320,Typ Naprawy 2,2020-02-18,2022-04-23,10003.93
175,889,41,752,Typ Naprawy 18,2022-02-23,2023-04-24,12198.43
176,644,122,838,Typ Naprawy 16,2022-02-16,2022-02-24,13543.51
177,845,497,464,Typ Naprawy 15,2018-01-18,2019-04-25,8245.96
178,888,168,844,Typ Naprawy 1,2019-02-20,2019-04-22,12825.96
179,613,181,182,Typ Naprawy 5,2023-01-14,2024-04-17,6235.16
180,737,171,393,Typ Naprawy 14,2019-04-08,2019-05-24,4310.76
181,206,436,341,Typ Naprawy 20,2019-02-22,2022-03-22,14133.75
182,494,142,909,Typ Naprawy 2,2021-03-22,2023-03-23,3455.88
183,782,334,164,Typ Naprawy 16,2022-04-01,2023-05-10,13408.91
184,311,133,348,Typ Naprawy 3,2021-03-12,2023-03-14,1001.72
185,331,494,853,Typ Naprawy 19,2022-01-06,2022-02-19,13443.47
186,986,342,586,Typ Naprawy 10,2023-03-12,2024-03-12,5597.18
187,260,53,605,Typ Naprawy 17,2019-03-12,2020-04-24,11455.87
188,302,4,374,Typ Naprawy 1,2018-01-13,2019-02-18,7903.55
189,190,397,49,Typ Naprawy 10,2020-02-11,2021-04-11,9645.15
190,207,247,632,Typ Naprawy 14,2022-02-14,2022-03-20,6349.30
191,849,437,247,Typ Naprawy 12,2018-03-09,2018-03-10,8114.54
192,849,194,355,Typ Naprawy 20,2018-02-15,2023-04-16,7733.94
193,774,394,386,Typ Naprawy 5,2019-04-19,2020-05-19,8942.14
194,265,300,188,Typ Naprawy 20,2018-01-21,2018-01-22,8106.36
195,504,442,734,Typ Naprawy 18,2023-01-01,2024-02-08,6356.12
196,9,79,773,Typ Naprawy 7,2019-02-03,2023-02-17,109.55
197,500,226,645,Typ Naprawy 6,2020-01-20,2023-03-23,7748.94
198,705,94,705,Typ Naprawy 5,2022-03-23,2023-03-24,14372.93
199,496,216,384,Typ Naprawy 5,2023-02-01,2024-02-07,11662.77
200,768,1,939,Typ Naprawy 17,2018-01-05,2019-02-13,11878.76
201,208,105,160,Typ Naprawy 16,2021-03-20,2021-04-25,3360.84
202,413,185,498,Typ Naprawy 11,2020-04-11,2022-05-21,12339.85
203,569,230,113,Typ Naprawy 20,2019-02-03,2023-03-07,8259.60
204,835,369,698,Typ Naprawy 5,2023-03-11,2024-04-11,11788.27
205,156,153,260,Typ Naprawy 19,2019-04-14,2022-05-25,3142.57
206,734,356,435,Typ Naprawy 16,2020-03-11,2021-04-23,7648.45
207,909,24,471,Typ Naprawy 7,2020-02-01,2022-04-21,2537.78
208,52,34,354,Typ Naprawy 11,2021-01-05,2023-03-20,12138.41
209,88,369,156,Typ Naprawy 11,2022-01-25,2023-02-26,102.27
210,327,379,76,Typ Naprawy 7,2018-03-10,2019-03-18,10286.77
211,618,73,7,Typ Naprawy 10,2019-03-09,2019-03-17,973.07
212,408,197,915,Typ Naprawy 7,2022-03-19,2022-03-23,6791.74
213,583,203,582,Typ Naprawy 18,2019-01-08,2020-02-23,9375.95
214,43,265,877,Typ Naprawy 13,2020-04-08,2022-05-15,12135.23
215,318,289,936,Typ Naprawy 17,2021-04-17,2023-05-23,5883.20
216,805,101,232,Typ Naprawy 13,2019-03-17,2019-03-21,13283.41
217,97,379,457,Typ Naprawy 15,2021-03-09,2023-03-11,14292.45
218,550,275,377,Typ Naprawy 19,2021-03-17,2021-04-20,4122.50
219,915,155,544,Typ Naprawy 15,2018-03-01,2020-03-10,617.02
220,126,64,834,Typ Naprawy 14,2019-03-05,2021-03-08,2508.23
221,786,201,880,Typ Naprawy 3,2021-03-18,2022-03-18,5943.68
222,359,163,420,Typ Naprawy 14,2021-02-22,2021-04-24,13894.56
223,981,465,462,Typ Naprawy 20,2023-03-15,2024-04-25,7535.22
224,666,210,736,Typ Naprawy 2,2019-03-14,2020-03-18,13525.32
225,746,329,773,Typ Naprawy 12,2023-02-14,2024-03-22,9628.78
226,180,76,287,Typ Naprawy 4,2020-01-08,2021-04-14,3359.47
227,545,152,943,Typ Naprawy 7,2020-01-02,2023-04-11,11562.27
228,673,64,526,Typ Naprawy 12,2020-02-02,2022-03-09,13460.75
229,214,256,512,Typ Naprawy 11,2022-03-03,2022-04-06,13894.11
230,7,122,166,Typ Naprawy 14,2019-02-18,2020-04-19,9321.84
231,479,382,724,Typ Naprawy 9,2020-01-16,2023-04-16,11469.96
232,577,36,355,Typ Naprawy 6,2020-02-21,2020-04-21,8646.12
233,678,330,617,Typ Naprawy 15,2023-03-02,2024-04-04,8443.76
234,496,429,967,Typ Naprawy 10,2021-03-04,2023-04-19,8955.33
235,67,89,74,Typ Naprawy 10,2018-03-20,2022-04-22,6584.39
236,545,479,896,Typ Naprawy 20,2021-01-05,2021-04-12,11671.41
237,127,191,916,Typ Naprawy 15,2019-04-13,2020-05-14,1942.55
238,235,347,639,Typ Naprawy 1,2023-01-02,2024-02-14,12536.75
239,895,126,307,Typ Naprawy 5,2023-01-06,2024-04-20,2260.86
240,931,487,479,Typ Naprawy 2,2021-02-09,2021-03-11,12895.07
241,84,123,724,Typ Naprawy 7,2023-04-13,2024-05-19,2477.31
242,292,142,880,Typ Naprawy 3,2020-03-24,2020-03-25,14186.50
243,660,154,349,Typ Naprawy 6,2020-03-12,2020-03-21,5729.96
244,912,203,432,Typ Naprawy 8,2021-03-16,2023-03-21,8087.26
245,583,214,146,Typ Naprawy 10,2022-04-25,2022-05-26,10507.76
246,560,454,893,Typ Naprawy 2,2021-04-04,2023-05-25,5037.41
247,154,472,569,Typ Naprawy 14,2018-04-23,2018-05-24,6252.89
248,63,328,290,Typ Naprawy 7,2021-04-24,2023-05-25,7245.56
249,37,215,951,Typ Naprawy 2,2018-02-11,2019-04-25,7067.31
250,926,275,754,Typ Naprawy 13,2022-02-11,2023-02-18,7383.34
251,134,212,7,Typ Naprawy 7,2020-03-06,2020-03-15,592.92
252,734,173,568,Typ Naprawy 1,2021-04-17,2023-05-24,1768.84
253,299,275,215,Typ Naprawy 5,2022-04-14,2023-05-16,1950.73
254,287,139,414,Typ Naprawy 7,2019-04-17,2022-05-18,6418.41
255,539,99,815,Typ Naprawy 5,2019-03-24,2021-04-24,13042.86
256,749,202,626,Typ Naprawy 14,2018-02-10,2021-04-20,8715.69
257,106,444,888,Typ Naprawy 7,2020-02-05,2022-02-08,5445.30
258,617,131,410,Typ Naprawy 7,2020-04-05,2022-05-23,6330.20
259,867,382,425,Typ Naprawy 4,2018-03-23,2019-04-24,7105.05
260,959,185,14,Typ Naprawy 20,2021-04-11,2022-05-20,5442.57
261,986,163,58,Typ Naprawy 8,2020-03-23,2022-03-24,3234.42
262,578,370,183,Typ Naprawy 9,2022-01-13,2022-03-24,12850.06
263,454,408,584,Typ Naprawy 15,2023-01-14,2024-04-18,10578.70
264,194,449,830,Typ Naprawy 19,2021-03-09,2022-03-13,7448.82
265,342,351,417,Typ Naprawy 19,2019-03-15,2023-03-22,6650.78
266,379,457,315,Typ Naprawy 1,2020-03-25,2022-04-26,5124.27
267,171,138,140,Typ Naprawy 13,2022-04-21,2023-05-23,8439.22
268,521,243,388,Typ Naprawy 10,2020-02-14,2020-04-19,13313.42
269,787,87,136,Typ Naprawy 4,2023-04-25,2024-05-26,4588.14
270,331,225,468,Typ Naprawy 7,2019-04-01,2022-05-22,11917.41
271,63,93,183,Typ Naprawy 2,2022-03-08,2022-04-11,14668.50
272,192,89,340,Typ Naprawy 20,2022-01-11,2022-03-22,9960.73
273,542,3,744,Typ Naprawy 19,2020-04-15,2023-05-16,8456.50
274,583,23,57,Typ Naprawy 11,2022-03-18,2022-04-24,12298.47
275,963,416,505,Typ Naprawy 1,2023-04-21,2024-05-21,11523.62
276,433,373,42,Typ Naprawy 10,2023-04-02,2024-05-22,539.72
277,190,166,289,Typ Naprawy 17,2021-02-14,2023-02-24,1591.96
278,207,37,621,Typ Naprawy 14,2022-03-18,2023-03-24,14228.79
279,779,495,303,Typ Naprawy 4,2020-02-24,2023-03-25,3499.08
280,837,294,963,Typ Naprawy 12,2020-04-10,2020-05-10,9746.10
281,207,142,222,Typ Naprawy 18,2020-01-11,2022-01-22,14303.81
282,10,197,5,Typ Naprawy 1,2020-01-23,2020-01-24,1406.88
283,83,367,209,Typ Naprawy 20,2019-03-02,2020-03-19,8571.09
284,509,25,40,Typ Naprawy 19,2021-04-23,2021-05-24,13975.96
285,192,267,759,Typ Naprawy 15,2020-01-04,2021-01-06,1867.52
286,765,421,213,Typ Naprawy 8,2018-01-09,2022-04-09,12378.96
287,19,86,138,Typ Naprawy 5,2018-01-09,2020-04-18,10475.02
288,570,64,657,Typ Naprawy 3,2022-04-21,2022-05-25,4447.18
289,598,353,971,Typ Naprawy 5,2022-01-03,2023-01-20,14852.67
290,376,408,70,Typ Naprawy 10,2019-03-03,2021-03-18,12474.91
291,317,165,893,Typ Naprawy 12,2023-02-08,2024-02-16,7517.03
292,186,486,414,Typ Naprawy 9,2019-02-22,2021-04-24,11468.60
293,641,85,12,Typ Naprawy 3,2018-04-08,2020-05-16,11285.80
294,850,317,403,Typ Naprawy 11,2021-01-09,2023-03-25,1380.96
295,38,485,661,Typ Naprawy 4,2022-02-04,2022-02-24,2858.82
296,84,122,228,Typ Naprawy 11,2020-01-01,2022-02-05,14889.96
297,671,95,726,Typ Naprawy 2,2019-03-10,2019-04-23,8644.30
298,110,78,84,Typ Naprawy 10,2021-04-14,2023-05-14,2007.12
299,523,410,557,Typ Naprawy 14,2020-04-16,2020-05-24,12175.70
300,133,401,102,Typ Naprawy 18,2023-03-24,2024-03-25,1024.00
301,823,14,946,Typ Naprawy 2,2021-02-24,2021-02-25,14583.47
302,686,271,194,Typ Naprawy 13,2021-03-25,2022-03-26,956.70
303,493,175,536,Typ Naprawy 20,2021-04-11,2021-05-22,8135.91
304,636,284,306,Typ Naprawy 19,2021-02-25,2022-04-26,1672.90
305,473,219,352,Typ Naprawy 18,2018-03-11,2019-03-22,2276.32
306,232,74,830,Typ Naprawy 14,2022-03-11,2023-04-25,7762.13
307,1000,162,603,Typ Naprawy 8,2018-04-13,2022-05-19,11700.96
308,195,111,999,Typ Naprawy 1,2023-02-06,2024-03-10,3033.44
309,299,105,675,Typ Naprawy 2,2019-04-12,2022-05-20,9995.74
310,454,405,459,Typ Naprawy 12,2023-04-03,2024-05-03,5190.66
311,935,397,57,Typ Naprawy 17,2019-04-19,2021-05-23,11282.16
312,536,351,236,Typ Naprawy 1,2018-01-01,2018-03-16,7131.88
313,262,73,648,Typ Naprawy 17,2019-04-13,2022-05-16,4989.21
314,394,339,235,Typ Naprawy 5,2023-03-02,2024-04-15,2486.40
315,803,274,967,Typ Naprawy 10,2021-03-21,2023-03-21,9167.23
316,572,335,642,Typ Naprawy 20,2021-03-02,2021-03-19,14360.20
317,145,374,857,Typ Naprawy 18,2022-04-06,2023-05-12,8498.33
318,114,56,457,Typ Naprawy 5,2019-04-25,2020-05-26,8548.81
319,245,103,408,Typ Naprawy 7,2022-03-09,2023-03-10,10348.61
320,954,362,236,Typ Naprawy 18,2018-03-24,2020-04-24,1153.14
321,493,171,750,Typ Naprawy 20,2020-02-14,2022-02-22,2764.24
322,185,32,898,Typ Naprawy 7,2022-02-22,2022-03-23,2815.17
323,153,78,658,Typ Naprawy 15,2020-04-21,2020-05-22,14759.45
324,946,267,62,Typ Naprawy 3,2019-01-12,2023-04-16,4092.04
325,683,248,204,Typ Naprawy 17,2021-02-24,2021-02-25,12564.94
326,334,1,210,Typ Naprawy 11,2022-01-11,2022-04-16,3955.17
327,101,270,867,Typ Naprawy 15,2023-04-01,2024-05-01,6859.50
328,830,109,957,Typ Naprawy 11,2022-02-03,2022-04-09,11961.52
329,738,154,434,Typ Naprawy 14,2020-03-22,2020-04-25,1339.13
330,593,83,12,Typ Naprawy 4,2023-03-03,2024-03-16,1229.99
331,98,481,173,Typ Naprawy 20,2023-01-01,2024-01-14,3573.65
332,716,181,430,Typ Naprawy 4,2021-02-07,2021-03-18,555.64
333,908,495,9,Typ Naprawy 16,2019-04-08,2020-05-17,4233.00
334,43,328,290,Typ Naprawy 7,2023-03-12,2024-03-19,12535.84
335,449,10,721,Typ Naprawy 19,2020-04-07,2022-05-10,5520.33
336,878,460,361,Typ Naprawy 15,2023-01-16,2024-02-20,5459.85
337,251,257,940,Typ Naprawy 18,2022-01-10,2023-02-14,4029.29
338,430,28,7,Typ Naprawy 12,2018-02-24,2018-04-25,4182.53
339,41,278,834,Typ Naprawy 18,2022-01-25,2022-03-26,1935.73
340,391,381,719,Typ Naprawy 8,2023-01-19,2024-03-24,1391.42
341,559,434,608,Typ Naprawy 11,2021-04-09,2021-05-13,2087.15
342,622,247,81,Typ Naprawy 11,2018-03-08,2020-04-12,10922.02
343,695,415,968,Typ Naprawy 12,2022-03-22,2022-04-22,8338.72
344,687,259,707,Typ Naprawy 2,2018-01-14,2023-03-14,4841.43
345,922,119,164,Typ Naprawy 9,2020-04-12,2022-05-19,13766.78
346,598,217,971,Typ Naprawy 2,2018-02-24,2020-04-25,12481.73
347,743,163,160,Typ Naprawy 2,2018-02-20,2023-04-24,4225.73
348,778,379,461,Typ Naprawy 3,2023-04-20,2024-05-24,4693.19
349,823,215,259,Typ Naprawy 14,2020-03-05,2020-03-15,8351.45
350,734,186,522,Typ Naprawy 6,2022-03-25,2022-03-26,9417.33
351,761,254,121,Typ Naprawy 16,2021-03-12,2023-04-20,3158.49
352,611,270,853,Typ Naprawy 18,2021-04-23,2023-05-24,3457.24
353,504,215,281,Typ Naprawy 10,2021-02-09,2022-02-11,14649.86
354,467,110,646,Typ Naprawy 7,2021-04-20,2023-05-20,3540.00
355,270,42,561,Typ Naprawy 2,2022-03-05,2023-04-19,3319.91
356,567,156,758,Typ Naprawy 18,2019-02-19,2020-04-22,12207.53
357,599,496,644,Typ Naprawy 14,2022-01-13,2022-03-22,9993.92
358,855,331,29,Typ Naprawy 4,2018-03-16,2019-04-20,12827.77
359,845,43,793,Typ Naprawy 16,2021-02-15,2021-04-24,6207.42
360,904,376,968,Typ Naprawy 18,2019-04-23,2019-05-24,13648.10
361,678,429,988,Typ Naprawy 4,2018-04-12,2021-05-14,7503.85
362,660,249,882,Typ Naprawy 7,2020-04-01,2023-05-04,4884.62
363,280,239,669,Typ Naprawy 15,2019-01-02,2023-03-21,542.45
364,415,335,619,Typ Naprawy 6,2022-01-06,2022-03-19,4599.51
365,698,478,165,Typ Naprawy 20,2023-02-17,2024-03-24,4047.47
366,460,341,500,Typ Naprawy 13,2021-03-14,2021-03-24,12951.46
367,292,435,72,Typ Naprawy 9,2020-02-05,2020-03-06,9655.15
368,958,110,729,Typ Naprawy 13,2019-03-16,2022-04-18,13140.63
369,84,68,388,Typ Naprawy 13,2020-04-08,2020-05-24,10058.49
370,762,369,284,Typ Naprawy 8,2019-01-15,2022-03-17,5630.38
371,72,422,527,Typ Naprawy 3,2021-04-24,2021-05-24,10032.58
372,484,440,84,Typ Naprawy 4,2023-01-04,2024-01-15,7979.03
373,65,206,264,Typ Naprawy 14,2023-01-02,2024-04-04,2440.02
374,502,155,127,Typ Naprawy 17,2018-02-24,2020-02-25,12735.01
