43,355,NULL,161,681,454,1,863,9,653,2023-05-02,80204.78
44,885,192,43,903,297,NULL,463,NULL,NULL,2019-12-08,61241.80
45,NULL,279,150,413,130,441,548,NULL,NULL,2020-09-13,206719.88
46,225,NULL,66,75,461,72,NULL,NULL,948,2023-09-24,3212.27
47,NULL,34,40,50,68,NULL,NULL,NULL,921,2021-06-01,161674.55
48,784,NULL,45,699,NULL,NULL,749,7,460,2020-02-29,7399.84
49,654,265,49,280,NULL,43,826,NULL,794,2021-04-11,29036.22
50,129,25,181,544,340,NULL,NULL,51,946,2018-09-15,3341.89
51,775,NULL,200,263,86,NULL,687,NULL,382,2022-12-18,3927.12
52,14,129,19,942,482,NULL,NULL,NULL,NULL,2022-09-04,3205.63
53,916,NULL,117,775,138,NULL,208,NULL,565,2022-12-26,5791.89
54,168,17,64,429,110,178,NULL,24,759,2020-10-14,192473.83
55,866,NULL,108,346,244,397,NULL,NULL,575,2020-11-14,96069.52
56,70,146,85,901,112,NULL,NULL,61,NULL,2018-01-23,3208.65
57,NULL,190,83,15,382,NULL,123,NULL,524,2019-02-13,93227.64
58,NULL,191,103,878,492,221,262,72,159,2023-11-05,69869.99
59,NULL,229,42,636,NULL,NULL,93,94,NULL,2018-07-19,8376.03
60,325,127,160,886,157,NULL,485,NULL,928,2023-10-26,61805.78
61,888,236,41,479,191,272,NULL,NULL,NULL,2020-04-29,9912.99
62,745,94,47,446,240,110,598,40,853,2019-03-11,145106.66
63,552,125,94,167,81,NULL,397,NULL,NULL,2019-03-01,1127.56
64,662,NULL,33,498,122,285,320,NULL,130,2023-05-04,9470.96
65,343,264,126,648,405,NULL,NULL,46,470,2022-05-31,1544.50
66,63,90,159,248,122,NULL,195,NULL,595,2019-06-24,1869.29
67,282,256,124,844,326,287,NULL,NULL,NULL,2023-04-19,1541.48
68,376,129,33,998,119,NULL,686,97,275,2018-05-29,248549.77
69,781,137,133,400,288,NULL,141,NULL,NULL,2022-02-12,207730.64
70,NULL,28,157,989,24,167,220,98,NULL,2018-05-27,8757.02
71,653,136,193,723,NULL,NULL,106,NULL,NULL,2020-03-17,4128.95
72,971,195,26,845,301,143,NULL,23,587,2018-12-14,5767.42
73,NULL,121,114,979,255,NULL,NULL,27,701,2021-09-25,6834.55
74,NULL,289,77,284,315,NULL,NULL,NULL,403,2018-04-01,3462.74
75,8,86,93,944,NULL,NULL,574,NULL,390,2023-02-02,9504.20
76,657,NULL,136,500,15,161,154,NULL,NULL,2021-02-10,9626.26
77,NULL,NULL,21,605,330,NULL,864,NULL,891,2022-02-22,7713.76
78,259,244,78,584,218,77,815,68,NULL,2021-06-25,2181.70
79,NULL,171,71,872,223,85,NULL,NULL,117,2020-03-04,243290.81
80,691,153,70,292,50,NULL,649,NULL,NULL,2022-12-08,3864.28
81,140,168,84,223,NULL,NULL,563,78,137,2018-09-13,7375.07
82,455,220,141,665,NULL,356,955,39,292,2018-05-16,9142.24
83,56,15,120,262,151,NULL,714,80,NULL,2018-04-23,2807.72
84,95,NULL,12,877,145,NULL,896,NULL,868,2022-03-10,7477.19
85,127,NULL,196,502,74,NULL,640,NULL,NULL,2021-07-01,5850.80
86,876,42,161,102,NULL,71,NULL,NULL,NULL,2021-05-03,7937.94
87,NULL,286,195,953,NULL,191,73,NULL,937,2020-12-24,9678.53
88,447,251,196,322,413,NULL,NULL,NULL,898,2021-08-04,248308.05
89,NULL,211,121,283,320,NULL,NULL,24,NULL,2022-05-20,2026.70
90,NULL,NULL,197,237,485,91,832,NULL,731,2020-05-01,62076.79
91,315,7,41,768,90,131,399,3,NULL,2020-02-18,3518.03
92,NULL,NULL,194,232,228,23,446,19,425,2021-11-25,8234.03
93,329,115,34,100,133,78,NULL,36,NULL,2019-07-12,173686.64
94,316,128,1,868,NULL,385,192,18,289,2020-12-30,352.89
95,112,NULL,64,784,NULL,70,344,50,497,2022-01-03,154657.73
96,NULL,NULL,20,876,NULL,363,NULL,31,322,2020-05-11,3352.77
97,800,56,171,639,393,125,367,NULL,NULL,2023-10-13,931.17
98,845,NULL,16,159,310,493,NULL,NULL,NULL,2021-04-24,120166.94
99,569,108,51,725,227,499,664,NULL,NULL,2023-04-23,2359.35
100,818,245,147,1000,323,120,148,NULL,NULL,2022-03-09,2721.01
101,853,81,136,248,92,NULL,NULL,NULL,NULL,2021-01-08,3115.89
102,673,31,180,984,NULL,329,555,89,358,2022-05-04,161623.28
103,60,220,169,323,309,311,367,NULL,5,2023-09-11,149845.58
104,NULL,NULL,188,756,NULL,311,NULL,NULL,153,2018-02-19,7379.90
105,673,NULL,131,759,42,NULL,875,NULL,NULL,2023-05-25,155419.48
106,870,166,196,236,177,88,NULL,34,92,2018-03-01,9047.37
107,NULL,NULL,142,197,NULL,345,NULL,NULL,832,2021-09-21,91799.38
108,NULL,NULL,145,319,27,79,573,NULL,479,2018-07-05,98559.83
109,NULL,231,137,521,497,372,204,NULL,NULL,2023-02-09,2421.89
110,838,114,72,2,NULL,NULL,NULL,NULL,65,2021-04-11,8227.38
111,NULL,NULL,121,362,131,235,58,35,NULL,2019-03-01,1215.17
112,492,101,54,318,264,309,840,NULL,NULL,2021-06-12,1332.40
113,618,77,74,537,452,NULL,818,NULL,NULL,2021-12-01,7977.82
114,97,11,99,750,152,491,748,NULL,NULL,2019-06-09,6880.78
115,NULL,133,103,117,NULL,NULL,NULL,98,818,2019-12-23,164882.66
116,680,NULL,90,823,NULL,41,581,NULL,19,2019-02-27,8795.39
117,963,35,55,25,NULL,NULL,877,69,152,2022-05-05,2707.41
118,131,NULL,162,781,NULL,104,NULL,15,61,2020-11-11,217896.97
119,759,99,18,189,437,NULL,NULL,NULL,900,2023-08-09,8438.88
120,NULL,269,50,256,NULL,301,NULL,NULL,447,2018-06-25,7194.39
121,646,9,41,604,210,204,447,NULL,NULL,2018-01-29,1717.92
122,115,NULL,99,687,205,NULL,862,NULL,221,2023-07-01,233.24
123,288,211,197,975,NULL,320,414,NULL,331,2021-10-27,2768.44
124,NULL,253,108,169,83,NULL,671,47,NULL,2023-08-30,5109.37
125,268,219,99,59,235,478,189,NULL,NULL,2020-01-22,9460.69
126,635,NULL,54,251,436,425,NULL,NULL,806,2018-11-20,17551.50
127,NULL,86,118,213,45,NULL,62,NULL,NULL,2020-08-10,248161.56
128,622,263,28,94,134,NULL,470,NULL,727,2022-06-11,497.00
129,996,NULL,86,18,NULL,249,669,23,536,2023-07-23,5763.19
130,NULL,NULL,147,957,363,NULL,737,NULL,823,2019-05-12,7017.34
131,NULL,NULL,46,331,NULL,NULL,818,NULL,789,2021-03-23,9576.71
132,NULL,124,69,11,NULL,193,NULL,NULL,65,2020-07-17,120591.75
133,NULL,36,34,758,141,NULL,NULL,NULL,NULL,2018-03-03,60428.79
134,NULL,233,148,215,NULL,355,607,NULL,NULL,2021-03-09,403.95
135,828,NULL,140,731,428,111,297,NULL,925,2021-05-24,9039.22
136,848,152,28,325,13,NULL,521,NULL,679,2023-09-11,1574.41
137,NULL,174,164,759,100,NULL,773,99,386,2022-06-25,2390.77
138,437,244,42,863,67,134,NULL,86,73,2020-09-14,9916.01
139,NULL,203,160,330,186,NULL,535,NULL,46,2019-01-19,7502.57
140,813,NULL,18,287,NULL,291,NULL,90,NULL,2020-10-15,9231.98
141,588,246,14,866,73,NULL,NULL,2,512,2022-01-07,912.74
142,831,28,148,454,180,494,587,NULL,240,2022-04-03,6667.77
143,571,232,112,361,164,NULL,NULL,NULL,949,2019-07-05,1644.20
144,NULL,282,59,431,NULL,NULL,390,9,NULL,2021-11-07,9490.30
145,NULL,NULL,49,436,87,NULL,362,35,NULL,2023-07-30,661.97
146,93,NULL,168,985,NULL,NULL,514,NULL,220,2018-05-07,8805.97
147,NULL,NULL,54,441,145,36,NULL,NULL,469,2020-08-03,8648.86
148,509,77,148,11,350,NULL,171,NULL,NULL,2021-06-15,4070.33
149,276,NULL,66,6,321,NULL,293,NULL,NULL,2018-07-06,59996.64
150,834,164,33,876,NULL,NULL,949,NULL,32,2023-06-17,129117.41
151,NULL,116,47,369,NULL,NULL,221,NULL,NULL,2018-03-03,247912.53
152,801,227,28,745,NULL,476,NULL,NULL,NULL,2018-10-09,5763.79
153,358,110,166,711,372,57,370,NULL,966,2019-10-16,240148.62
154,NULL,217,197,612,178,185,NULL,NULL,82,2019-07-12,6526.68
155,NULL,111,91,539,NULL,NULL,837,NULL,691,2023-07-19,4180.31
156,254,195,56,401,499,256,NULL,NULL,NULL,2021-09-24,8805.97
157,535,NULL,24,278,179,497,NULL,NULL,982,2023-03-25,93908.81
158,139,NULL,172,838,94,188,769,NULL,750,2022-05-03,13274.03
159,NULL,NULL,70,130,62,101,935,3,NULL,2022-11-18,7999.27
160,875,286,6,978,92,182,NULL,30,NULL,2023-05-28,187009.80
161,NULL,NULL,128,96,70,337,162,NULL,NULL,2019-09-29,3030.99
162,NULL,NULL,80,558,NULL,101,742,NULL,414,2018-09-20,152167.42
163,NULL,NULL,87,512,NULL,443,996,NULL,NULL,2019-03-23,3609.88
164,NULL,263,151,69,444,28,292,NULL,NULL,2018-10-11,5976.49
165,NULL,117,64,581,NULL,349,NULL,33,NULL,2022-04-02,4948.03
166,NULL,251,151,501,271,NULL,NULL,64,129,2022-12-24,3297.17
167,590,24,127,109,365,228,841,56,NULL,2018-01-15,182175.67
168,105,202,151,818,NULL,285,344,NULL,491,2022-07-13,6399.18
169,346,137,153,909,NULL,256,NULL,NULL,161,2018-04-21,970.45
170,480,234,17,906,26,500,814,NULL,NULL,2020-04-17,7921.32
171,782,257,64,151,NULL,NULL,719,NULL,4,2021-09-24,54825.59
172,NULL,292,14,967,NULL,NULL,NULL,16,498,2021-03-13,1960.54
173,215,44,64,854,359,490,503,NULL,948,2019-08-09,9074.26
174,600,139,12,225,324,NULL,NULL,NULL,810,2021-10-07,3234.63
175,280,168,172,836,90,91,970,NULL,NULL,2023-02-15,99372.84
176,665,193,44,103,190,NULL,164,13,NULL,2022-04-20,102441.79
177,242,29,154,533,223,451,614,NULL,NULL,2021-02-23,8771.83
178,NULL,71,90,627,341,NULL,NULL,NULL,4,2019-07-12,224313.19
179,578,18,137,447,248,389,460,NULL,100,2020-08-17,119068.27
180,311,191,114,313,181,131,NULL,NULL,240,2019-07-24,6167.44
181,1000,NULL,55,299,NULL,473,646,88,468,2020-12-05,5770.44
182,427,24,132,431,180,434,482,NULL,842,2019-10-23,5485.83
183,266,233,124,820,NULL,NULL,749,NULL,51,2020-06-01,7523.11
184,849,260,17,321,276,164,689,NULL,NULL,2019-08-26,7639.43
185,684,63,21,324,NULL,151,989,62,NULL,2021-12-27,5383.10
186,231,114,52,24,66,487,56,NULL,75,2019-08-03,11084.02
187,NULL,NULL,163,392,87,464,536,NULL,NULL,2020-08-11,72711.88
188,398,NULL,96,664,389,3,975,NULL,139,2018-05-29,662.57
189,56,266,37,519,NULL,NULL,NULL,NULL,NULL,2018-08-23,9899.39
190,33,198,4,469,NULL,NULL,NULL,NULL,NULL,2019-12-25,1889.54
191,615,NULL,174,949,59,220,NULL,NULL,NULL,2019-05-31,379.47
192,NULL,42,40,500,76,NULL,NULL,NULL,NULL,2022-07-25,238302.86
193,706,NULL,64,832,36,158,NULL,NULL,637,2020-07-23,71898.86
194,708,144,147,927,NULL,NULL,884,NULL,482,2018-04-16,53397.32
195,389,196,180,591,385,266,981,NULL,NULL,2020-03-30,64808.80
196,NULL,NULL,90,862,NULL,NULL,NULL,58,NULL,2019-10-04,135980.41
197,99,NULL,192,94,135,NULL,650,NULL,NULL,2022-01-11,28149.97
198,NULL,157,194,865,342,NULL,190,NULL,525,2022-11-04,150621.97
199,960,NULL,27,843,405,136,211,NULL,NULL,2018-07-23,3497.19
200,NULL,61,141,739,476,49,522,NULL,535,2020-06-02,3683.90
201,551,219,46,460,NULL,NULL,607,NULL,NULL,2021-04-19,1029.36
202,15,228,97,37,NULL,461,794,NULL,250,2019-02-04,7976.61
203,244,141,169,268,371,NULL,NULL,NULL,897,2021-06-30,3316.51
204,634,NULL,57,390,209,NULL,886,1,NULL,2019-09-15,9004.77
205,121,45,100,612,249,NULL,NULL,98,NULL,2023-06-15,6629.70
206,969,243,121,722,133,NULL,NULL,26,NULL,2022-03-08,16540.73
207,NULL,NULL,103,888,NULL,NULL,603,27,162,2023-01-03,3561.54
208,865,184,140,598,55,52,458,NULL,422,2022-09-16,7921.63
209,903,NULL,72,792,282,214,234,80,752,2022-09-01,15251.62
210,280,NULL,56,10,264,122,352,16,NULL,2022-09-28,1946.34
211,155,209,53,892,NULL,NULL,821,NULL,78,2020-06-01,6857.81
212,NULL,36,123,652,202,246,723,39,NULL,2018-01-11,8422.86
213,808,27,114,376,NULL,NULL,430,NULL,310,2020-06-03,4552.84
214,NULL,293,170,583,NULL,NULL,110,NULL,NULL,2019-12-10,2337.90
215,108,NULL,89,881,18,302,373,NULL,575,2022-06-21,3025.25
216,760,NULL,140,149,176,NULL,95,NULL,48,2020-09-29,3915.04
217,805,299,72,565,487,NULL,773,NULL,208,2022-02-17,7521.60
218,916,236,33,911,240,NULL,NULL,17,472,2018-07-14,8108.65
219,NULL,284,176,584,344,NULL,NULL,36,NULL,2023-03-29,99614.55
220,180,NULL,184,351,384,NULL,NULL,NULL,756,2023-03-31,5729.95
221,NULL,NULL,23,604,452,484,642,24,NULL,2019-08-20,51046.18
222,649,18,77,776,81,275,100,NULL,24,2019-06-29,4112.93
223,NULL,90,38,307,11,NULL,793,70,882,2021-01-06,149786.98
224,NULL,244,176,484,455,45,NULL,NULL,NULL,2020-09-12,765.60
225,171,63,184,759,241,312,NULL,NULL,844,2022-05-04,1590.12
226,788,198,18,837,NULL,109,NULL,66,NULL,2023-10-22,143326.83
227,372,214,117,889,NULL,NULL,894,74,NULL,2021-06-16,729.95
228,988,NULL,114,516,NULL,NULL,4,NULL,694,2020-08-04,4419.60
229,166,NULL,146,185,390,NULL,NULL,NULL,584,2019-11-01,4433.50
230,547,NULL,29,165,NULL,NULL,712,NULL,NULL,2022-12-27,6121.52
231,NULL,271,95,108,34,265,NULL,NULL,83,2018-11-13,8808.39
232,149,132,16,490,NULL,NULL,325,NULL,NULL,2022-11-22,8961.27
233,334,83,176,927,NULL,NULL,258,NULL,643,2020-02-23,8101.09
234,407,278,168,202,301,NULL,460,50,NULL,2023-05-19,6171.67
235,362,105,20,179,231,256,NULL,45,306,2019-10-26,70009.16
236,323,61,25,865,203,NULL,NULL,NULL,NULL,2019-06-22,214029.66
237,367,68,19,210,264,NULL,NULL,NULL,58,2022-05-07,4395.13
238,985,294,89,264,72,NULL,NULL,NULL,NULL,2022-05-24,5595.50
239,874,253,147,26,494,192,563,NULL,NULL,2019-06-04,5687.35
240,NULL,108,50,473,NULL,NULL,876,NULL,612,2021-06-07,5784.94
241,285,73,71,958,NULL,NULL,913,NULL,NULL,2023-11-01,2553.93
242,187,204,49,58,NULL,NULL,768,NULL,NULL,2018-02-23,4298.75
243,359,NULL,62,353,389,216,464,NULL,118,2019-04-12,3089.61
244,NULL,87,57,689,490,256,638,NULL,144,2021-03-02,514.22
245,987,NULL,177,7,NULL,NULL,NULL,58,2,2022-04-04,8555.50
246,NULL,NULL,102,9,NULL,386,209,NULL,NULL,2022-05-09,8031.30
247,668,NULL,150,146,NULL,NULL,NULL,10,847,2019-03-30,6135.11
248,539,172,151,551,NULL,NULL,219,53,92,2021-08-02,8270.89
249,403,NULL,2,887,19,NULL,NULL,NULL,114,2022-06-19,4964.65
250,241,NULL,5,13,NULL,NULL,663,NULL,NULL,2023-01-19,7711.64
251,622,NULL,138,806,198,45,629,NULL,151,2018-10-11,4324.43
252,NULL,NULL,52,280,275,NULL,627,10,511,2021-08-07,5800.05
253,NULL,145,38,45,380,251,NULL,NULL,504,2022-04-07,224965.06
254,956,134,28,611,NULL,424,56,NULL,NULL,2019-08-01,234442.89
255,NULL,98,170,788,462,NULL,408,28,NULL,2018-05-25,5888.27
256,NULL,277,80,833,NULL,NULL,84,NULL,505,2020-02-21,4116.56
257,996,127,21,932,454,NULL,370,NULL,NULL,2022-11-08,240873.75
258,48,NULL,167,828,282,NULL,NULL,NULL,235,2019-12-27,502.14
259,942,36,189,896,NULL,NULL,NULL,1,NULL,2018-06-16,406.36
260,NULL,90,36,416,37,NULL,276,NULL,NULL,2023-09-26,2488.36
261,829,101,8,167,289,NULL,NULL,NULL,670,2020-10-06,2018.85
262,962,60,58,166,NULL,NULL,NULL,NULL,753,2019-09-11,1066.22
263,48,234,191,142,318,267,806,NULL,320,2019-03-09,111633.96
264,NULL,NULL,11,120,55,445,991,NULL,629,2019-10-03,181348.00
265,717,81,188,31,145,170,581,NULL,NULL,2022-03-29,142814.11
266,566,244,123,774,355,NULL,NULL,NULL,NULL,2022-10-26,6186.78
267,576,244,193,31,159,NULL,773,NULL,NULL,2018-04-01,1655.38
268,288,271,173,804,86,NULL,151,NULL,NULL,2018-10-13,6162.91
269,NULL,241,187,681,357,NULL,360,13,NULL,2019-05-19,3654.90
270,260,172,147,157,25,295,308,97,NULL,2021-07-20,72865.69
271,NULL,67,105,54,NULL,NULL,27,NULL,877,2021-11-08,3662.15
272,406,NULL,148,992,NULL,NULL,11,NULL,NULL,2020-09-06,909.11
273,NULL,27,152,87,450,NULL,29,NULL,639,2021-04-26,6462.32
274,650,NULL,196,370,423,262,160,NULL,728,2022-12-23,221171.00
275,NULL,174,197,365,NULL,NULL,984,NULL,786,2022-01-07,1545.10
276,NULL,211,179,347,NULL,NULL,757,NULL,NULL,2023-04-20,432.95
277,671,42,96,574,489,500,NULL,NULL,295,2022-12-22,6802.52
278,34,23,167,596,72,NULL,983,26,490,2023-11-15,3333.73
279,NULL,189,146,828,473,NULL,NULL,93,NULL,2021-10-05,5824.52
280,NULL,6,160,212,8,292,198,14,221,2018-08-09,2878.42
281,192,155,173,99,NULL,NULL,278,NULL,258,2021-11-21,80424.52
282,104,119,147,917,78,NULL,NULL,NULL,NULL,2023-12-22,1706.44
283,203,NULL,75,32,355,148,27,NULL,458,2018-02-16,4808.44
284,NULL,NULL,122,970,228,238,323,NULL,584,2019-06-25,2070.21
285,224,42,105,558,278,98,NULL,48,640,2022-05-20,6741.49
286,328,288,62,154,129,341,NULL,NULL,223,2023-11-18,8980.30
287,366,229,178,127,NULL,NULL,761,NULL,707,2023-11-26,176777.55
288,525,161,200,708,181,368,355,NULL,NULL,2021-11-04,4351.32
289,NULL,194,33,718,366,NULL,NULL,NULL,NULL,2020-11-25,2220.37
290,NULL,217,178,378,293,356,819,8,NULL,2018-09-03,1304.91
291,413,NULL,159,605,NULL,154,815,NULL,509,2022-09-30,7011.60
292,296,140,197,978,352,NULL,415,NULL,NULL,2019-04-16,78417.62
293,252,168,65,406,325,NULL,683,NULL,NULL,2018-04-18,163029.58
294,NULL,112,41,188,NULL,NULL,646,21,NULL,2022-07-11,6166.53
295,936,226,168,642,79,NULL,603,NULL,NULL,2020-02-14,141202.73
296,440,49,104,921,14,370,367,48,NULL,2023-03-27,120.24
297,873,217,87,265,394,NULL,659,NULL,477,2019-02-04,6850.87
298,937,235,78,738,313,385,126,88,749,2018-04-15,6435.73
299,NULL,NULL,191,581,271,NULL,161,NULL,604,2019-02-04,148952.00
300,NULL,NULL,78,439,425,292,NULL,10,926,2023-06-13,3803.25
301,589,NULL,128,323,NULL,354,633,NULL,966,2020-10-31,2233.97
302,420,236,106,569,171,345,74,NULL,NULL,2023-10-25,4986.70
303,217,161,11,488,34,NULL,NULL,NULL,NULL,2018-08-23,6016.98
304,NULL,13,149,105,301,317,884,NULL,NULL,2019-11-01,7954.86
305,NULL,164,64,236,493,226,NULL,2,NULL,2018-05-01,4942.29
306,34,287,35,140,305,402,NULL,NULL,NULL,2020-05-27,152.87
307,NULL,47,11,209,361,399,NULL,NULL,268,2018-05-27,25762.20
308,116,61,102,1000,474,NULL,NULL,NULL,NULL,2018-05-14,4994.86
309,399,297,144,580,87,57,88,NULL,NULL,2023-02-12,181750.84
310,51,NULL,104,958,NULL,27,897,NULL,NULL,2023-05-13,206397.59
311,836,280,127,534,230,NULL,326,NULL,NULL,2020-01-27,7795.03
312,125,189,124,347,440,171,95,NULL,NULL,2022-01-05,7925.25
313,657,20,100,920,67,NULL,436,77,NULL,2018-01-10,7012.51
314,363,246,123,441,NULL,NULL,NULL,NULL,741,2022-08-04,1736.66
315,237,NULL,142,85,34,NULL,237,NULL,113,2018-11-21,6035.11
316,665,173,200,206,208,NULL,NULL,NULL,885,2021-08-07,508.48
317,46,221,75,557,237,179,NULL,NULL,NULL,2023-06-11,201263.16
318,674,145,99,768,472,NULL,301,16,NULL,2020-08-31,140199.28
319,617,NULL,45,123,NULL,NULL,NULL,NULL,414,2021-11-05,1367.45
320,NULL,103,14,968,448,450,307,NULL,NULL,2021-06-01,6726.08
321,802,238,86,403,87,NULL,NULL,5,811,2023-06-14,66193.12
322,30,57,31,810,NULL,NULL,NULL,6,81,2018-11-03,74125.49
323,NULL,259,31,914,99,NULL,NULL,83,NULL,2019-08-26,4220.49
324,817,182,91,51,296,164,482,NULL,NULL,2021-09-18,1021.81
325,587,NULL,1,993,79,NULL,NULL,NULL,696,2020-03-28,9800.29
326,NULL,34,2,378,301,NULL,386,NULL,124,2023-01-09,8216.51
327,816,97,42,852,108,93,494,NULL,883,2023-05-20,6687.71
328,350,277,138,407,488,NULL,196,NULL,110,2018-05-29,9687.59
329,642,275,73,959,106,NULL,NULL,62,855,2020-09-07,9325.34
330,846,231,142,204,37,NULL,367,NULL,NULL,2023-07-28,65922.12
331,NULL,69,195,91,NULL,NULL,74,NULL,97,2022-08-11,124605.55
332,564,NULL,9,411,NULL,138,726,NULL,NULL,2021-01-31,109583.12
333,18,83,115,7,111,NULL,439,NULL,303,2019-02-13,3644.63
334,403,NULL,73,40,NULL,285,210,NULL,NULL,2022-10-24,6139.95
335,NULL,31,142,283,84,NULL,470,2,NULL,2019-01-15,189500.11
336,40,154,136,362,NULL,493,NULL,NULL,NULL,2022-01-29,160297.56
337,938,66,16,496,378,NULL,930,NULL,NULL,2019-04-21,8346.73
338,NULL,175,147,548,8,31,NULL,79,NULL,2022-12-05,55074.62
339,NULL,57,20,610,NULL,230,138,46,977,2020-11-29,3694.18
340,12,63,32,298,313,254,197,23,NULL,2018-01-08,29893.19
341,791,54,18,840,396,NULL,791,NULL,NULL,2018-09-20,3223.15
342,600,280,75,342,NULL,NULL,621,NULL,NULL,2022-10-01,35452.44
343,NULL,216,36,970,NULL,41,452,NULL,712,2020-02-07,166179.08
344,153,NULL,149,501,429,NULL,NULL,NULL,143,2020-02-03,144711.14
345,NULL,87,16,357,83,101,NULL,NULL,964,2023-04-25,6667.77
346,NULL,9,162,809,NULL,NULL,460,65,NULL,2020-11-23,8724.39
347,NULL,247,50,1000,202,NULL,745,NULL,NULL,2018-02-06,668.61
348,23,240,175,626,NULL,388,NULL,NULL,290,2018-11-03,7395.91
349,862,25,170,585,NULL,NULL,NULL,60,350,2020-10-25,8320.74
350,868,239,111,266,445,NULL,358,NULL,NULL,2023-04-21,1286.78
351,NULL,NULL,27,683,NULL,NULL,NULL,25,306,2020-09-12,9974.62
352,531,96,138,189,161,NULL,432,NULL,610,2021-03-21,2470.24
353,824,NULL,94,716,287,417,820,NULL,NULL,2020-11-30,5856.54
354,NULL,299,154,636,142,NULL,159,NULL,86,2023-01-29,3596.59
355,581,NULL,31,855,311,NULL,804,61,NULL,2021-03-28,72272.41
356,924,NULL,32,242,NULL,229,890,NULL,NULL,2022-06-09,7465.40
357,NULL,NULL,117,552,280,486,616,62,NULL,2023-03-02,2483.23
358,638,NULL,7,809,348,465,1,NULL,920,2022-05-13,2813.16
359,718,121,108,318,NULL,496,NULL,NULL,666,2020-05-08,7408.00
360,NULL,55,9,728,401,415,NULL,NULL,192,2018-12-17,6811.89
361,765,280,119,195,251,56,600,NULL,NULL,2023-12-01,5401.53
362,NULL,NULL,126,3,NULL,NULL,NULL,NULL,NULL,2018-08-29,71261.63
363,919,190,177,205,151,399,NULL,NULL,909,2021-09-15,4840.17
364,160,NULL,92,56,175,80,NULL,NULL,NULL,2019-07-20,4958.91
365,NULL,181,108,439,NULL,322,431,78,265,2019-12-11,9028.64
366,104,NULL,61,691,469,NULL,NULL,NULL,669,2021-10-05,6700.10
367,453,151,118,293,NULL,103,NULL,NULL,829,2022-04-25,7517.98
368,NULL,116,55,562,165,NULL,20,90,383,2021-09-30,2861.80
369,NULL,46,165,666,251,NULL,NULL,NULL,409,2019-10-21,151.06
370,364,NULL,3,391,123,318,NULL,NULL,NULL,2021-03-20,7801.38
