119,4609,Wyposa¿enie 119,992.43
120,2100,Wyposa¿enie 120,597.62
121,3999,Wyposa¿enie 121,447.91
122,7465,Wyposa¿enie 122,125.98
123,9456,Wyposa¿enie 123,1003.72
124,2097,Wyposa¿enie 124,1038.23
125,2979,Wyposa¿enie 125,602.48
126,1195,Wyposa¿enie 126,1138.77
127,5236,Wyposa¿enie 127,210.99
128,4042,Wyposa¿enie 128,1363.44
129,7560,Wyposa¿enie 129,724.44
130,4725,Wyposa¿enie 130,1484.47
131,6745,Wyposa¿enie 131,927.87
132,2767,Wyposa¿enie 132,973.31
133,4510,Wyposa¿enie 133,1271.35
134,2346,Wyposa¿enie 134,1440.75
135,6174,Wyposa¿enie 135,92.08
136,360,Wyposa¿enie 136,549.03
137,2534,Wyposa¿enie 137,91.82
138,163,Wyposa¿enie 138,1368.44
139,2266,Wyposa¿enie 139,101.07
140,1390,Wyposa¿enie 140,970.75
141,4553,Wyposa¿enie 141,89.34
142,5915,Wyposa¿enie 142,1082.62
143,5700,Wyposa¿enie 143,253.47
144,4382,Wyposa¿enie 144,242.14
145,6831,Wyposa¿enie 145,391.67
146,5489,Wyposa¿enie 146,130.23
147,5817,Wyposa¿enie 147,696.96
148,6314,Wyposa¿enie 148,1471.28
149,6057,Wyposa¿enie 149,1476.86
150,8170,Wyposa¿enie 150,423.84
151,5897,Wyposa¿enie 151,1482.52
152,2903,Wyposa¿enie 152,1457.08
153,56,Wyposa¿enie 153,1055.49
154,268,Wyposa¿enie 154,1081.69
155,7003,Wyposa¿enie 155,1074.43
156,5135,Wyposa¿enie 156,482.87
157,8595,Wyposa¿enie 157,1009.38
158,5172,Wyposa¿enie 158,1423.89
159,9749,Wyposa¿enie 159,117.31
160,9440,Wyposa¿enie 160,1415.88
161,9525,Wyposa¿enie 161,735.95
162,8561,Wyposa¿enie 162,525.13
163,804,Wyposa¿enie 163,308.78
164,2412,Wyposa¿enie 164,1012.30
165,7773,Wyposa¿enie 165,99.52
166,486,Wyposa¿enie 166,573.46
167,6698,Wyposa¿enie 167,1278.43
168,1943,Wyposa¿enie 168,979.91
169,2444,Wyposa¿enie 169,388.26
170,2172,Wyposa¿enie 170,985.13
171,1899,Wyposa¿enie 171,1273.25
172,4604,Wyposa¿enie 172,1095.80
173,8475,Wyposa¿enie 173,377.86
174,126,Wyposa¿enie 174,676.08
175,5279,Wyposa¿enie 175,199.39
176,505,Wyposa¿enie 176,480.97
177,4690,Wyposa¿enie 177,551.20
178,8363,Wyposa¿enie 178,1239.31
179,1300,Wyposa¿enie 179,669.92
180,558,Wyposa¿enie 180,1230.90
181,5345,Wyposa¿enie 181,974.33
182,4104,Wyposa¿enie 182,878.88
183,6985,Wyposa¿enie 183,1258.74
184,610,Wyposa¿enie 184,1352.46
185,7451,Wyposa¿enie 185,78.59
186,7563,Wyposa¿enie 186,849.81
187,2371,Wyposa¿enie 187,811.18
188,7517,Wyposa¿enie 188,207.18
189,4966,Wyposa¿enie 189,149.30
190,305,Wyposa¿enie 190,1204.31
191,6747,Wyposa¿enie 191,760.60
192,8079,Wyposa¿enie 192,510.66
193,8781,Wyposa¿enie 193,670.37
194,9385,Wyposa¿enie 194,344.45
195,6846,Wyposa¿enie 195,1101.03
196,5000,Wyposa¿enie 196,1088.06
197,1870,Wyposa¿enie 197,1275.20
198,7734,Wyposa¿enie 198,1281.00
199,6189,Wyposa¿enie 199,166.38
200,6782,Wyposa¿enie 200,686.08
201,237,Wyposa¿enie 201,1254.00
202,6497,Wyposa¿enie 202,1398.18
203,5931,Wyposa¿enie 203,1115.98
204,6347,Wyposa¿enie 204,1241.39
205,719,Wyposa¿enie 205,1417.25
206,9765,Wyposa¿enie 206,525.22
207,1329,Wyposa¿enie 207,475.84
208,1884,Wyposa¿enie 208,454.59
209,2895,Wyposa¿enie 209,1065.49
210,8945,Wyposa¿enie 210,1213.96
211,1853,Wyposa¿enie 211,786.79
212,898,Wyposa¿enie 212,1221.30
213,2316,Wyposa¿enie 213,215.19
214,1850,Wyposa¿enie 214,1222.23
215,302,Wyposa¿enie 215,958.40
216,2021,Wyposa¿enie 216,218.73
217,601,Wyposa¿enie 217,1281.00
218,6326,Wyposa¿enie 218,1404.33
219,5578,Wyposa¿enie 219,579.34
220,7244,Wyposa¿enie 220,599.17
221,8556,Wyposa¿enie 221,64.20
222,6466,Wyposa¿enie 222,1457.16
223,5528,Wyposa¿enie 223,784.23
224,8086,Wyposa¿enie 224,939.02
225,1071,Wyposa¿enie 225,847.68
226,2733,Wyposa¿enie 226,922.56
227,6215,Wyposa¿enie 227,226.08
228,8165,Wyposa¿enie 228,1044.83
229,4594,Wyposa¿enie 229,496.41
230,3594,Wyposa¿enie 230,1096.56
231,8037,Wyposa¿enie 231,655.76
232,2637,Wyposa¿enie 232,1414.99
233,2983,Wyposa¿enie 233,1015.27
234,2770,Wyposa¿enie 234,593.90
235,2569,Wyposa¿enie 235,357.15
236,5577,Wyposa¿enie 236,707.94
237,3173,Wyposa¿enie 237,1261.93
238,5664,Wyposa¿enie 238,519.69
239,1337,Wyposa¿enie 239,88.76
240,7607,Wyposa¿enie 240,1366.67
241,918,Wyposa¿enie 241,1167.09
242,3732,Wyposa¿enie 242,396.80
243,5316,Wyposa¿enie 243,1231.75
244,4855,Wyposa¿enie 244,199.22
245,8489,Wyposa¿enie 245,1060.14
246,9104,Wyposa¿enie 246,799.63
247,7434,Wyposa¿enie 247,493.67
248,5856,Wyposa¿enie 248,165.76
249,4768,Wyposa¿enie 249,451.45
250,4382,Wyposa¿enie 250,1094.17
251,4719,Wyposa¿enie 251,1469.24
252,5931,Wyposa¿enie 252,1321.71
253,9443,Wyposa¿enie 253,621.03
254,8215,Wyposa¿enie 254,984.38
255,1772,Wyposa¿enie 255,1006.68
256,5046,Wyposa¿enie 256,1366.98
257,5755,Wyposa¿enie 257,862.91
258,6061,Wyposa¿enie 258,64.60
259,1101,Wyposa¿enie 259,1130.63
260,2082,Wyposa¿enie 260,1451.85
261,5656,Wyposa¿enie 261,1436.45
262,1187,Wyposa¿enie 262,1178.51
263,9252,Wyposa¿enie 263,121.20
264,3653,Wyposa¿enie 264,1288.92
265,9676,Wyposa¿enie 265,173.33
266,2544,Wyposa¿enie 266,183.82
267,8101,Wyposa¿enie 267,449.55
268,2104,Wyposa¿enie 268,970.97
269,4110,Wyposa¿enie 269,141.25
270,5040,Wyposa¿enie 270,1274.05
271,3640,Wyposa¿enie 271,219.13
272,1450,Wyposa¿enie 272,795.78
273,3543,Wyposa¿enie 273,813.48
274,8370,Wyposa¿enie 274,1305.60
275,9306,Wyposa¿enie 275,1463.80
276,6332,Wyposa¿enie 276,546.42
277,696,Wyposa¿enie 277,294.71
278,4411,Wyposa¿enie 278,1131.91
279,3580,Wyposa¿enie 279,501.77
280,1683,Wyposa¿enie 280,1128.46
281,7138,Wyposa¿enie 281,1353.79
282,8705,Wyposa¿enie 282,443.22
283,9810,Wyposa¿enie 283,946.19
284,1578,Wyposa¿enie 284,1312.86
285,4093,Wyposa¿enie 285,961.54
286,5425,Wyposa¿enie 286,763.12
287,4773,Wyposa¿enie 287,71.42
288,7085,Wyposa¿enie 288,1185.63
289,6882,Wyposa¿enie 289,1036.11
290,442,Wyposa¿enie 290,650.81
291,8386,Wyposa¿enie 291,736.21
292,1615,Wyposa¿enie 292,703.38
293,81,Wyposa¿enie 293,1243.34
294,4480,Wyposa¿enie 294,510.04
295,5993,Wyposa¿enie 295,1012.52
296,7588,Wyposa¿enie 296,605.23
297,2923,Wyposa¿enie 297,1404.59
298,5450,Wyposa¿enie 298,1054.30
299,7967,Wyposa¿enie 299,671.07
300,6584,Wyposa¿enie 300,1330.96
301,8185,Wyposa¿enie 301,459.73
302,5956,Wyposa¿enie 302,1227.72
303,1260,Wyposa¿enie 303,1322.90
304,6966,Wyposa¿enie 304,1395.57
305,243,Wyposa¿enie 305,687.18
306,9357,Wyposa¿enie 306,1382.95
307,3358,Wyposa¿enie 307,217.01
308,2849,Wyposa¿enie 308,1019.60
309,7690,Wyposa¿enie 309,1229.71
310,9930,Wyposa¿enie 310,114.83
311,324,Wyposa¿enie 311,894.90
312,2687,Wyposa¿enie 312,866.53
313,5743,Wyposa¿enie 313,1226.70
314,2657,Wyposa¿enie 314,700.46
315,1715,Wyposa¿enie 315,100.45
316,5801,Wyposa¿enie 316,235.55
317,2585,Wyposa¿enie 317,952.74
318,4351,Wyposa¿enie 318,1045.40
319,7445,Wyposa¿enie 319,246.88
320,9789,Wyposa¿enie 320,511.10
321,3811,Wyposa¿enie 321,962.21
322,563,Wyposa¿enie 322,486.28
323,261,Wyposa¿enie 323,1039.43
324,9708,Wyposa¿enie 324,818.65
325,2043,Wyposa¿enie 325,690.28
326,9361,Wyposa¿enie 326,249.58
327,2500,Wyposa¿enie 327,704.31
328,5820,Wyposa¿enie 328,386.31
329,6181,Wyposa¿enie 329,860.16
330,5808,Wyposa¿enie 330,466.76
331,1224,Wyposa¿enie 331,1024.51
332,4359,Wyposa¿enie 332,363.39
333,902,Wyposa¿enie 333,996.64
334,8396,Wyposa¿enie 334,995.35
335,9767,Wyposa¿enie 335,230.95
336,7930,Wyposa¿enie 336,744.58
337,1337,Wyposa¿enie 337,745.73
338,6804,Wyposa¿enie 338,246.57
339,624,Wyposa¿enie 339,1300.56
340,8311,Wyposa¿enie 340,1100.54
341,1837,Wyposa¿enie 341,650.63
342,6973,Wyposa¿enie 342,719.26
343,5634,Wyposa¿enie 343,860.30
344,3971,Wyposa¿enie 344,764.98
345,4997,Wyposa¿enie 345,934.02
346,3213,Wyposa¿enie 346,939.82
347,451,Wyposa¿enie 347,747.50
348,6601,Wyposa¿enie 348,1377.86
349,1383,Wyposa¿enie 349,1186.52
350,3169,Wyposa¿enie 350,1358.26
351,1851,Wyposa¿enie 351,176.56
352,1285,Wyposa¿enie 352,184.57
353,2286,Wyposa¿enie 353,961.32
354,4728,Wyposa¿enie 354,1001.24
355,8070,Wyposa¿enie 355,411.80
356,1226,Wyposa¿enie 356,191.87
357,4872,Wyposa¿enie 357,1275.38
358,9798,Wyposa¿enie 358,830.38
359,2166,Wyposa¿enie 359,196.34
360,8876,Wyposa¿enie 360,929.55
361,2056,Wyposa¿enie 361,1216.39
362,6018,Wyposa¿enie 362,757.68
363,6078,Wyposa¿enie 363,787.72
364,6087,Wyposa¿enie 364,268.78
365,6917,Wyposa¿enie 365,1256.44
366,7656,Wyposa¿enie 366,466.45
367,6648,Wyposa¿enie 367,299.36
368,662,Wyposa¿enie 368,1496.50
369,761,Wyposa¿enie 369,221.65
370,2744,Wyposa¿enie 370,1139.17
371,3408,Wyposa¿enie 371,548.45
372,237,Wyposa¿enie 372,995.88
373,1891,Wyposa¿enie 373,418.18
374,468,Wyposa¿enie 374,841.00
375,5559,Wyposa¿enie 375,310.11
376,8720,Wyposa¿enie 376,1483.63
377,2934,Wyposa¿enie 377,614.48
378,966,Wyposa¿enie 378,960.13
379,4113,Wyposa¿enie 379,1077.57
380,2825,Wyposa¿enie 380,52.70
381,568,Wyposa¿enie 381,79.65
382,8136,Wyposa¿enie 382,503.76
383,8135,Wyposa¿enie 383,678.91
384,4389,Wyposa¿enie 384,322.10
385,9971,Wyposa¿enie 385,628.42
386,394,Wyposa¿enie 386,1450.84
387,9542,Wyposa¿enie 387,849.98
388,9112,Wyposa¿enie 388,842.33
389,2743,Wyposa¿enie 389,871.80
390,1680,Wyposa¿enie 390,510.75
391,7534,Wyposa¿enie 391,1213.29
392,8133,Wyposa¿enie 392,357.28
393,9542,Wyposa¿enie 393,74.52
394,2097,Wyposa¿enie 394,638.42
395,1588,Wyposa¿enie 395,1413.49
396,1575,Wyposa¿enie 396,1072.62
397,7271,Wyposa¿enie 397,1468.49
398,3721,Wyposa¿enie 398,255.59
399,8544,Wyposa¿enie 399,1259.00
400,6171,Wyposa¿enie 400,1229.93
401,8836,Wyposa¿enie 401,522.43
402,4519,Wyposa¿enie 402,778.34
403,4863,Wyposa¿enie 403,319.80
404,2531,Wyposa¿enie 404,187.45
405,7451,Wyposa¿enie 405,217.98
406,8960,Wyposa¿enie 406,550.80
407,834,Wyposa¿enie 407,1331.62
408,3732,Wyposa¿enie 408,57.30
409,6737,Wyposa¿enie 409,1131.87
410,123,Wyposa¿enie 410,1285.42
411,5485,Wyposa¿enie 411,1456.01
412,8009,Wyposa¿enie 412,998.10
413,9370,Wyposa¿enie 413,1124.21
414,9123,Wyposa¿enie 414,908.97
415,1130,Wyposa¿enie 415,397.38
416,2766,Wyposa¿enie 416,314.80
417,2611,Wyposa¿enie 417,283.56
418,5864,Wyposa¿enie 418,365.25
419,6020,Wyposa¿enie 419,725.55
420,5462,Wyposa¿enie 420,1164.22
421,680,Wyposa¿enie 421,977.70
422,6205,Wyposa¿enie 422,1173.95
423,6460,Wyposa¿enie 423,404.86
424,1350,Wyposa¿enie 424,416.89
425,8478,Wyposa¿enie 425,110.85
426,1979,Wyposa¿enie 426,995.48
427,423,Wyposa¿enie 427,729.66
428,9783,Wyposa¿enie 428,625.32
429,1083,Wyposa¿enie 429,1137.22
430,4654,Wyposa¿enie 430,252.32
431,7405,Wyposa¿enie 431,665.90
432,3543,Wyposa¿enie 432,1148.42
433,9496,Wyposa¿enie 433,880.65
434,4163,Wyposa¿enie 434,956.81
435,8988,Wyposa¿enie 435,798.70
436,8249,Wyposa¿enie 436,331.97
437,7270,Wyposa¿enie 437,460.75
438,7376,Wyposa¿enie 438,644.52
439,4739,Wyposa¿enie 439,936.94
440,497,Wyposa¿enie 440,1495.93
441,1670,Wyposa¿enie 441,1174.93
442,1275,Wyposa¿enie 442,264.53
443,5432,Wyposa¿enie 443,73.14
444,1001,Wyposa¿enie 444,977.03
445,2335,Wyposa¿enie 445,1286.97
446,690,Wyposa¿enie 446,1375.92
447,8211,Wyposa¿enie 447,150.41
448,3695,Wyposa¿enie 448,278.78
449,2332,Wyposa¿enie 449,971.72
450,5826,Wyposa¿enie 450,1349.72
451,5232,Wyposa¿enie 451,585.05
452,5988,Wyposa¿enie 452,276.79
453,8396,Wyposa¿enie 453,916.19
454,9263,Wyposa¿enie 454,1078.32
455,1488,Wyposa¿enie 455,945.79
456,2670,Wyposa¿enie 456,680.72
457,5088,Wyposa¿enie 457,376.58
458,1683,Wyposa¿enie 458,540.22
459,1640,Wyposa¿enie 459,189.13
460,4983,Wyposa¿enie 460,402.47
461,2161,Wyposa¿enie 461,491.99
462,7671,Wyposa¿enie 462,1071.24
463,9873,Wyposa¿enie 463,1150.94
464,1020,Wyposa¿enie 464,280.64
465,5831,Wyposa¿enie 465,1253.83
466,4555,Wyposa¿enie 466,1292.28
467,4471,Wyposa¿enie 467,1444.24
468,2991,Wyposa¿enie 468,911.23
469,947,Wyposa¿enie 469,832.06
470,4260,Wyposa¿enie 470,1192.89
471,779,Wyposa¿enie 471,1213.38
472,5814,Wyposa¿enie 472,1384.33
473,2149,Wyposa¿enie 473,157.44
474,6937,Wyposa¿enie 474,1321.53
475,1201,Wyposa¿enie 475,194.35
476,7034,Wyposa¿enie 476,377.51
477,1463,Wyposa¿enie 477,1159.84
478,9941,Wyposa¿enie 478,1431.63
479,4210,Wyposa¿enie 479,1481.50
480,3608,Wyposa¿enie 480,1055.22
481,4880,Wyposa¿enie 481,112.93
482,4120,Wyposa¿enie 482,1484.33
483,2986,Wyposa¿enie 483,250.06
484,2787,Wyposa¿enie 484,924.33
485,3682,Wyposa¿enie 485,735.46
486,7590,Wyposa¿enie 486,657.14
487,475,Wyposa¿enie 487,935.74
488,9856,Wyposa¿enie 488,1446.19
489,9213,Wyposa¿enie 489,648.11
490,6374,Wyposa¿enie 490,159.08
491,6216,Wyposa¿enie 491,519.64
492,6136,Wyposa¿enie 492,1154.53
493,9625,Wyposa¿enie 493,487.16
494,3604,Wyposa¿enie 494,1151.83
495,7899,Wyposa¿enie 495,270.06
496,458,Wyposa¿enie 496,1280.29
497,1776,Wyposa¿enie 497,874.37
498,9424,Wyposa¿enie 498,677.36
499,8081,Wyposa¿enie 499,990.44
500,2582,Wyposa¿enie 500,681.87
