34,1088,75,100,299,hybrydowy,benzyna+lpg,W526RH7MZU93RYY
35,0,55,73,378,elektryczny,,9O46BR6T54GA3EU
36,2307,210,281,395,hybrydowy,benzyna,QO7YE2P551DZ6V9
37,0,141,189,268,elektryczny,,GFFSVWVPVJASTET
38,1813,265,355,411,spalinowy,benzyna+lpg,ZOF7TBPGVQB78LA
39,0,230,308,154,elektryczny,,NZUWNBBA2PX3VCH
40,0,83,111,675,elektryczny,,YHSVARWVG39CK94
41,0,256,343,735,elektryczny,,JG7PCKXQ4K9E9KW
42,0,154,206,167,elektryczny,,6TTOBNEQF9PWNPS
43,2978,226,303,260,hybrydowy,LPG,JCXH3RIYXOL6086
44,3395,210,281,352,spalinowy,diesel,OJXVG3DG7MLJYNW
45,2320,81,108,270,spalinowy,benzyna,VWD9VQTSDN2GTS8
46,0,281,376,341,elektryczny,,OV0FJM6HEQWURHM
47,1919,255,341,579,spalinowy,LPG,WRSFBBVQ4LWFK4C
48,0,72,96,218,elektryczny,,8FFWD1AO9JEXXSN
49,1817,247,331,217,hybrydowy,benzyna+lpg,J31VGWHRAIEHX2Y
50,2226,141,189,228,hybrydowy,benzyna+lpg,PQ7MJ5S1CVX8CWD
51,0,154,206,687,elektryczny,,W4SB9O7LBRABU98
52,2463,266,356,425,spalinowy,diesel,SFB33N54OEZHZIW
53,0,102,136,187,elektryczny,,HBRP39TN1FYQEIC
54,0,50,67,412,elektryczny,,0AIVMC9EC1CL2TK
55,0,165,221,253,elektryczny,,LPWZNUG8WIW67AD
56,0,199,266,794,elektryczny,,HYTVUMWUX0R6R9R
57,1892,135,181,189,hybrydowy,benzyna,T542E7VFF5C0RS3
58,2051,117,156,738,spalinowy,benzyna,UPZ85HGYPCSOLHS
59,4258,199,266,335,hybrydowy,LPG,I26POUQQDNEQZPH
60,0,252,337,188,elektryczny,,MECKEALYIE3211D
61,2318,134,179,650,spalinowy,diesel,HO139O5LY8JYVUH
62,0,87,116,349,elektryczny,,QP0S7FTQLRJKNXG
63,0,175,234,528,elektryczny,,VRML9UGV1ZSJMOF
64,3076,239,320,442,spalinowy,benzyna+lpg,PNLA8GYDGWMEIKC
65,3175,182,244,502,spalinowy,benzyna+lpg,I7XIGWIZMSIPGKB
66,938,246,329,187,hybrydowy,LPG,EA7SCO17VB2NZR6
67,0,134,179,649,elektryczny,,P0VWG5IX8I3RKWQ
68,2679,275,368,777,hybrydowy,diesel,RHW3AHHK91XQ12T
69,3765,167,223,688,spalinowy,diesel,GSSVYKOV6R6LA9T
70,0,81,108,660,elektryczny,,RK0B28XEK1VTV9T
71,3732,109,146,172,hybrydowy,LPG,57Y4ADBURXKFRQ7
72,3104,295,395,622,spalinowy,diesel,MZS7K6STCYOUQIA
73,1112,223,299,331,spalinowy,diesel,Z9A7WWL5HPB9RGM
74,2463,115,154,711,hybrydowy,diesel,YLF6KS306AXRBEP
75,1324,233,312,696,spalinowy,diesel,N36JZ1ENII6BXPL
76,0,193,258,694,elektryczny,,35GEGJON4BRVCR8
77,2200,232,311,370,spalinowy,benzyna,97D4T9729ICW5UH
78,0,207,277,205,elektryczny,,O42UNCD7E5R2PBJ
79,3490,86,115,628,hybrydowy,diesel,B3TA96UY8QMS2KM
80,0,141,189,671,spalinowy,LPG,H2GBAG9V0N1EZJF
81,2538,105,140,747,spalinowy,LPG,BINL7J6N61FLIJF
82,1470,265,355,621,hybrydowy,benzyna,G0AGHRYEX9PY7GX
83,0,94,126,555,elektryczny,,KAJ5CTOKO879BL3
84,2884,277,371,453,hybrydowy,diesel,RJ7NMQW2EGC668P
85,4057,150,201,226,hybrydowy,benzyna+lpg,DMFG7RX8FZNPM7D
86,1070,106,142,238,spalinowy,benzyna,HPNZXJ5WKFBTSKF
87,0,236,316,626,elektryczny,,9FULDAHOKJOF5NQ
88,0,203,272,509,elektryczny,,DD9617BMTGPSB70
89,3264,191,256,351,spalinowy,diesel,ZBGQNQHG24AAD07
90,3548,115,154,595,hybrydowy,benzyna,1707BA7GXDTAIEB
91,2933,134,179,301,spalinowy,benzyna,D8FMF977YMW35HZ
92,0,90,120,780,elektryczny,,KSWZW23A9MPTYAA
93,0,79,105,216,elektryczny,,1ELQV8ZS2CFELYV
94,1160,211,282,444,hybrydowy,benzyna,7UIBRDHGD3U0H7C
95,0,148,198,519,elektryczny,,3T9FC64XV1TR7VJ
96,948,225,301,691,spalinowy,benzyna,4TJ7JZJF7TVF5RY
97,0,142,190,623,elektryczny,,E4KBB6Y7XUHNJ8E
98,1084,180,241,430,hybrydowy,benzyna+lpg,30S5X89410H724L
99,0,235,315,568,elektryczny,,J1KMSHY31IVZIVS
100,0,125,167,178,hybrydowy,benzyna,B7B5G2ID1UPGKIL
