44,Miasto 44,,48,,17-279,Ulica 78
45,,Miejscowosc 45,57,5,68-644,Ulica 64
46,Miasto 46,,77,,30-623,Ulica 96
47,,Miejscowosc 47,77,48,34-448,Ulica 74
48,Miasto 48,,40,,60-791,Ulica 97
49,,Miejscowosc 49,69,41,24-855,Ulica 55
50,Miasto 50,,84,,31-833,Ulica 59
51,,Miejscowosc 51,33,27,60-454,Ulica 80
52,Miasto 52,,39,,94-163,Ulica 37
53,,Miejscowosc 53,89,98,45-398,Ulica 8
54,Miasto 54,,61,,48-288,Ulica 40
55,,Miejscowosc 55,42,13,79-913,Ulica 13
56,Miasto 56,,10,,73-718,Ulica 11
57,,Miejscowosc 57,48,50,80-666,Ulica 77
58,Miasto 58,,38,,29-472,Ulica 32
59,,Miejscowosc 59,94,2,62-749,Ulica 54
60,Miasto 60,,89,,31-831,Ulica 56
61,,Miejscowosc 61,86,29,25-174,Ulica 9
62,Miasto 62,,67,,47-983,Ulica 37
63,,Miejscowosc 63,96,19,54-166,Ulica 9
64,Miasto 64,,56,,81-290,Ulica 3
65,,Miejscowosc 65,98,9,36-020,Ulica 52
66,Miasto 66,,19,,53-711,Ulica 53
67,,Miejscowosc 67,27,57,86-993,Ulica 60
68,Miasto 68,,43,,45-967,Ulica 47
69,,Miejscowosc 69,31,41,97-778,Ulica 6
70,Miasto 70,,12,,53-140,Ulica 10
71,,Miejscowosc 71,34,89,07-963,Ulica 69
72,Miasto 72,,26,,10-934,Ulica 11
73,,Miejscowosc 73,37,5,10-348,Ulica 1
74,Miasto 74,,57,,97-424,Ulica 46
75,,Miejscowosc 75,42,66,47-359,Ulica 90
76,Miasto 76,,80,,28-094,Ulica 90
77,,Miejscowosc 77,15,75,17-248,Ulica 76
78,Miasto 78,,22,,82-831,Ulica 10
79,,Miejscowosc 79,10,97,62-560,Ulica 60
80,Miasto 80,,69,,41-211,Ulica 95
81,,Miejscowosc 81,11,16,86-181,Ulica 14
82,Miasto 82,,57,,75-511,Ulica 42
83,,Miejscowosc 83,95,28,68-244,Ulica 36
84,Miasto 84,,1,,03-382,Ulica 91
85,,Miejscowosc 85,31,98,06-123,Ulica 66
86,Miasto 86,,56,,02-011,Ulica 26
87,,Miejscowosc 87,31,85,80-882,Ulica 47
88,Miasto 88,,21,,86-576,Ulica 9
89,,Miejscowosc 89,100,79,04-071,Ulica 87
90,Miasto 90,,83,,49-889,Ulica 76
91,,Miejscowosc 91,82,3,67-050,Ulica 8
92,Miasto 92,,89,,78-695,Ulica 76
93,,Miejscowosc 93,61,15,10-589,Ulica 39
94,Miasto 94,,79,,30-525,Ulica 8
95,,Miejscowosc 95,53,36,84-165,Ulica 94
96,Miasto 96,,4,,81-643,Ulica 58
97,,Miejscowosc 97,14,46,84-788,Ulica 65
98,Miasto 98,,64,,91-876,Ulica 95
99,,Miejscowosc 99,90,83,91-979,Ulica 85
100,Miasto 100,,38,,95-067,Ulica 96
101,,Miejscowosc 101,79,92,80-818,Ulica 22
102,Miasto 102,,97,,93-653,Ulica 84
103,,Miejscowosc 103,27,5,77-868,Ulica 7
104,Miasto 104,,57,,78-947,Ulica 53
105,,Miejscowosc 105,91,5,48-719,Ulica 35
106,Miasto 106,,69,,11-104,Ulica 96
107,,Miejscowosc 107,4,54,37-082,Ulica 68
108,Miasto 108,,51,,98-846,Ulica 14
109,,Miejscowosc 109,29,43,72-212,Ulica 62
110,Miasto 110,,51,,79-675,Ulica 17
111,,Miejscowosc 111,42,47,47-903,Ulica 3
112,Miasto 112,,24,,47-040,Ulica 45
113,,Miejscowosc 113,96,48,76-794,Ulica 94
114,Miasto 114,,41,,11-278,Ulica 83
115,,Miejscowosc 115,3,47,67-364,Ulica 6
116,Miasto 116,,48,,58-359,Ulica 59
117,,Miejscowosc 117,10,35,23-279,Ulica 84
118,Miasto 118,,92,,24-017,Ulica 24
119,,Miejscowosc 119,79,54,45-192,Ulica 97
120,Miasto 120,,62,,76-137,Ulica 9
121,,Miejscowosc 121,34,59,80-062,Ulica 76
122,Miasto 122,,37,,40-530,Ulica 93
123,,Miejscowosc 123,34,100,39-005,Ulica 78
124,Miasto 124,,47,,54-061,Ulica 77
125,,Miejscowosc 125,33,67,38-697,Ulica 66
126,Miasto 126,,100,,63-067,Ulica 91
127,,Miejscowosc 127,65,81,40-586,Ulica 5
128,Miasto 128,,52,,70-569,Ulica 35
129,,Miejscowosc 129,69,73,40-845,Ulica 93
130,Miasto 130,,42,,97-250,Ulica 53
131,,Miejscowosc 131,87,50,95-879,Ulica 9
132,Miasto 132,,45,,57-058,Ulica 27
133,,Miejscowosc 133,63,10,19-645,
134,Miasto 134,,5,,72-092,Ulica 92
135,,Miejscowosc 135,21,4,26-259,Ulica 87
136,Miasto 136,,88,,13-517,Ulica 15
137,,Miejscowosc 137,3,50,68-894,Ulica 40
138,Miasto 138,,39,,99-558,Ulica 49
139,,Miejscowosc 139,6,23,19-519,Ulica 58
140,Miasto 140,,99,,20-721,Ulica 88
141,,Miejscowosc 141,55,95,30-709,Ulica 58
142,Miasto 142,,37,,78-409,Ulica 74
143,,Miejscowosc 143,15,64,46-028,Ulica 29
144,Miasto 144,,68,,46-815,Ulica 19
145,,Miejscowosc 145,41,65,81-719,Ulica 46
146,Miasto 146,,52,,87-356,Ulica 77
147,,Miejscowosc 147,79,38,14-803,Ulica 86
148,Miasto 148,,76,,59-885,Ulica 53
149,,Miejscowosc 149,18,78,77-018,Ulica 83
150,Miasto 150,,23,,10-650,Ulica 40
151,,Miejscowosc 151,30,58,90-595,Ulica 65
152,Miasto 152,,98,,57-203,Ulica 24
153,,Miejscowosc 153,14,72,53-825,Ulica 13
154,Miasto 154,,79,,72-320,Ulica 73
155,,Miejscowosc 155,84,4,63-163,Ulica 36
156,Miasto 156,,26,,57-742,Ulica 1
157,,Miejscowosc 157,91,80,10-187,Ulica 8
158,Miasto 158,,23,,23-386,Ulica 1
159,,Miejscowosc 159,76,52,55-679,Ulica 45
160,Miasto 160,,89,,53-481,Ulica 74
161,,Miejscowosc 161,94,83,92-548,Ulica 40
162,Miasto 162,,62,,61-688,Ulica 19
163,,Miejscowosc 163,40,40,22-295,Ulica 29
164,Miasto 164,,76,,35-339,Ulica 54
165,,Miejscowosc 165,87,71,01-185,
166,Miasto 166,,64,,85-254,Ulica 20
167,,Miejscowosc 167,58,76,60-872,Ulica 77
168,Miasto 168,,34,,14-225,Ulica 79
169,,Miejscowosc 169,12,53,38-834,Ulica 94
170,Miasto 170,,4,,30-013,Ulica 29
171,,Miejscowosc 171,19,80,50-608,Ulica 54
172,Miasto 172,,21,,93-470,Ulica 10
173,,Miejscowosc 173,4,75,99-132,Ulica 31
174,Miasto 174,,63,,01-653,Ulica 77
175,,Miejscowosc 175,84,49,86-109,Ulica 20
176,Miasto 176,,71,,75-877,Ulica 16
177,,Miejscowosc 177,43,31,85-117,Ulica 61
178,Miasto 178,,86,,90-334,Ulica 41
179,,Miejscowosc 179,80,59,66-220,Ulica 1
180,Miasto 180,,21,,99-301,Ulica 70
181,,Miejscowosc 181,87,66,43-411,Ulica 10
182,Miasto 182,,33,,08-162,Ulica 3
183,,Miejscowosc 183,9,85,90-720,Ulica 88
184,Miasto 184,,8,,47-476,Ulica 72
185,,Miejscowosc 185,30,80,97-931,Ulica 57
186,Miasto 186,,34,,87-098,Ulica 78
187,,Miejscowosc 187,90,2,47-381,Ulica 41
188,Miasto 188,,80,,54-637,Ulica 64
189,,Miejscowosc 189,4,40,63-969,Ulica 7
190,Miasto 190,,13,,93-291,Ulica 99
191,,Miejscowosc 191,39,2,61-951,Ulica 49
192,Miasto 192,,85,,87-123,Ulica 68
193,,Miejscowosc 193,88,53,38-225,Ulica 37
194,Miasto 194,,65,,42-064,Ulica 61
195,,Miejscowosc 195,100,98,82-702,Ulica 64
196,Miasto 196,,45,,87-754,Ulica 92
197,,Miejscowosc 197,18,99,39-208,Ulica 17
198,Miasto 198,,50,,65-480,Ulica 42
199,,Miejscowosc 199,34,30,54-732,Ulica 71
200,Miasto 200,,49,,30-253,Ulica 74
201,,Miejscowosc 201,51,4,50-814,Ulica 7
202,Miasto 202,,56,,13-687,Ulica 8
203,,Miejscowosc 203,35,32,37-093,Ulica 94
204,Miasto 204,,20,,76-597,Ulica 44
205,,Miejscowosc 205,100,53,81-075,
206,Miasto 206,,89,,60-545,Ulica 62
207,,Miejscowosc 207,83,59,99-800,Ulica 50
208,Miasto 208,,6,,32-807,Ulica 87
209,,Miejscowosc 209,10,46,69-788,Ulica 99
210,Miasto 210,,52,,89-973,Ulica 95
211,,Miejscowosc 211,8,65,76-560,Ulica 26
212,Miasto 212,,33,,76-010,Ulica 24
213,,Miejscowosc 213,6,73,87-011,Ulica 41
214,Miasto 214,,74,,06-133,Ulica 15
215,,Miejscowosc 215,96,16,76-185,Ulica 60
216,Miasto 216,,36,,68-040,Ulica 95
217,,Miejscowosc 217,97,89,37-558,Ulica 49
218,Miasto 218,,78,,79-611,Ulica 15
219,,Miejscowosc 219,26,99,26-955,Ulica 41
220,Miasto 220,,80,,91-710,Ulica 9
221,,Miejscowosc 221,75,67,06-679,Ulica 3
222,Miasto 222,,20,,72-208,Ulica 67
223,,Miejscowosc 223,30,58,56-415,Ulica 30
224,Miasto 224,,84,,71-610,Ulica 8
225,,Miejscowosc 225,17,3,85-207,Ulica 77
226,Miasto 226,,82,,92-836,Ulica 53
227,,Miejscowosc 227,78,87,59-526,Ulica 72
228,Miasto 228,,89,,78-524,Ulica 23
229,,Miejscowosc 229,36,3,96-848,Ulica 32
230,Miasto 230,,71,,91-897,Ulica 33
231,,Miejscowosc 231,25,32,64-862,Ulica 63
232,Miasto 232,,35,,85-426,Ulica 73
233,,Miejscowosc 233,9,29,38-890,Ulica 60
234,Miasto 234,,55,,67-915,Ulica 1
235,,Miejscowosc 235,9,66,06-143,Ulica 17
236,Miasto 236,,84,,69-656,Ulica 48
237,,Miejscowosc 237,51,17,85-896,Ulica 61
238,Miasto 238,,98,,49-378,Ulica 33
239,,Miejscowosc 239,100,58,84-443,Ulica 2
240,Miasto 240,,68,,84-490,Ulica 81
241,,Miejscowosc 241,90,70,66-432,Ulica 51
242,Miasto 242,,67,,37-580,Ulica 19
243,,Miejscowosc 243,85,97,29-854,
244,Miasto 244,,79,,38-201,Ulica 29
245,,Miejscowosc 245,15,31,89-197,Ulica 43
246,Miasto 246,,8,,10-410,Ulica 74
247,,Miejscowosc 247,66,7,51-051,Ulica 84
248,Miasto 248,,28,,55-415,Ulica 76
249,,Miejscowosc 249,64,78,31-245,Ulica 35
250,Miasto 250,,22,,30-796,Ulica 32
251,,Miejscowosc 251,50,43,82-211,Ulica 62
252,Miasto 252,,29,,56-094,Ulica 29
253,,Miejscowosc 253,25,31,14-490,Ulica 61
254,Miasto 254,,15,,25-459,Ulica 89
255,,Miejscowosc 255,8,99,34-959,Ulica 72
256,Miasto 256,,3,,99-647,Ulica 86
257,,Miejscowosc 257,46,39,49-839,Ulica 72
258,Miasto 258,,81,,61-361,Ulica 55
259,,Miejscowosc 259,87,56,98-338,Ulica 56
260,Miasto 260,,92,,65-355,Ulica 99
261,,Miejscowosc 261,79,16,70-152,Ulica 50
262,Miasto 262,,2,,35-036,Ulica 75
263,,Miejscowosc 263,67,78,14-996,Ulica 64
264,Miasto 264,,23,,33-063,Ulica 50
265,,Miejscowosc 265,59,48,51-629,Ulica 41
266,Miasto 266,,55,,85-463,Ulica 63
267,,Miejscowosc 267,12,8,84-902,Ulica 78
268,Miasto 268,,48,,98-910,Ulica 77
269,,Miejscowosc 269,95,49,66-776,Ulica 20
270,Miasto 270,,85,,89-616,Ulica 50
271,,Miejscowosc 271,18,82,24-959,Ulica 4
272,Miasto 272,,1,,24-248,Ulica 10
273,,Miejscowosc 273,75,72,82-754,Ulica 73
274,Miasto 274,,53,,67-819,Ulica 80
275,,Miejscowosc 275,10,23,24-295,Ulica 14
276,Miasto 276,,72,,54-195,Ulica 18
277,,Miejscowosc 277,49,88,18-120,Ulica 80
278,Miasto 278,,35,,72-804,Ulica 30
279,,Miejscowosc 279,39,38,15-833,Ulica 76
280,Miasto 280,,45,,15-764,Ulica 41
281,,Miejscowosc 281,8,71,64-064,Ulica 62
282,Miasto 282,,73,,49-534,Ulica 89
283,,Miejscowosc 283,98,56,52-601,Ulica 47
284,Miasto 284,,98,,31-916,Ulica 77
285,,Miejscowosc 285,24,63,05-323,Ulica 82
286,Miasto 286,,70,,25-715,Ulica 40
287,,Miejscowosc 287,31,55,36-128,Ulica 81
288,Miasto 288,,76,,26-073,Ulica 97
289,,Miejscowosc 289,45,57,81-787,Ulica 76
290,Miasto 290,,73,,01-437,Ulica 58
291,,Miejscowosc 291,48,16,11-133,Ulica 5
292,Miasto 292,,32,,61-045,Ulica 99
293,,Miejscowosc 293,57,29,91-618,Ulica 93
294,Miasto 294,,56,,03-546,Ulica 65
295,,Miejscowosc 295,52,53,94-251,Ulica 31
296,Miasto 296,,67,,79-537,Ulica 80
297,,Miejscowosc 297,57,83,28-282,Ulica 98
298,Miasto 298,,76,,75-816,Ulica 18
299,,Miejscowosc 299,97,47,76-373,Ulica 3
300,Miasto 300,,38,,41-039,Ulica 16
301,,Miejscowosc 301,57,90,56-795,Ulica 19
302,Miasto 302,,25,,84-256,Ulica 22
303,,Miejscowosc 303,37,10,10-389,Ulica 83
304,Miasto 304,,70,,25-336,Ulica 29
305,,Miejscowosc 305,57,13,21-982,Ulica 20
306,Miasto 306,,7,,49-683,Ulica 6
307,,Miejscowosc 307,85,81,56-975,Ulica 91
308,Miasto 308,,41,,85-953,Ulica 58
309,,Miejscowosc 309,93,84,44-613,Ulica 28
310,Miasto 310,,78,,87-895,Ulica 25
311,,Miejscowosc 311,85,86,43-475,Ulica 28
312,Miasto 312,,13,,70-712,Ulica 46
313,,Miejscowosc 313,7,25,72-674,Ulica 22
314,Miasto 314,,76,,75-088,Ulica 24
315,,Miejscowosc 315,77,44,82-824,Ulica 5
316,Miasto 316,,76,,27-034,Ulica 47
317,,Miejscowosc 317,47,14,14-026,Ulica 75
318,Miasto 318,,73,,03-888,Ulica 99
319,,Miejscowosc 319,100,56,14-699,Ulica 91
320,Miasto 320,,67,,12-176,Ulica 15
321,,Miejscowosc 321,63,26,61-222,Ulica 20
322,Miasto 322,,61,,56-810,Ulica 99
323,,Miejscowosc 323,88,64,32-593,Ulica 49
324,Miasto 324,,72,,87-431,Ulica 24
325,,Miejscowosc 325,12,8,69-784,Ulica 12
326,Miasto 326,,50,,11-210,Ulica 11
327,,Miejscowosc 327,71,19,75-574,Ulica 71
328,Miasto 328,,39,,66-090,Ulica 33
329,,Miejscowosc 329,30,37,86-073,Ulica 90
330,Miasto 330,,3,,40-947,Ulica 42
331,,Miejscowosc 331,65,83,87-429,Ulica 59
332,Miasto 332,,83,,30-068,Ulica 18
333,,Miejscowosc 333,18,45,43-129,Ulica 28
334,Miasto 334,,9,,83-177,Ulica 3
335,,Miejscowosc 335,67,5,85-988,Ulica 34
336,Miasto 336,,20,,96-465,Ulica 76
337,,Miejscowosc 337,24,66,25-263,Ulica 98
338,Miasto 338,,13,,50-142,Ulica 43
339,,Miejscowosc 339,72,50,61-174,Ulica 40
340,Miasto 340,,50,,36-868,Ulica 72
341,,Miejscowosc 341,34,42,52-287,Ulica 63
342,Miasto 342,,6,,27-579,Ulica 58
343,,Miejscowosc 343,51,20,26-458,Ulica 70
344,Miasto 344,,99,,18-987,Ulica 22
345,,Miejscowosc 345,62,46,99-445,Ulica 3
346,Miasto 346,,83,,68-343,Ulica 74
347,,Miejscowosc 347,6,31,08-362,Ulica 7
348,Miasto 348,,1,,99-991,Ulica 73
349,,Miejscowosc 349,12,92,66-120,Ulica 73
350,Miasto 350,,73,,90-070,Ulica 42
351,,Miejscowosc 351,45,26,99-621,Ulica 39
352,Miasto 352,,100,,08-308,Ulica 13
353,,Miejscowosc 353,89,31,71-680,Ulica 49
354,Miasto 354,,18,,61-865,Ulica 62
355,,Miejscowosc 355,10,72,38-208,Ulica 72
356,Miasto 356,,51,,94-472,Ulica 3
357,,Miejscowosc 357,58,31,04-023,Ulica 22
358,Miasto 358,,70,,79-748,Ulica 54
359,,Miejscowosc 359,50,78,90-184,Ulica 45
360,Miasto 360,,13,,92-999,Ulica 23
361,,Miejscowosc 361,10,49,49-887,Ulica 66
362,Miasto 362,,17,,80-624,Ulica 76
363,,Miejscowosc 363,64,100,84-819,Ulica 87
364,Miasto 364,,66,,01-921,Ulica 36
365,,Miejscowosc 365,15,71,37-027,Ulica 33
366,Miasto 366,,100,,10-060,Ulica 15
367,,Miejscowosc 367,1,67,78-349,Ulica 100
368,Miasto 368,,18,,14-047,Ulica 71
369,,Miejscowosc 369,70,16,57-711,Ulica 99
370,Miasto 370,,65,,27-522,Ulica 97
371,,Miejscowosc 371,9,85,85-657,Ulica 24
372,Miasto 372,,38,,48-289,Ulica 32
373,,Miejscowosc 373,17,40,73-600,Ulica 91
374,Miasto 374,,95,,20-128,Ulica 15
375,,Miejscowosc 375,94,33,10-559,Ulica 98
376,Miasto 376,,58,,81-644,Ulica 15
377,,Miejscowosc 377,99,58,31-709,Ulica 52
378,Miasto 378,,77,,11-672,Ulica 80
379,,Miejscowosc 379,75,42,72-454,Ulica 37
380,Miasto 380,,93,,59-718,Ulica 39
381,,Miejscowosc 381,24,41,11-106,Ulica 80
382,Miasto 382,,60,,11-054,Ulica 90
383,,Miejscowosc 383,30,94,34-561,Ulica 29
384,Miasto 384,,21,,91-765,Ulica 64
385,,Miejscowosc 385,24,19,88-789,Ulica 63
386,Miasto 386,,9,,84-999,Ulica 85
387,,Miejscowosc 387,59,90,41-444,Ulica 97
388,Miasto 388,,91,,62-334,Ulica 57
389,,Miejscowosc 389,76,98,61-005,Ulica 43
390,Miasto 390,,92,,04-509,Ulica 60
391,,Miejscowosc 391,38,75,75-243,Ulica 66
392,Miasto 392,,30,,29-717,Ulica 86
393,,Miejscowosc 393,45,77,50-229,Ulica 48
394,Miasto 394,,4,,97-150,Ulica 48
395,,Miejscowosc 395,39,20,40-301,Ulica 80
396,Miasto 396,,19,,40-360,Ulica 66
397,,Miejscowosc 397,41,39,91-761,Ulica 99
398,Miasto 398,,5,,91-336,Ulica 34
399,,Miejscowosc 399,12,67,60-038,Ulica 9
400,Miasto 400,,78,,27-689,Ulica 77
401,,Miejscowosc 401,19,69,52-988,Ulica 97
402,Miasto 402,,47,,47-019,Ulica 81
403,,Miejscowosc 403,41,64,98-023,Ulica 38
404,Miasto 404,,97,,88-021,Ulica 71
405,,Miejscowosc 405,58,66,16-761,Ulica 60
406,Miasto 406,,60,,85-487,Ulica 76
407,,Miejscowosc 407,82,86,89-550,Ulica 82
408,Miasto 408,,66,,05-150,Ulica 50
409,,Miejscowosc 409,51,35,36-861,Ulica 48
410,Miasto 410,,4,,53-037,Ulica 24
411,,Miejscowosc 411,1,18,25-200,Ulica 57
412,Miasto 412,,73,,67-227,Ulica 6
413,,Miejscowosc 413,92,68,70-959,Ulica 94
414,Miasto 414,,58,,11-635,Ulica 24
415,,Miejscowosc 415,9,42,48-005,Ulica 72
416,Miasto 416,,70,,56-291,Ulica 65
417,,Miejscowosc 417,64,57,38-563,Ulica 37
418,Miasto 418,,50,,71-327,Ulica 35
419,,Miejscowosc 419,74,53,70-657,Ulica 81
420,Miasto 420,,41,,92-289,Ulica 58
421,,Miejscowosc 421,59,43,09-604,Ulica 72
422,Miasto 422,,10,,88-767,Ulica 93
423,,Miejscowosc 423,48,10,53-757,Ulica 95
424,Miasto 424,,19,,12-759,Ulica 87
425,,Miejscowosc 425,46,59,74-910,Ulica 84
426,Miasto 426,,39,,27-269,Ulica 27
427,,Miejscowosc 427,96,15,22-135,Ulica 2
428,Miasto 428,,50,,76-274,Ulica 51
429,,Miejscowosc 429,37,31,51-139,Ulica 21
430,Miasto 430,,22,,08-091,Ulica 98
431,,Miejscowosc 431,45,44,44-087,Ulica 7
432,Miasto 432,,66,,43-694,Ulica 60
433,,Miejscowosc 433,12,52,53-389,Ulica 56
434,Miasto 434,,96,,16-786,Ulica 32
435,,Miejscowosc 435,44,24,93-802,Ulica 53
436,Miasto 436,,21,,39-030,Ulica 98
437,,Miejscowosc 437,30,87,13-235,Ulica 76
438,Miasto 438,,81,,73-585,Ulica 64
439,,Miejscowosc 439,24,81,92-700,Ulica 19
440,Miasto 440,,45,,35-898,Ulica 20
441,,Miejscowosc 441,2,93,98-660,Ulica 17
442,Miasto 442,,40,,50-286,Ulica 81
443,,Miejscowosc 443,25,20,01-853,Ulica 34
444,Miasto 444,,71,,16-911,Ulica 8
445,,Miejscowosc 445,100,37,67-235,Ulica 45
446,Miasto 446,,60,,07-313,Ulica 93
447,,Miejscowosc 447,27,17,52-959,Ulica 71
448,Miasto 448,,33,,95-572,Ulica 30
449,,Miejscowosc 449,43,30,18-706,
450,Miasto 450,,59,,26-142,Ulica 76
451,,Miejscowosc 451,27,38,79-679,Ulica 69
452,Miasto 452,,14,,53-373,Ulica 74
453,,Miejscowosc 453,23,24,29-148,
454,Miasto 454,,36,,58-098,Ulica 22
455,,Miejscowosc 455,2,71,07-031,Ulica 49
456,Miasto 456,,17,,01-027,Ulica 6
457,,Miejscowosc 457,40,7,36-175,
458,Miasto 458,,37,,44-371,Ulica 93
459,,Miejscowosc 459,35,95,86-290,Ulica 59
460,Miasto 460,,71,,29-232,Ulica 17
461,,Miejscowosc 461,55,83,45-408,
462,Miasto 462,,67,,79-188,Ulica 98
463,,Miejscowosc 463,28,58,30-484,Ulica 85
464,Miasto 464,,63,,62-703,Ulica 50
465,,Miejscowosc 465,13,47,74-592,
466,Miasto 466,,23,,57-922,Ulica 17
467,,Miejscowosc 467,86,62,24-049,
468,Miasto 468,,86,,81-508,Ulica 53
469,,Miejscowosc 469,59,28,44-003,Ulica 23
470,Miasto 470,,7,,44-866,Ulica 20
471,,Miejscowosc 471,61,80,11-388,Ulica 95
472,Miasto 472,,59,,92-554,Ulica 63
473,,Miejscowosc 473,37,69,56-696,Ulica 73
474,Miasto 474,,17,,36-242,Ulica 5
475,,Miejscowosc 475,90,11,68-201,Ulica 55
476,Miasto 476,,33,,62-082,Ulica 12
477,,Miejscowosc 477,8,79,43-539,
478,Miasto 478,,35,,23-850,Ulica 65
479,,Miejscowosc 479,51,92,38-987,Ulica 79
480,Miasto 480,,45,,82-156,Ulica 14
481,,Miejscowosc 481,38,21,78-254,Ulica 26
482,Miasto 482,,93,,71-668,Ulica 37
483,,Miejscowosc 483,2,9,90-568,Ulica 49
484,Miasto 484,,42,,59-431,Ulica 72
485,,Miejscowosc 485,29,35,83-165,Ulica 82
486,Miasto 486,,65,,59-011,Ulica 76
487,,Miejscowosc 487,53,54,25-153,Ulica 78
488,Miasto 488,,97,,42-411,Ulica 52
489,,Miejscowosc 489,87,50,18-196,
490,Miasto 490,,20,,70-446,Ulica 42
491,,Miejscowosc 491,100,17,82-094,Ulica 86
492,Miasto 492,,34,,42-927,Ulica 54
493,,Miejscowosc 493,65,47,46-869,
494,Miasto 494,,42,,88-554,Ulica 22
495,,Miejscowosc 495,99,2,01-860,Ulica 87
496,Miasto 496,,8,,92-826,Ulica 8
497,,Miejscowosc 497,13,59,64-560,Ulica 63
498,Miasto 498,,98,,31-475,Ulica 47
499,,Miejscowosc 499,91,26,18-750,Ulica 75
500,Miasto 500,,42,,78-988,Ulica 61
501,,Miejscowosc 501,98,66,88-797,Ulica 85
502,Miasto 502,,95,,84-728,Ulica 94
503,,Miejscowosc 503,84,29,21-618,Ulica 56
504,Miasto 504,,52,,81-775,Ulica 1
505,,Miejscowosc 505,87,52,68-222,Ulica 46
506,Miasto 506,,36,,63-693,Ulica 36
507,,Miejscowosc 507,38,50,60-063,Ulica 57
508,Miasto 508,,3,,55-295,Ulica 41
509,,Miejscowosc 509,79,83,29-695,
510,Miasto 510,,28,,08-551,Ulica 75
511,,Miejscowosc 511,32,10,16-262,Ulica 67
512,Miasto 512,,45,,16-835,Ulica 82
513,,Miejscowosc 513,97,82,56-775,Ulica 63
514,Miasto 514,,48,,41-868,Ulica 93
515,,Miejscowosc 515,96,86,47-024,Ulica 73
516,Miasto 516,,59,,42-904,Ulica 78
517,,Miejscowosc 517,63,50,35-645,
518,Miasto 518,,93,,29-510,Ulica 66
519,,Miejscowosc 519,53,1,63-785,Ulica 50
520,Miasto 520,,83,,62-707,Ulica 59
521,,Miejscowosc 521,55,3,19-020,Ulica 81
522,Miasto 522,,76,,19-851,Ulica 61
523,,Miejscowosc 523,32,6,14-564,Ulica 36
524,Miasto 524,,13,,94-184,Ulica 9
525,,Miejscowosc 525,100,48,42-577,
526,Miasto 526,,99,,81-263,Ulica 20
527,,Miejscowosc 527,43,70,28-701,Ulica 89
528,Miasto 528,,12,,11-888,Ulica 18
529,,Miejscowosc 529,23,68,54-301,Ulica 43
530,Miasto 530,,79,,01-704,Ulica 92
531,,Miejscowosc 531,9,11,74-311,Ulica 33
532,Miasto 532,,81,,09-970,Ulica 68
533,,Miejscowosc 533,24,50,36-276,Ulica 55
534,Miasto 534,,39,,29-459,Ulica 41
535,,Miejscowosc 535,9,65,77-171,Ulica 89
536,Miasto 536,,99,,71-097,Ulica 55
537,,Miejscowosc 537,75,86,12-589,Ulica 79
538,Miasto 538,,2,,61-563,Ulica 72
539,,Miejscowosc 539,14,61,21-052,Ulica 31
540,Miasto 540,,76,,24-512,Ulica 70
541,,Miejscowosc 541,77,96,69-111,
542,Miasto 542,,37,,79-683,Ulica 50
543,,Miejscowosc 543,87,99,66-315,Ulica 2
