107,141,490,780,2019-04-02
108,207,113,29,2023-02-16
109,820,316,340,2019-02-10
110,184,418,320,2021-04-04
111,197,163,715,2021-04-11
112,172,263,297,2021-04-10
113,915,128,304,2022-02-22
114,915,397,58,2022-01-25
115,139,139,277,2022-02-08
116,113,304,980,2018-03-09
117,898,32,821,2022-01-22
118,369,259,330,2018-02-20
119,333,129,199,2020-01-09
120,649,393,31,2023-03-10
121,184,64,393,2019-04-18
122,420,357,589,2019-01-09
123,835,451,832,2019-02-17
124,460,179,64,2018-04-13
125,75,401,800,2021-02-10
126,855,257,291,2021-03-08
127,301,107,959,2018-03-16
128,468,441,561,2021-04-07
129,937,451,351,2021-01-01
130,606,496,830,2020-01-18
131,301,375,315,2020-01-19
132,49,395,624,2022-03-25
133,806,70,602,2021-02-20
134,75,448,200,2022-02-10
135,111,203,434,2021-04-01
136,940,491,750,2021-03-10
137,531,187,175,2019-03-10
138,865,470,420,2019-01-23
139,69,60,669,2018-04-13
140,486,74,705,2022-04-19
141,564,334,522,2023-02-13
142,386,67,618,2021-02-19
143,487,61,544,2021-04-02
144,592,282,492,2023-03-17
145,63,232,474,2023-01-20
146,83,125,277,2018-03-03
147,653,172,117,2020-04-01
148,466,23,572,2021-01-06
149,810,48,729,2021-02-03
150,301,105,727,2022-03-08
151,14,292,984,2020-01-06
152,766,69,708,2019-03-10
153,803,212,526,2022-03-25
154,404,396,665,2022-04-08
155,835,151,66,2023-02-15
156,300,22,768,2020-02-21
157,599,23,164,2021-01-01
158,297,401,614,2019-03-04
159,570,351,272,2022-03-19
160,830,302,155,2019-03-15
161,566,123,258,2023-03-20
162,738,219,935,2023-04-01
163,182,459,779,2018-04-03
164,428,340,19,2019-02-22
165,19,207,219,2021-02-01
166,351,322,102,2019-01-20
167,699,433,584,2021-01-09
168,543,221,961,2018-04-14
169,455,275,310,2022-04-07
170,365,193,357,2022-02-20
171,340,175,975,2018-01-06
172,248,334,212,2021-03-13
173,557,77,637,2018-04-02
174,213,159,958,2020-04-07
175,583,420,886,2022-01-18
176,728,408,597,2019-02-20
177,621,84,776,2021-02-03
178,835,260,99,2018-01-17
179,549,479,341,2021-01-21
180,23,158,531,2019-04-12
181,844,57,648,2023-01-15
182,705,38,957,2022-04-19
183,341,245,145,2023-03-15
184,944,239,246,2020-01-24
185,544,321,575,2019-03-21
186,948,31,360,2020-03-06
187,241,205,524,2018-01-02
188,393,55,286,2021-01-03
189,182,143,877,2021-02-22
190,700,284,395,2021-03-09
191,773,101,697,2018-02-23
192,853,473,779,2023-02-05
193,165,472,122,2023-03-02
194,814,38,970,2019-01-02
195,173,364,715,2021-02-24
196,363,217,428,2018-04-05
197,826,348,313,2019-01-21
198,716,435,917,2021-04-20
199,262,4,221,2019-04-03
200,663,41,51,2018-01-17
201,725,224,697,2019-04-06
202,65,91,905,2019-04-22
203,409,432,945,2021-01-14
204,358,425,381,2021-01-22
205,281,69,612,2022-04-10
206,663,265,732,2020-02-04
207,373,77,499,2018-01-06
208,29,297,645,2022-02-15
209,502,218,417,2022-02-10
210,219,426,811,2019-03-09
211,148,366,757,2020-03-18
212,817,452,247,2020-03-09
213,808,64,836,2018-03-12
214,142,307,742,2018-01-04
215,299,71,3,2021-04-25
216,189,273,775,2019-02-02
217,951,135,76,2021-02-08
218,196,133,288,2019-03-20
219,933,168,878,2021-02-16
220,561,40,178,2018-04-13
221,262,475,826,2019-01-05
222,719,403,682,2022-03-03
223,759,152,419,2020-03-12
224,640,72,121,2021-01-03
225,303,186,574,2018-02-23
226,539,72,719,2021-01-14
227,787,358,659,2023-01-25
228,775,461,508,2020-04-04
229,764,423,331,2019-01-10
230,921,459,791,2020-03-05
231,206,424,859,2023-02-12
232,35,245,571,2023-03-06
233,541,435,600,2020-02-09
234,765,461,174,2022-01-12
235,116,309,139,2019-04-08
236,137,264,732,2018-01-05
237,367,218,759,2019-02-13
238,586,40,717,2022-01-23
239,362,483,761,2022-03-15
240,558,454,818,2021-01-19
241,768,13,992,2018-03-15
242,900,168,853,2023-02-09
243,617,295,789,2018-04-01
244,423,302,106,2021-02-02
245,198,419,701,2022-03-23
246,91,43,953,2018-03-03
247,487,166,797,2023-02-21
248,199,191,38,2022-04-25
249,880,246,949,2018-04-09
250,373,191,755,2022-02-13
251,943,176,648,2021-02-13
252,782,317,852,2018-03-01
253,897,389,443,2020-03-10
254,162,332,444,2018-04-15
255,222,381,237,2022-02-01
256,215,294,558,2022-01-24
257,467,338,398,2018-02-14
258,535,485,510,2020-02-07
259,382,58,924,2019-03-17
260,967,428,994,2019-03-23
261,983,11,105,2021-04-05
262,870,487,251,2019-03-05
263,326,282,697,2020-02-04
264,243,276,993,2019-01-17
265,719,191,363,2019-02-18
266,954,482,358,2021-03-01
267,918,172,502,2020-04-19
268,448,150,330,2023-04-23
269,527,49,470,2020-03-25
270,213,17,767,2019-04-19
271,436,474,431,2023-04-04
272,299,338,382,2021-01-22
273,565,1,474,2022-03-09
274,621,109,514,2018-01-17
275,276,74,246,2022-03-07
276,641,218,35,2021-02-20
277,823,396,729,2020-01-12
278,880,262,542,2023-04-16
279,889,114,615,2021-03-07
280,749,359,931,2021-02-01
281,107,398,802,2019-03-13
282,622,307,376,2019-02-16
283,456,53,203,2018-03-22
284,879,108,869,2021-03-15
285,759,64,617,2019-02-02
286,453,338,728,2019-01-17
287,244,46,103,2020-04-25
288,986,256,545,2018-01-25
289,761,114,995,2023-01-06
290,740,398,592,2020-03-08
291,472,463,276,2018-04-17
292,395,286,310,2022-02-18
293,253,273,316,2019-02-10
294,851,190,746,2018-03-14
295,795,85,247,2022-04-10
296,791,194,101,2023-03-11
297,692,196,251,2019-01-03
298,895,219,801,2020-01-07
299,189,464,128,2023-03-20
300,844,267,925,2021-04-25
301,161,236,290,2020-02-17
302,929,118,660,2021-03-11
303,637,2,885,2021-02-06
304,780,417,752,2022-01-24
305,421,294,457,2023-01-03
306,582,293,1,2023-04-01
307,829,393,783,2022-01-12
308,279,366,346,2018-01-10
309,642,346,562,2019-02-16
310,686,97,614,2020-02-09
311,874,312,929,2021-02-12
312,1000,263,431,2020-04-03
313,489,184,20,2019-01-01
314,703,7,688,2020-02-19
315,734,436,830,2022-03-03
316,597,59,636,2018-02-02
317,902,101,82,2019-04-17
318,633,494,502,2020-02-01
319,520,329,586,2018-03-12
320,673,152,922,2018-02-11
321,673,357,148,2018-03-23
322,9,9,828,2019-04-08
323,417,457,333,2022-02-02
324,596,391,192,2019-02-19
325,957,288,27,2021-01-07
326,465,160,35,2023-03-14
327,406,189,405,2018-04-21
328,263,443,832,2020-01-16
329,811,466,143,2023-02-15
330,308,350,461,2019-03-17
331,387,317,963,2021-04-23
332,955,147,119,2022-03-14
333,982,269,146,2018-03-20
334,197,146,252,2020-02-21
335,316,403,884,2021-03-01
336,218,151,192,2020-02-14
337,14,157,380,2019-02-25
338,295,344,66,2021-03-07
339,60,330,208,2020-04-16
340,138,489,272,2018-01-11
341,999,273,223,2021-04-14
342,372,63,656,2019-01-08
343,657,74,828,2023-04-06
344,262,38,665,2021-02-06
345,801,115,674,2018-01-07
346,224,394,841,2023-03-04
347,427,112,897,2018-02-22
348,990,357,713,2019-02-01
349,1000,482,656,2023-01-05
350,893,297,46,2018-03-08
351,130,221,868,2023-01-25
352,685,100,146,2021-02-18
353,772,20,489,2023-02-13
354,583,404,234,2019-01-04
355,727,308,558,2018-03-13
356,489,448,529,2018-02-24
357,400,484,222,2021-03-24
358,767,69,29,2023-04-05
359,336,103,988,2021-02-05
360,164,316,505,2020-04-01
361,740,438,999,2021-01-07
362,762,405,916,2018-01-14
363,583,176,103,2018-04-18
364,567,475,432,2022-03-14
365,621,324,814,2022-02-11
366,401,485,85,2022-01-20
367,514,130,267,2019-02-17
368,675,312,119,2019-02-16
369,874,5,835,2023-04-19
370,424,75,685,2018-02-01
371,906,307,945,2021-02-03
372,793,484,356,2018-01-11
373,855,298,584,2018-01-02
374,882,24,4,2022-03-14
375,374,66,551,2021-04-08
376,697,205,377,2020-01-05
377,667,247,220,2018-03-01
378,945,457,605,2018-03-16
379,567,485,460,2023-02-06
380,804,414,508,2018-03-23
381,108,41,843,2018-03-22
382,273,324,97,2023-01-24
383,771,134,751,2021-02-18
384,45,295,823,2019-03-09
385,312,408,802,2023-04-15
386,548,51,139,2021-03-20
387,532,132,568,2018-02-12
388,914,276,360,2019-02-01
389,196,405,197,2020-03-05
390,125,10,27,2023-04-10
391,144,145,123,2019-03-18
392,77,292,288,2019-03-20
393,295,127,467,2019-02-24
394,439,367,893,2020-04-02
395,770,136,258,2021-01-11
396,79,282,158,2018-04-02
397,558,155,222,2018-04-04
398,5,439,249,2022-01-11
399,117,286,330,2021-04-24
400,137,21,795,2020-03-20
401,912,66,566,2019-01-12
402,18,108,147,2019-02-02
403,454,403,35,2023-02-03
404,508,129,830,2023-02-23
405,552,424,669,2021-04-04
406,544,496,146,2022-02-05
407,241,104,186,2021-01-08
408,80,362,695,2022-04-06
409,96,361,427,2021-03-01
410,11,299,363,2019-04-21
411,568,344,888,2019-01-09
412,95,418,814,2022-03-10
413,898,226,993,2023-04-05
414,965,70,470,2019-03-03
415,522,61,954,2019-04-01
416,857,354,179,2020-04-08
417,863,246,256,2023-04-03
418,610,32,557,2022-01-01
419,807,430,361,2022-03-16
420,23,311,805,2020-03-17
421,883,247,401,2022-01-25
422,827,422,706,2018-01-15
423,471,93,858,2022-02-02
424,739,395,270,2022-02-01
425,677,237,276,2020-02-18
426,141,496,200,2018-03-13
427,18,445,222,2022-01-07
428,275,20,587,2022-04-03
429,425,208,915,2019-03-20
430,393,429,287,2019-01-14
431,631,55,681,2018-03-09
432,132,353,638,2020-04-01
433,424,489,862,2019-04-08
434,204,222,354,2018-02-13
435,872,75,668,2021-01-06
436,163,286,6,2021-02-02
437,516,271,583,2023-02-22
438,302,111,419,2019-01-12
439,858,118,437,2020-02-21
440,108,263,132,2019-03-07
441,479,280,750,2022-02-03
442,645,443,651,2021-01-16
443,696,127,468,2018-02-20
444,837,14,574,2020-04-13
445,195,135,76,2022-03-11
446,474,379,829,2023-01-23
447,79,181,510,2019-01-20
448,146,239,285,2023-01-13
449,681,337,865,2018-02-25
450,624,317,354,2019-03-16
451,681,85,787,2023-03-01
452,656,178,137,2021-04-09
453,612,323,665,2018-02-19
454,242,129,828,2019-02-09
455,875,34,858,2021-04-05
456,500,70,617,2022-01-20
457,469,284,305,2019-04-22
458,819,241,565,2018-02-20
459,321,431,242,2023-03-10
460,788,221,550,2019-01-01
461,935,470,820,2021-01-07
462,30,490,55,2019-01-08
463,712,274,81,2019-01-25
464,874,196,680,2021-02-23
465,322,304,234,2022-01-06
466,798,306,900,2019-02-11
467,481,365,654,2020-01-05
468,487,3,581,2020-03-12
469,626,307,117,2018-01-11
470,21,386,309,2020-01-14
471,210,390,929,2018-04-14
472,787,43,47,2022-03-16
473,288,16,493,2020-03-23
474,760,496,622,2018-02-18
475,366,320,568,2023-01-01
476,392,157,44,2022-01-07
477,670,486,211,2018-04-08
478,526,480,758,2020-03-14
479,290,254,137,2021-04-20
480,550,300,366,2019-03-25
481,100,138,263,2021-02-21
482,830,489,9,2022-01-16
483,432,365,846,2018-04-03
484,966,276,474,2021-01-07
485,383,328,437,2020-04-18
486,657,71,304,2019-04-02
487,766,245,634,2021-03-02
488,98,143,651,2023-04-25
489,871,205,50,2023-04-18
490,274,396,565,2018-02-13
491,750,343,110,2022-03-20
492,169,34,31,2020-02-15
493,487,385,945,2023-02-15
494,299,42,562,2023-02-07
495,94,162,136,2022-01-10
496,429,323,567,2020-03-03
497,367,357,506,2023-01-05
498,697,173,457,2019-03-05
499,447,464,881,2020-04-20
500,358,406,401,2021-04-15
501,307,457,143,2022-03-24
502,876,452,155,2018-04-11
503,664,351,365,2019-01-10
504,815,454,184,2020-02-07
505,451,393,576,2022-02-09
506,578,175,275,2019-04-22
507,842,131,708,2023-02-10
508,199,223,936,2020-02-02
509,611,378,134,2023-03-20
510,627,484,690,2020-02-13
511,84,156,405,2019-01-12
512,327,500,260,2018-04-08
513,842,219,2,2023-01-24
514,549,248,387,2019-04-19
515,886,387,384,2021-04-22
516,256,229,858,2022-02-15
517,117,38,781,2022-01-09
518,976,73,198,2023-01-10
519,471,45,386,2018-01-17
520,116,292,308,2023-04-24
521,163,283,623,2023-02-22
522,224,143,927,2021-01-21
523,762,240,75,2019-02-15
524,50,294,399,2020-04-03
525,561,174,219,2018-04-12
526,664,121,198,2018-03-13
527,435,287,376,2021-03-16
528,780,425,333,2021-01-13
529,774,215,118,2021-03-18
530,411,412,543,2021-04-15
531,92,448,923,2021-01-09
532,275,9,396,2023-02-01
533,902,420,918,2020-03-10
534,195,57,442,2021-04-06
535,204,49,601,2020-04-10
536,967,365,439,2019-02-25
537,440,155,71,2020-03-18
538,477,390,530,2022-02-09
539,309,310,561,2020-02-19
540,82,205,275,2018-03-25
541,458,259,662,2021-01-23
542,969,351,976,2023-04-07
543,539,184,961,2021-04-10
544,116,420,193,2022-02-10
545,10,306,712,2019-02-05
546,252,178,734,2021-03-02
547,90,150,403,2022-03-18
548,750,473,176,2018-04-14
549,581,418,914,2018-01-21
550,183,73,654,2019-03-16
551,631,209,90,2020-01-17
552,58,344,138,2023-04-06
553,314,186,289,2022-02-22
554,471,46,459,2018-01-19
555,731,370,927,2022-03-11
556,447,149,868,2022-01-15
557,21,48,952,2018-01-23
558,509,380,973,2022-04-23
559,6,369,177,2019-04-05
560,456,238,393,2020-03-21
561,535,223,431,2020-03-03
562,142,102,368,2023-01-24
563,119,277,206,2021-01-16
564,579,206,646,2022-04-24
565,371,84,848,2023-02-14
566,459,102,507,2023-04-05
567,431,185,341,2018-01-14
568,404,27,21,2023-02-17
569,648,395,667,2020-03-13
570,984,91,155,2019-04-12
571,29,299,110,2022-04-24
572,785,209,468,2018-01-24
573,267,229,66,2019-01-17
574,358,193,280,2022-04-10
575,121,213,910,2019-02-23
576,406,290,4,2022-01-08
577,92,434,179,2023-01-12
578,563,16,684,2020-02-20
579,636,38,518,2022-03-11
580,449,329,165,2018-01-02
581,159,10,130,2018-02-10
582,951,398,969,2018-02-20
583,804,328,714,2020-03-07
584,509,208,847,2022-01-05
585,139,466,622,2019-01-08
586,199,283,890,2019-02-19
587,115,329,148,2018-02-04
588,297,167,808,2019-03-21
589,580,495,538,2019-04-07
590,299,122,511,2023-01-16
591,927,476,761,2019-03-24
592,903,186,11,2022-02-22
593,330,144,652,2022-01-17
594,634,100,987,2021-02-10
595,313,492,1,2021-02-16
596,304,280,613,2018-01-05
597,826,453,423,2021-02-23
598,995,65,839,2019-04-24
599,95,38,210,2021-04-18
600,669,76,592,2018-03-18
601,82,124,899,2023-01-21
602,707,189,535,2019-02-02
603,884,349,259,2018-04-24
604,901,461,843,2018-03-11
605,711,5,162,2018-03-13
606,220,7,186,2020-03-23
607,142,271,435,2020-02-16
608,372,460,150,2021-03-21
609,425,327,570,2021-03-20
610,418,77,948,2023-01-20
611,269,319,193,2018-02-24
612,575,499,247,2019-03-23
613,619,244,648,2022-02-13
614,31,253,286,2022-04-03
615,400,139,3,2020-04-23
616,203,478,218,2020-01-08
617,838,292,425,2020-02-12
618,974,420,795,2020-02-04
619,985,98,66,2019-03-08
620,78,497,203,2018-01-11
621,405,191,288,2020-02-22
622,417,499,586,2019-02-03
623,470,329,42,2021-04-16
624,491,77,604,2018-04-11
625,688,393,373,2023-02-23
626,85,216,304,2020-04-17
627,609,52,269,2020-02-05
628,792,88,611,2022-04-18
629,923,148,515,2020-01-08
630,979,116,541,2019-01-20
631,30,40,142,2018-02-07
632,457,496,131,2023-04-06
633,366,166,455,2019-01-19
634,639,401,205,2019-01-10
635,210,400,296,2020-03-13
636,101,69,40,2019-01-10
637,77,186,222,2020-04-06
638,594,99,127,2019-03-11
639,64,2,335,2022-04-07
640,734,393,5,2023-02-10
641,496,58,365,2020-03-10
642,442,329,391,2020-01-24
643,884,342,812,2019-03-12
644,434,73,160,2021-02-17
645,650,200,529,2023-04-10
646,327,428,669,2021-03-09
647,978,36,620,2020-02-03
648,262,332,955,2019-02-01
649,227,447,271,2018-02-18
650,750,368,134,2020-03-21
651,334,3,623,2018-03-12
652,496,437,419,2021-04-04
653,208,393,595,2021-01-11
654,95,316,288,2023-04-15
655,292,263,243,2021-03-01
656,363,32,202,2023-03-07
657,288,469,571,2018-01-04
658,241,76,144,2023-01-06
659,95,497,48,2019-04-13
660,542,180,103,2021-02-08
661,543,404,914,2021-02-25
662,275,3,566,2018-02-14
663,220,239,532,2021-02-21
664,11,424,763,2019-01-08
665,277,34,640,2023-04-18
666,691,101,549,2020-04-02
667,349,472,590,2019-03-16
668,513,23,620,2023-04-05
669,574,220,62,2022-02-01
670,905,236,918,2018-02-10
671,969,435,565,2022-01-07
672,900,206,259,2020-01-13
673,873,314,269,2019-01-06
674,338,357,27,2020-01-16
675,225,141,840,2020-02-06
676,178,255,328,2021-04-22
677,715,36,222,2021-04-05
678,359,165,495,2022-02-13
679,947,222,613,2020-03-07
680,886,330,610,2020-03-13
681,739,99,426,2019-03-03
682,558,423,251,2019-04-09
683,232,27,149,2023-04-22
684,31,174,674,2022-02-25
685,86,275,769,2018-03-23
686,182,491,160,2022-02-21
687,128,462,508,2020-01-01
688,887,90,687,2021-02-22
689,658,249,300,2022-02-10
690,533,455,178,2023-03-02
691,939,55,996,2018-01-12
692,431,415,169,2023-01-05
693,877,109,262,2021-02-11
694,59,88,784,2021-03-01
695,31,68,545,2022-04-09
696,792,342,1,2020-02-10
697,670,51,908,2019-04-03
698,87,7,103,2022-03-07
699,871,238,660,2020-02-21
700,345,433,757,2022-03-16
701,488,207,419,2022-03-23
702,959,259,527,2023-03-16
703,784,445,922,2019-03-04
704,126,325,751,2021-04-21
705,580,435,761,2022-01-14
706,962,127,722,2022-01-14
707,652,334,660,2022-04-25
708,645,131,717,2018-03-11
709,502,334,328,2023-03-19
710,264,487,594,2020-01-22
711,97,321,879,2020-03-08
712,193,414,888,2022-04-04
713,957,301,1000,2019-03-18
714,886,302,338,2020-01-16
715,905,31,123,2020-04-17
716,849,5,567,2020-01-02
717,821,363,972,2023-03-17
718,676,294,826,2018-04-25
719,402,299,830,2019-01-09
720,976,175,859,2018-02-08
721,943,267,538,2019-01-19
722,473,13,694,2023-02-08
723,461,267,920,2023-03-19
724,957,73,506,2018-04-23
725,501,231,278,2022-03-12
726,196,389,917,2023-04-01
727,217,73,575,2018-04-05
728,578,156,206,2023-03-01
729,321,229,797,2018-03-19
730,971,30,252,2021-02-24
731,423,217,410,2018-03-09
732,422,290,246,2019-02-08
733,493,96,412,2020-02-04
734,182,129,234,2020-03-24
735,125,60,128,2021-04-10
736,53,368,706,2018-04-10
737,418,109,777,2019-03-14
738,786,225,956,2019-01-14
739,678,421,504,2018-03-23
740,757,139,753,2022-02-03
741,779,21,990,2023-04-22
742,793,135,112,2023-04-04
743,374,341,464,2020-04-14
744,921,378,340,2019-02-11
745,313,451,492,2021-01-02
746,766,31,740,2020-02-25
747,960,228,105,2019-03-04
748,736,347,850,2019-04-15
749,743,29,747,2022-01-11
750,195,144,527,2020-03-16
751,82,188,352,2022-03-14
752,229,60,132,2018-01-09
753,973,134,644,2020-03-23
754,261,259,900,2020-04-25
755,830,324,12,2023-04-19
756,230,318,425,2019-03-25
757,144,427,370,2018-03-17
758,861,305,68,2021-01-10
759,841,188,556,2018-03-25
760,528,82,121,2021-01-16
761,854,392,995,2019-04-03
762,335,387,763,2021-02-01
763,37,81,360,2018-03-18
764,719,202,492,2019-01-23
765,412,254,9,2023-04-11
766,845,227,776,2018-04-14
767,153,192,214,2018-04-12
768,936,66,962,2019-03-08
769,410,177,333,2019-04-06
770,899,350,823,2018-02-15
771,662,52,221,2018-01-25
772,817,98,939,2023-01-13
773,931,409,577,2019-03-22
774,618,130,576,2018-04-22
775,801,371,266,2021-04-07
776,653,433,134,2022-04-13
777,391,371,779,2020-01-14
778,383,292,416,2023-04-22
779,854,215,40,2022-03-14
780,323,1,891,2020-04-11
781,867,99,255,2021-02-05
782,203,78,421,2019-01-04
783,593,235,66,2023-03-25
784,326,132,772,2018-01-15
785,126,114,59,2021-03-19
786,874,352,85,2023-03-07
787,133,70,545,2018-03-03
788,749,127,390,2018-02-16
789,612,164,562,2018-01-11
790,150,84,957,2018-03-24
791,423,461,114,2023-04-17
792,418,22,875,2018-03-14
793,277,284,804,2019-04-12
794,556,452,556,2019-02-18
795,594,119,647,2021-04-20
796,60,393,289,2022-04-06
797,149,129,563,2020-04-20
798,908,244,200,2020-04-21
799,715,334,900,2018-01-03
800,647,232,513,2022-03-10
801,356,325,62,2020-03-21
802,772,355,109,2020-03-20
803,116,461,809,2021-02-05
804,513,480,395,2023-01-04
805,725,158,767,2019-04-05
806,491,217,899,2023-04-13
807,555,150,565,2018-02-03
808,893,139,591,2023-02-02
809,624,228,591,2020-04-24
810,72,149,942,2023-02-07
811,425,203,791,2023-02-09
812,162,150,139,2020-03-22
813,58,179,38,2019-01-24
814,82,282,982,2019-04-20
815,438,392,348,2019-02-15
816,99,467,426,2019-01-23
817,697,123,374,2022-01-07
818,279,68,919,2020-02-11
819,770,161,478,2021-01-07
820,391,163,481,2020-02-17
821,403,330,959,2020-02-03
822,776,358,921,2019-01-06
823,564,54,953,2018-03-14
824,944,230,978,2022-01-17
825,215,34,914,2023-01-02
826,625,480,399,2022-02-16
827,661,233,790,2018-04-14
828,654,472,579,2018-04-15
829,529,321,809,2023-02-07
830,412,60,706,2020-02-12
831,507,397,218,2020-01-14
832,211,364,662,2023-04-02
833,280,128,515,2023-04-25
834,261,207,141,2023-04-06
835,168,263,886,2021-04-01
836,150,374,929,2023-01-24
837,81,117,394,2019-03-07
838,549,183,144,2022-04-15
839,194,70,23,2019-02-03
840,226,172,413,2018-04-15
841,827,39,574,2019-01-15
842,17,48,47,2019-04-10
843,131,325,302,2023-03-05
844,118,59,729,2019-03-23
845,794,328,26,2021-02-09
846,298,26,370,2020-04-07
847,273,493,958,2021-03-20
848,997,417,126,2023-02-25
849,599,158,797,2021-01-01
850,220,299,460,2022-01-08
851,829,442,315,2019-04-09
852,886,206,163,2020-02-10
853,325,429,352,2021-04-18
854,298,144,215,2018-04-15
855,478,17,927,2022-04-15
856,651,305,792,2021-03-03
857,675,81,628,2018-01-25
858,455,307,909,2018-02-24
859,118,213,925,2021-03-20
860,627,198,157,2022-04-17
861,454,279,99,2022-02-12
862,780,404,342,2022-03-03
863,841,409,889,2019-03-14
864,266,44,402,2020-04-03
865,982,39,324,2023-04-15
866,70,454,935,2020-01-09
867,795,494,683,2022-01-22
868,414,215,126,2022-01-17
869,999,445,905,2023-01-09
870,79,5,686,2020-04-23
871,360,335,690,2020-01-04
872,387,361,154,2018-03-07
873,968,238,691,2018-04-01
874,786,251,305,2020-03-21
875,347,23,133,2022-03-06
876,510,178,645,2019-03-16
877,941,186,994,2021-01-04
878,2,229,823,2022-03-21
879,67,492,505,2019-02-07
880,83,58,289,2023-02-19
881,127,330,688,2020-04-07
882,362,322,148,2023-01-25
883,247,104,16,2022-02-08
884,344,116,978,2018-02-05
885,336,314,613,2022-01-21
886,428,305,407,2023-02-01
887,535,317,742,2020-04-11
888,162,267,60,2020-02-07
889,281,321,866,2022-03-22
890,268,189,389,2022-03-16
891,997,463,573,2022-03-04
892,653,411,428,2021-04-15
893,751,102,169,2023-04-13
894,52,119,77,2019-01-17
895,718,246,712,2023-03-08
896,70,3,571,2018-01-10
897,487,131,273,2022-01-06
898,56,100,587,2020-03-21
899,891,271,49,2021-04-01
900,843,323,561,2018-01-16
901,632,454,597,2018-01-16
902,217,469,592,2020-01-17
903,380,338,693,2018-02-06
904,728,381,750,2020-02-04
905,327,379,819,2022-01-16
906,564,473,910,2020-01-05
907,994,395,764,2022-04-25
908,202,273,720,2022-03-02
909,746,46,103,2023-03-16
910,890,196,735,2022-03-17
911,10,492,516,2019-03-17
912,573,279,946,2023-03-14
913,425,439,487,2021-01-16
914,752,28,37,2023-04-20
915,575,187,622,2020-02-06
916,800,174,161,2022-02-11
917,782,487,999,2021-04-08
918,262,125,753,2023-01-24
919,719,466,21,2018-02-03
920,325,485,911,2020-01-17
921,578,463,701,2018-04-15
922,210,267,223,2022-03-14
923,714,269,636,2022-02-20
924,91,336,185,2023-01-15
925,89,274,604,2020-01-07
926,652,165,726,2020-02-14
927,912,437,871,2023-02-21
928,494,54,627,2018-02-23
929,362,93,762,2018-01-05
930,458,461,346,2023-01-19
931,434,360,983,2023-01-23
932,893,170,818,2022-02-23
933,514,73,452,2020-03-07
