56,Czesc 56,879UYYA2RNZ1SOM,1967.52
57,Czesc 57,CMRQQ277WPLOFJ7,381.44
58,Czesc 58,8W28INW8XJTOEB7,426.49
59,Czesc 59,8T7XAE5C6OVKA7L,118.41
60,Czesc 60,T6E0W1Z4P7GBNEB,2689.79
61,Czesc 61,KDIL8XFVJIU84ST,1002.03
62,Czesc 62,YQAV3QYO07061MI,2558.54
63,Czesc 63,LE8Z06LPY5IS3UN,2316.57
64,Czesc 64,1JSRLUHVM9IDIZU,1899.99
65,Czesc 65,JH9RLURR0E3WHRS,2711.92
66,Czesc 66,OEZDCK0DFWLW789,1946.72
67,Czesc 67,HA2YOXAFD3I1J2B,203.28
68,Czesc 68,OISY2546UIE3KAE,396.93
69,Czesc 69,PSUYX613TSAL1HG,872.11
70,Czesc 70,PSLODHKQGGWQXCI,114.60
71,Czesc 71,P4L10I8HGX31QX8,1464.82
72,Czesc 72,YJXTEFHTH97YDFR,429.23
73,Czesc 73,Y9ODTC47QLM1C1M,993.89
74,Czesc 74,LDGJ876V557HIVJ,2936.10
75,Czesc 75,WK28WHG8QOUU926,737.23
76,Czesc 76,8F2O1F3HCE51M36,2795.65
77,Czesc 77,ZGR5CPK75F0E6V0,1338.34
78,Czesc 78,G70N34OTATWCQRR,334.36
79,Czesc 79,MUKKY786ZE67Z1T,2806.62
80,Czesc 80,5LI8NTYO29SKM06,1044.51
81,Czesc 81,EUR8ANP0OGEFSBH,1616.69
82,Czesc 82,BCM71FO3L02JHYN,1083.45
83,Czesc 83,SF3ZKEUH3IV4OQY,2309.14
84,Czesc 84,91MBP56KNA5FT8F,1774.67
85,Czesc 85,Q51KKK49Y3Y98MA,2990.00
86,Czesc 86,14XEE1DXW81B0N1,906.80
87,Czesc 87,4Y7ZXS24B8EUS60,1130.89
88,Czesc 88,LGW813KGSIQ3ZR1,1434.64
89,Czesc 89,0F8C4VGIJWNMKVO,2269.40
90,Czesc 90,EX9J3CR76V5EEZK,2778.21
91,Czesc 91,4FPVLCM8Q02FKS7,2608.19
92,Czesc 92,WCRO5GF97CTECJO,823.08
93,Czesc 93,PGCPOWX8VWLGKA0,615.89
94,Czesc 94,IPN76AAMZ4ZQ7GG,2421.01
95,Czesc 95,JQVC1ZCBCVRT7KS,2826.89
96,Czesc 96,EF7GPNZQU4I2HMP,2188.78
97,Czesc 97,IEMDZ4ZYJELJ6FH,640.85
98,Czesc 98,EN28T2J0KOYVJOT,2809.10
99,Czesc 99,24RXCNFZ9OL4XYP,2223.29
100,Czesc 100,NPC5B84QGJZRTFR,530.13
101,Czesc 101,2V1I6TVW6UY5KA0,605.27
102,Czesc 102,P4I9JT5O0XI7V6G,2565.98
103,Czesc 103,8GPAY27RIZGYZ7G,2683.60
104,Czesc 104,4CZ6P4VOYCUNW26,995.92
105,Czesc 105,AA0B7I0UCCOWX87,220.28
106,Czesc 106,NABATHG3ZTVSMB8,1765.29
107,Czesc 107,XANZ77XSY4HHJI8,1743.69
108,Czesc 108,3MZG2TID2YACFGF,1484.82
109,Czesc 109,CZEPKOM0ASNUTOS,647.13
110,Czesc 110,W3EZ6OLADJUT0TD,1930.79
111,Czesc 111,P6Z8R7481GRCB3A,1289.93
112,Czesc 112,2Y4LRT4VIS7LH31,1345.25
113,Czesc 113,MNSUGCE77VW29JM,1596.86
114,Czesc 114,P6L5I5FEV0IIX2J,235.94
115,Czesc 115,GHWMJK0LNUEVVND,1758.38
116,Czesc 116,TWIJI3QDAVIRY9G,1376.05
117,Czesc 117,3KKOK32MV8A5KFD,1330.56
118,Czesc 118,PFMN58AUJ6NBMLZ,1104.52
119,Czesc 119,RI38E8XALIVJ1OD,2135.14
120,Czesc 120,2CYXPWE30D206Q0,925.83
121,Czesc 121,48TYUCSTI095YAI,2459.42
122,Czesc 122,W3T9ZQ2ZVFQTYZK,1710.06
123,Czesc 123,196YHE48EPXNF4U,2856.36
124,Czesc 124,V3J3J7EHQX3ALOE,793.07
125,Czesc 125,V7V907V9CTPXRRC,344.45
126,Czesc 126,FHCVLEVRZYPNXQ2,676.25
127,Czesc 127,AE3PYJ35UT8N4IW,2908.22
128,Czesc 128,FKT25GKCVB50SXW,326.57
129,Czesc 129,INMBALOHYTFH0QN,497.03
130,Czesc 130,SL12ESACH8ALF0L,976.72
131,Czesc 131,7YTSFU47T4WVG7O,2726.79
132,Czesc 132,ARW5970JNS9I6W0,324.89
133,Czesc 133,06NAALPX77QP8O7,1178.15
134,Czesc 134,DR3P68IDBV8CPS6,1235.06
135,Czesc 135,A8X3BYJLS1LZBA9,1298.16
136,Czesc 136,P5LS9CWMQAYDBXA,136.64
137,Czesc 137,PFD5UN457BEMFOT,2098.94
138,Czesc 138,X8UKMRBQWTOEEFW,1524.91
139,Czesc 139,9KDQY6ISMT4CQV7,1958.58
140,Czesc 140,YGZ3C8EAX3GCOP4,560.57
141,Czesc 141,UIS11VGLNURVX6S,1520.57
142,Czesc 142,D3ZK8WEWK1XHYFB,469.95
143,Czesc 143,VIBLLVV6BMOD4QE,794.13
144,Czesc 144,ZEUJMQHHVZN7SQ4,945.12
145,Czesc 145,QW5OF6MMAVEO7IK,2054.16
146,Czesc 146,NKD7Q79QSOULT6R,1043.80
147,Czesc 147,TNY9IBDPR6T69BF,1140.98
148,Czesc 148,WRAE4MAPKCFA3IH,2089.12
149,Czesc 149,5CNO4ELVCEUP3P1,1960.79
150,Czesc 150,XZWNGGMWVOIWGF1,1870.07
151,Czesc 151,UU6XG5S4FH8G1VX,1985.22
152,Czesc 152,35OYX5ZXO0HUDLR,441.00
153,Czesc 153,N2IKX90WTFV732O,951.58
154,Czesc 154,QDONG8TATFAGIB0,122.30
155,Czesc 155,EBG5GDDK6XGQ9TW,862.90
156,Czesc 156,6EJB91IM86GYMLN,2599.70
157,Czesc 157,9MIHX3YQXIDTJ1J,187.80
158,Czesc 158,Z0DOW2O5YOGGF0W,224.35
159,Czesc 159,9YVU7V7Z8SX8C5T,2560.40
160,Czesc 160,KXF3802RVUPUNOF,2113.55
161,Czesc 161,2GBTOA0C9OLJDQO,2280.47
162,Czesc 162,264XVQT0ZJ74N8L,2249.75
163,Czesc 163,3SFJMGYB9P7AABE,1713.60
164,Czesc 164,DQ8G3US0L86EVHD,2681.30
165,Czesc 165,IXIA2886OWE9ZDV,2590.76
166,Czesc 166,PRKUPKFVYHRWN64,1922.03
167,Czesc 167,PGG8K7QRIGQLSCD,208.68
168,Czesc 168,IHZDHXEXVXH3MS9,751.48
169,Czesc 169,PGQV449CAJ0SSBM,829.80
170,Czesc 170,ND1FUTI255KDAR4,2214.88
171,Czesc 171,Y6ZXXW00AX37KVI,1381.98
172,Czesc 172,ARJM23I6N0L0TUH,2922.91
173,Czesc 173,OLROHQ3Q0RB7WRR,1058.67
174,Czesc 174,1YSCJJITWJVECXT,1752.01
175,Czesc 175,YUB2EF28D5X2CGF,1319.32
176,Czesc 176,P7W8QRV03DUDR5F,2744.14
177,Czesc 177,HTA6D3EH4EKIC29,2988.67
178,Czesc 178,LPCERT81L7VBX23,606.86
179,Czesc 179,UHGGALEDNJK24G6,457.02
180,Czesc 180,RLRQIPUMIXPAO7Q,1013.71
181,Czesc 181,UFTSGQ7GC7ELVE9,1980.70
182,Czesc 182,HZXOIOVLEQS1APZ,303.38
183,Czesc 183,4YI2194ET3PTA5Y,681.20
184,Czesc 184,GM2WPL50TFHSCSI,2880.43
185,Czesc 185,FV2YR3DRGQ1195X,645.98
186,Czesc 186,OYBI1D76QFBA27C,914.94
187,Czesc 187,Q1QWZFM89PMXO9Z,2428.09
188,Czesc 188,L8ZQB86UY3YD7AG,442.77
189,Czesc 189,MXSCPAO3E8L5UIN,145.76
190,Czesc 190,VKJ0J9P6XIYKHIE,1065.31
191,Czesc 191,ZUE7DZATI69L5ZH,1783.52
192,Czesc 192,DP1TOTOPVP4VUV2,1749.44
193,Czesc 193,LL8FQ7SRG8VP3LM,191.07
194,Czesc 194,08BR73CRGVVNFCT,827.94
195,Czesc 195,SEDPHQBB55Q5HKH,2083.90
196,Czesc 196,C0D3L47OWPSMOMU,1799.09
197,Czesc 197,ROL2IRQFLY6L3NY,1943.09
198,Czesc 198,9APUO8CC6JL5P4M,1726.70
199,Czesc 199,WK4W1R9HOUVA47U,2315.25
200,Czesc 200,ZMXED2KBBO8S1N4,2840.43
201,Czesc 201,TDB9MLDNTQIU27W,2212.85
202,Czesc 202,DRHTJU91JLTWUJW,935.12
203,Czesc 203,ICGCDULO5PUABBW,2913.80
204,Czesc 204,DIF20X23QHQJMNI,2771.84
205,Czesc 205,DGQ4DT9NDLJ3CHR,2161.60
206,Czesc 206,HQTDUVZ339PBERN,2876.80
207,Czesc 207,XMYNFN6E7RQO9RK,2865.47
208,Czesc 208,ECUPUNH608U2YW6,942.11
209,Czesc 209,DYYOB4Q0ZHQK6LJ,1500.31
210,Czesc 210,BN3OSIVL3FR6HYJ,1825.38
211,Czesc 211,Q7D717OTBNFH6KC,2606.60
212,Czesc 212,6G39OSXUXUQIHCZ,1049.91
213,Czesc 213,0MC0L155X0Y6MSS,1390.30
214,Czesc 214,TEQ8X4SZMCJX4VT,2204.53
215,Czesc 215,3E2N6LF4ADUMI4E,1123.28
216,Czesc 216,E6450QVB5TKTJ31,2443.84
217,Czesc 217,MOR4PCTN76ZN6KJ,1542.70
218,Czesc 218,ZOAS6NUL4VBTENC,1187.89
219,Czesc 219,BZZJMLO0HUH82I1,1751.57
220,Czesc 220,CNVPPJYZXNJLSR1,122.39
221,Czesc 221,8WRW112W7PDXYSV,218.42
222,Czesc 222,N40H91Y8XGPT304,298.96
223,Czesc 223,QNQCMWPNNKUQH26,577.65
224,Czesc 224,AQVE0EMOGW7LLQ9,2134.52
225,Czesc 225,5B1LW51IBFP7C58,2928.93
226,Czesc 226,V6FT8XUNHR45BK9,2511.64
227,Czesc 227,8SUS9O0ZXPHOZWK,937.69
228,Czesc 228,07H3QBR1YET5TVF,578.54
229,Czesc 229,DN32N6O46B2YAGI,2135.05
230,Czesc 230,H6RIAZSMP1SA3MC,649.25
231,Czesc 231,64W5FNXRHSSJLTN,1817.77
232,Czesc 232,OQGGGQEUBB8ICIV,603.23
233,Czesc 233,8ENRSEHMKXOCFIE,448.00
234,Czesc 234,K5CKOGKH8DDQARO,585.71
235,Czesc 235,NM2Z0KUC1QDEPGF,753.95
236,Czesc 236,WWND58UZWI4RB4Z,107.26
237,Czesc 237,7WG49DF5PAFJN2Q,1929.11
238,Czesc 238,XD2TDNKPFRG74XT,944.41
239,Czesc 239,Z7A4GSPG8HNXTDC,2532.61
240,Czesc 240,VKXRQO310JT4TF5,1339.23
241,Czesc 241,XJ7M9HNJE5CU7PS,489.24
242,Czesc 242,M4UVLSM48B4P9UB,1799.18
243,Czesc 243,3TRYCLD9JREGHPF,1789.62
244,Czesc 244,DIB9LE1NZVCPAH8,2197.71
245,Czesc 245,UX7C94FY2IIUULW,189.65
246,Czesc 246,IABL4JDG9AXM6HR,1773.52
247,Czesc 247,PMLW3DYIKK3NRY3,411.18
248,Czesc 248,N7VJOB5T600RIAC,2031.33
249,Czesc 249,2HK28H5IHPXT448,741.47
250,Czesc 250,DHTRUL5LPJRKI78,941.05
251,Czesc 251,359IUNPCTI0N12C,1733.51
252,Czesc 252,ZL0X6YA0VW9DX0Y,1638.72
253,Czesc 253,UJMW9WDLW7HDT9Y,405.87
254,Czesc 254,JFL9WLNXWA769YI,825.55
255,Czesc 255,HRMPZKXHPFVVMSM,1842.73
256,Czesc 256,3YYF8ZGY0N7RW9T,368.61
257,Czesc 257,8K93ZAXT22FTYCH,1793.87
258,Czesc 258,DREODZDEBF4GJGP,1500.57
259,Czesc 259,96OJW2ABDY8OMLY,1174.88
260,Czesc 260,BILMS6ZLS3A12OX,1919.64
261,Czesc 261,R2UAFIVLF0UAMUQ,266.65
262,Czesc 262,EM83LN1N1ZIUD4U,1589.69
263,Czesc 263,9CZQ8NWLJJHW5GR,1616.16
264,Czesc 264,TFQH8ROOGUN8RLA,2740.33
265,Czesc 265,8J8X70MPJ5IQHU3,1335.51
266,Czesc 266,6YV2926LA82XMMS,1166.56
267,Czesc 267,W8CUVJZGDEGH081,702.62
268,Czesc 268,FZ8TJJ2O6BPVOPW,729.35
269,Czesc 269,WBZOMCE6AVJ3FSQ,361.26
270,Czesc 270,L5KHVBHMMHAKAZJ,1754.93
271,Czesc 271,YZAHQK4M2K42MK1,320.55
272,Czesc 272,CDBCTDPJO2LYWAK,1035.31
273,Czesc 273,4SS00YVQTC6CXSU,2855.39
274,Czesc 274,W6L5D6HW9BC3HI7,528.27
275,Czesc 275,BBL9OKI9JWP771X,906.00
276,Czesc 276,4LFOBT5RPZHDJ2H,1556.95
277,Czesc 277,3SDSPZ2VRZ2E13J,1278.69
278,Czesc 278,QLGX37MMCSJN8ZL,1910.34
279,Czesc 279,KELDDDICYE0XZX7,1445.08
280,Czesc 280,8318WCZC67ZTPLF,1642.88
281,Czesc 281,QAG0A2M5W4FR1RA,1142.48
282,Czesc 282,BFPDN7O4IE8QEIK,174.61
283,Czesc 283,CRBT5UISHI7YZFV,2374.01
284,Czesc 284,ZWKW0WXWUL24U1N,2091.60
285,Czesc 285,FUDKUKJQP8D19I6,707.93
286,Czesc 286,BRIEVOBNW0QM7W4,2645.01
287,Czesc 287,7R2TG0WJV9CK2R3,2678.73
288,Czesc 288,TN05JJE9KP2CR8G,2251.88
289,Czesc 289,C5YP5F9GGEPKVGN,2586.16
290,Czesc 290,R1HQE9OAWVWJBGD,694.83
291,Czesc 291,2C2YFXVJ9A7BK55,2795.56
292,Czesc 292,2O9IQG3UZ0G1NLQ,2922.29
293,Czesc 293,OITIVP9I32QM9RD,2138.15
294,Czesc 294,IDTJKN2HOKT3R6C,1647.93
295,Czesc 295,F87VH0RZ1T6LU2G,1710.50
296,Czesc 296,E4CZOCUN41JX2OL,551.37
297,Czesc 297,KLTZ9DYGYK8TML1,1975.13
298,Czesc 298,SSU41NDCFOUGUQW,2677.85
299,Czesc 299,8EQW6H1SPB3SYPS,2759.89
300,Czesc 300,6HCWDAHKLO3MPXH,1737.94
301,Czesc 301,YAA0YR4ZV5BFUDP,358.17
302,Czesc 302,9L9EMEIWPY1PCDT,2408.26
303,Czesc 303,1ZXYR80WWY53AUL,2029.56
304,Czesc 304,T9LQXEIQH1W3NX7,2930.61
305,Czesc 305,GH4UQKVD0383UGG,2798.65
306,Czesc 306,Q0CJY38NZR1M567,912.73
307,Czesc 307,8PVCRU41B0WAYM4,2855.92
308,Czesc 308,NOFJT0TG487903Y,2027.88
309,Czesc 309,1JWCP2040WMU9SR,1757.41
310,Czesc 310,IDMTLVQO41UFI5B,2615.01
311,Czesc 311,VQLIEMHMWW1M8JS,1324.89
312,Czesc 312,5WVTO0KAU62QORA,1278.43
313,Czesc 313,TV9QOB6KNWPIRZN,2745.82
314,Czesc 314,DP480WVGKQW5A6K,1788.56
315,Czesc 315,LTC8S4BC9VUEQBD,772.80
316,Czesc 316,2ZCO6RPX86SGJ2O,1481.01
317,Czesc 317,91RWIBDJE9L680H,1124.70
318,Czesc 318,72RMYC8SV18FHAE,2857.24
319,Czesc 319,Y39YUGFDXB9A3XK,185.58
320,Czesc 320,6K2QZ4N3X4UMYVN,1984.15
321,Czesc 321,8IBVZ0AFRD3MD7G,2405.52
322,Czesc 322,TYGT367HAVHL7CI,2994.51
323,Czesc 323,MAJ1M7SN0QDM32V,2899.64
324,Czesc 324,PZXPCV3IX59CCUF,686.43
325,Czesc 325,6D7Y8SVFGFIQ11H,1949.20
326,Czesc 326,IHUOZJNANMFS9SU,823.96
327,Czesc 327,EKJCEOZXZVVME8G,2100.89
328,Czesc 328,FKQGC97X4BMV9RK,2736.61
329,Czesc 329,ZIDXJA2BTZMJGL6,2366.93
330,Czesc 330,UT9JATWKW8ZIQAK,2219.40
331,Czesc 331,XWZ7YF6CHVIVTLM,1125.40
332,Czesc 332,XGK370D93KOAE2Q,233.11
333,Czesc 333,41DWIMMCGAJ463P,1919.90
334,Czesc 334,X4EQLYVHXOV9U3F,2904.42
335,Czesc 335,RZ9B0KR3I9A07PA,1859.54
336,Czesc 336,2Q7N12CTXGGT2WA,1224.88
337,Czesc 337,GM1WG988ZNI18V1,319.14
338,Czesc 338,KL4UJ5UFC3LT1UK,2952.47
339,Czesc 339,TZC7MOXTM4FXC6Z,1839.27
340,Czesc 340,RQCVVRHP6LGKH4F,710.32
341,Czesc 341,NMR0QQ29TA66W6I,1625.89
342,Czesc 342,ULBIOIJLBFCSSZX,987.43
343,Czesc 343,LMT3R2GLE3PJP2T,2950.79
344,Czesc 344,ML5RZXQHR5ISNA5,938.13
345,Czesc 345,DO68MHMZQJRSGAD,2651.21
346,Czesc 346,R23QPAI312T0Y68,2882.82
347,Czesc 347,146ZZA5G5ZDX804,2730.15
348,Czesc 348,9LKNGY1TE7TKTNH,2707.05
349,Czesc 349,3W2OIMW0F3DQ89P,1656.16
350,Czesc 350,ZE5E4KDEURI4JOW,1462.16
351,Czesc 351,HB93BGRGVMERNSK,163.55
352,Czesc 352,NOCSBPTQ139CPYY,2465.44
353,Czesc 353,3Z3DXMQQYSTS6VY,1252.05
354,Czesc 354,RKB3V4QL7VLONCM,2599.34
355,Czesc 355,R9T0Q5A7GVKDPUE,1487.21
356,Czesc 356,SDMGLQRNFARSDN8,1012.12
357,Czesc 357,7GUD0RYK94EUWU8,2599.96
358,Czesc 358,Q4RG9Q0OFCMCV64,2017.79
359,Czesc 359,PKYD0GA85QC03NL,2787.15
360,Czesc 360,PTW6NPHKHIYLL2F,595.80
361,Czesc 361,ZB6JHRFUNFW5DSK,2511.02
362,Czesc 362,43DPZZZFI47PQAS,2691.30
363,Czesc 363,QJ5QPDZC9VHEJ6L,1599.43
364,Czesc 364,43CZG7HXQ9IERVG,2014.95
365,Czesc 365,5KF4AQXH13F4YOH,2146.21
366,Czesc 366,DKJBKEBF8EEUSPD,343.21
367,Czesc 367,MZ9SHTY5CVZLRVM,2710.42
368,Czesc 368,3BPC5VEJ9BJVPNL,1718.29
369,Czesc 369,J7A66ACJQI0Z127,1216.83
370,Czesc 370,6RV8WRDFM22VDI0,847.50
371,Czesc 371,9YIL9AE5I1UDRYH,755.99
372,Czesc 372,E14MW9W9P2IWET4,504.37
373,Czesc 373,O1PR2LHQ6VPMKZM,883.97
374,Czesc 374,Q0S6JE0FYLJXAHF,2827.68
375,Czesc 375,0A03WYGZ8XIW5G1,522.43
376,Czesc 376,FXBSVAGV34HQMPL,621.91
377,Czesc 377,5H6QX27E5ILUYQ7,858.74
378,Czesc 378,HKMWPKKJIUXAMQS,557.30
379,Czesc 379,QU8UBKQO57CKJ8U,2445.88
380,Czesc 380,KS871GPUTWQF28M,2869.55
381,Czesc 381,4O94M9A5BOPQJR0,2302.41
382,Czesc 382,WIMBNCQ8UT1WDAU,1360.03
383,Czesc 383,7VT049MAP4Z0SUT,2612.44
384,Czesc 384,09UHJ93466THSPL,795.82
385,Czesc 385,J8K7S7MDTOVAC6B,2025.84
386,Czesc 386,DUI5KQ1S4MIJ70Y,2409.59
387,Czesc 387,OZ7NHJ3VK3ZKGZ8,1458.18
388,Czesc 388,JWUKRHI7QMOKIK5,999.46
389,Czesc 389,TJXTOV8PQ65YW8G,1190.45
390,Czesc 390,M4D40U51IA4DLCE,2329.50
391,Czesc 391,J9QY1SPAZ4TPNLH,869.27
392,Czesc 392,MLE3FI735LPASD6,2829.10
393,Czesc 393,2GR9W1RHY2U778D,2407.20
394,Czesc 394,MDO8WXMRN4RGEQ0,1193.46
395,Czesc 395,UP7H4JXC140PYEO,1281.97
396,Czesc 396,C58YYE1EGQBL0KT,1283.29
397,Czesc 397,JV24BHZ6U1ROLEG,1037.17
398,Czesc 398,AV43QA4OFW0FMNV,524.99
399,Czesc 399,K7XXZPUJQT020EV,1682.18
400,Czesc 400,57CU9KGYILMOSQ4,1510.75
401,Czesc 401,BHAVPFSA95Y5BU4,2591.73
402,Czesc 402,COMJ8P0EJYYUXYS,397.90
403,Czesc 403,60WSX8496XL4LRO,2506.24
404,Czesc 404,T3KMQKCE3NVOJIT,1410.03
405,Czesc 405,ES0FE87B3OHYF9A,2431.81
406,Czesc 406,641FQI5W2B5LSN1,2335.78
407,Czesc 407,VJOKEUVTEFZHMRQ,2740.15
408,Czesc 408,KYYY3AQANVLRT80,329.76
409,Czesc 409,C23ZRBNLWE7ONH4,268.51
410,Czesc 410,B5HJAQ3IGUA12M0,612.08
411,Czesc 411,N0UTYZB8H8ZBL1T,2820.16
412,Czesc 412,ZA4YR3PQF9SBVLJ,1968.67
413,Czesc 413,6V38V8KYC1DEN08,163.19
414,Czesc 414,WDFJ2NBHTRB1JWG,2550.76
415,Czesc 415,QB45TT1CFU09G5L,1732.18
416,Czesc 416,9TDV2MH32TS3FWS,2775.38
417,Czesc 417,ZTHCQ87KKF1W16D,1826.88
418,Czesc 418,VREGXJB4M6Y5BSA,2425.17
419,Czesc 419,CH4YCM87C7MNQ73,2812.64
420,Czesc 420,6B27LVY8KZ2NZTY,648.37
421,Czesc 421,727H0MQ2NJ137X3,620.58
422,Czesc 422,YOMPF21F6W62F2O,1759.00
423,Czesc 423,QLMVQ8HO9B2QCKI,2147.44
424,Czesc 424,REP0N3LXEKP03OT,736.43
425,Czesc 425,Q9JMIU3SPPOXWVF,2055.58
426,Czesc 426,CUNI8ULQPGGQYMK,625.89
427,Czesc 427,374GRIQS90B90BU,172.84
428,Czesc 428,JWPUO112IJ5955M,938.22
429,Czesc 429,TQPWJGTFNMJKPZG,1492.96
430,Czesc 430,Y3QB5L1AJMRFWXX,549.60
431,Czesc 431,7N8EGHLTCWLGO80,1674.92
432,Czesc 432,68ANCCQ0M4IUJL3,602.17
433,Czesc 433,Q6V1FPTAR54RSLU,1543.76
434,Czesc 434,I6D5DQRE4IIXXEG,1603.68
435,Czesc 435,ZQXRCR95MUGNORA,1289.84
436,Czesc 436,0E414NCUXK0NWNI,527.12
437,Czesc 437,SNNFAN11JY17JYH,469.24
438,Czesc 438,YF2NWE6ALD0UIHJ,2411.72
439,Czesc 439,XBCPNFAB4UKA2XM,903.79
440,Czesc 440,9U87VJK4OD0PKV7,2961.77
441,Czesc 441,SN41X8FSZDL2XLM,880.60
442,Czesc 442,H3XTZR22D2U0AUO,147.26
443,Czesc 443,RENCX9P4XCA6GDR,952.73
444,Czesc 444,QLHH1U1J99XRGQ0,2904.42
445,Czesc 445,7YMSFSIF9FTAIIC,1038.76
446,Czesc 446,SHK4LR3ZTLMAHYA,2134.26
447,Czesc 447,830AN59E9THAH3E,422.95
448,Czesc 448,E2V4A7ZTY0WDMR3,2603.95
449,Czesc 449,EY1UK9F37MIMB13,655.01
450,Czesc 450,1DDIELMBVAFSRG2,2646.07
451,Czesc 451,TZM5N4Y8SG9Z5KA,2650.59
452,Czesc 452,A1A73YAOZSB3SEV,2858.93
453,Czesc 453,WTQ51HPN081ZF77,890.43
454,Czesc 454,YBRXIEICD6LMLKY,306.30
455,Czesc 455,HDLCV14MZ9B34I3,821.57
456,Czesc 456,C7J6JSF4Q74QAZ4,117.88
457,Czesc 457,I6KWSFF7OL5JIRG,1456.14
458,Czesc 458,JK241C3E2485EY4,988.75
459,Czesc 459,O16VNOFGGC6S7VD,1172.22
460,Czesc 460,Y2HLMN8JH4YTQE3,979.64
461,Czesc 461,6LV0RVGGG3Z0OHF,613.32
462,Czesc 462,M7RSKLAFQC58U3B,417.02
463,Czesc 463,Y38IXXSZQ2HHTE0,2688.73
464,Czesc 464,ZS4HG10ZN35KQ0B,1892.82
465,Czesc 465,A3SFX2DXUWHDYXB,973.09
466,Czesc 466,9G4OIC6LMYZNDUO,1564.74
467,Czesc 467,FC7IJTUUMQFQ60L,2907.07
468,Czesc 468,JPC4A9KV8DQNH88,755.90
469,Czesc 469,LNLJZBGUKNTBUB1,796.52
470,Czesc 470,I7NNFPVJTZIV8ZX,155.40
471,Czesc 471,ON72GZY9EO1KJ07,813.34
472,Czesc 472,BN6T6GYZ4W0RJM6,2717.67
473,Czesc 473,NH83N24ZE8Q8ES7,2694.84
474,Czesc 474,05WC8HH6RINMIU8,2062.83
475,Czesc 475,489Q8N24O8HX2IY,2643.86
476,Czesc 476,D891FXO7WY7QTNT,2776.71
477,Czesc 477,HX903NDKIKLMYRJ,2029.11
478,Czesc 478,S4T0FF4WKJWER8L,110.53
479,Czesc 479,RRO7C90GZR6V9A6,1584.65
480,Czesc 480,NBLTUKK4NBN252Q,281.52
481,Czesc 481,EF2OAIV6IACPOLO,1410.39
