347,740,14,74,244,31
348,172,77,86,286,3
349,632,86,169,220,1
350,460,55,88,213,91
351,538,10,119,204,22
352,81,71,369,136,46
353,848,75,374,288,100
354,271,39,75,169,92
355,633,17,6,4,46
356,389,95,359,55,34
357,397,84,71,92,44
358,400,58,169,34,5
359,169,27,411,230,5
360,220,9,316,161,51
361,623,16,438,191,5
362,822,86,88,21,2
363,100,74,395,193,35
364,49,98,59,158,0
365,153,68,129,69,73
366,327,52,26,205,78
367,387,84,281,124,36
368,594,50,481,235,9
369,649,98,375,208,45
370,78,98,110,12,33
371,572,25,380,64,89
372,197,68,477,8,96
373,823,3,273,240,70
374,795,59,17,164,31
375,67,65,477,66,74
376,252,77,65,203,78
377,736,33,403,277,50
378,689,70,289,61,39
379,840,16,371,96,97
380,736,96,211,216,33
381,757,77,481,70,45
382,123,52,67,77,59
383,673,75,356,243,3
384,517,17,350,249,50
385,736,78,91,181,96
386,784,7,427,118,57
387,673,35,219,294,60
388,257,52,242,37,38
389,230,86,76,297,96
390,769,64,393,235,71
391,49,13,51,9,51
392,251,28,410,255,19
393,810,80,209,94,83
394,79,9,453,214,66
395,622,41,362,13,39
396,185,23,270,243,70
397,417,7,332,68,37
398,785,54,123,53,54
399,531,86,330,82,96
400,898,97,173,242,29
401,810,13,338,130,82
402,622,65,497,87,44
403,831,85,347,154,39
404,797,80,439,59,83
405,544,63,315,66,85
406,856,39,217,121,36
407,465,48,118,97,64
408,472,22,210,213,75
409,42,11,305,278,34
410,937,45,374,225,13
411,499,2,9,217,36
412,29,33,101,54,34
413,130,94,135,295,2
414,706,48,305,3,96
415,140,37,387,251,11
416,186,6,34,287,57
417,140,68,322,249,0
418,961,12,427,13,62
419,418,92,378,41,3
420,920,93,37,174,70
421,793,81,140,106,60
422,634,23,270,75,3
423,336,37,263,162,12
424,6,56,380,273,87
425,116,30,80,167,52
426,537,62,41,4,42
427,395,64,17,228,18
428,141,87,69,129,8
429,76,40,206,165,50
430,439,59,280,254,28
431,907,37,482,66,38
432,863,70,162,54,21
433,723,79,80,239,77
434,314,9,260,57,93
435,375,15,461,274,44
436,99,12,16,244,58
437,822,38,80,216,6
438,49,55,58,154,47
439,529,95,115,31,58
440,404,68,139,18,62
441,542,58,147,40,8
442,200,14,74,234,14
443,892,32,136,9,90
444,731,73,64,237,85
445,190,45,403,267,66
446,880,27,339,41,90
447,243,11,189,52,100
448,233,98,99,144,16
449,156,77,460,269,70
450,987,21,28,295,2
451,852,90,29,163,1
452,649,26,271,201,0
453,77,44,401,171,26
454,45,75,333,55,92
455,316,19,168,151,1
456,12,25,490,183,39
457,204,61,20,201,89
458,462,84,323,289,69
459,635,83,66,292,35
460,206,49,434,7,23
461,707,35,138,257,69
462,743,22,449,281,84
463,514,60,156,134,61
464,129,99,489,109,51
465,581,17,68,232,78
466,619,60,192,37,38
467,380,83,207,235,86
468,137,65,361,36,90
469,706,14,438,183,37
470,128,8,69,66,80
471,931,52,149,184,35
472,63,31,360,151,89
473,76,43,55,252,58
474,101,93,157,179,31
475,45,93,477,174,55
476,737,19,280,113,65
477,113,26,288,133,24
478,117,52,232,218,31
479,214,94,197,106,98
480,401,90,214,34,92
481,1,44,245,185,55
482,604,33,362,59,54
483,502,97,291,35,36
484,932,48,415,200,81
485,882,70,421,229,54
486,993,44,178,277,78
487,973,68,273,43,26
488,702,4,493,249,33
489,394,77,273,117,75
490,837,77,328,123,73
491,102,37,181,147,10
492,884,53,52,114,70
493,853,84,211,184,31
494,563,16,413,41,74
495,514,93,428,152,88
496,9,48,451,141,77
497,159,53,280,300,49
498,791,16,33,163,41
499,798,92,500,43,3
500,620,30,228,54,35
501,211,66,147,179,49
502,787,42,413,262,65
503,735,83,19,212,58
504,994,63,173,240,72
505,140,4,427,37,43
506,55,33,302,240,89
507,756,10,151,130,45
508,160,60,106,273,3
509,811,57,187,94,98
510,137,69,221,159,81
511,444,1,128,117,75
512,731,81,72,6,83
513,314,51,157,272,21
514,277,73,44,250,97
515,745,50,449,221,92
516,706,43,315,157,31
517,209,17,193,260,15
518,574,25,464,84,65
519,989,4,474,281,1
520,571,32,199,159,92
521,55,89,395,70,20
522,973,67,191,213,46
523,172,66,232,27,93
524,662,36,179,130,62
525,794,3,402,137,32
526,865,53,253,82,66
527,65,57,494,127,18
528,111,83,170,75,40
529,889,88,270,136,91
530,808,31,6,196,32
531,125,75,296,57,83
532,943,47,50,296,10
533,321,30,396,222,28
534,828,77,51,216,31
535,932,1,182,175,67
536,876,89,135,4,10
537,815,58,244,217,2
538,968,8,442,249,3
539,906,39,86,159,61
540,95,6,304,155,87
541,469,50,192,101,25
542,996,28,34,230,69
543,254,25,353,262,22
544,630,7,423,36,57
545,784,85,327,6,57
546,799,61,370,2,77
547,733,48,326,277,23
548,891,9,222,144,65
549,561,32,368,131,22
550,828,31,488,217,25
551,202,31,252,215,51
552,180,14,445,169,33
553,977,19,289,249,61
554,672,79,69,184,31
555,692,8,169,191,18
556,940,81,283,283,46
557,82,96,187,157,6
558,331,93,416,216,41
559,184,22,135,239,49
560,338,46,492,102,49
561,20,31,139,132,48
562,740,58,16,243,87
563,168,99,287,161,35
564,16,13,400,268,35
565,293,98,104,291,41
566,225,13,311,74,94
567,748,2,408,46,99
568,222,100,324,197,73
569,300,30,30,209,78
570,535,56,188,195,85
571,151,31,447,64,90
572,15,55,475,273,49
573,470,5,91,283,65
574,158,94,338,194,27
575,428,14,364,123,27
576,339,9,9,191,64
577,754,10,93,261,68
578,216,81,353,70,2
579,930,61,214,183,75
580,318,72,296,7,39
581,178,83,296,255,41
582,899,51,73,290,46
583,381,67,437,100,21
584,457,96,56,258,100
585,75,59,368,138,33
586,989,65,102,183,89
587,663,32,103,219,41
588,103,96,204,177,86
589,238,63,130,199,43
590,743,39,451,64,95
591,351,8,286,75,55
592,499,41,284,72,95
593,455,65,299,275,15
594,613,40,183,268,89
595,48,65,134,131,8
596,663,43,24,123,21
597,885,50,49,140,55
598,828,93,48,252,11
599,261,93,395,131,66
600,71,24,113,229,20
601,451,14,353,67,1
602,476,42,137,249,34
603,458,6,97,169,6
604,215,87,468,288,26
605,471,83,64,56,97
606,263,43,294,223,58
607,910,91,237,193,97
608,930,94,93,5,92
609,152,58,137,43,36
610,602,73,489,159,4
611,112,82,445,111,76
612,340,71,69,273,86
613,572,98,287,263,9
614,108,50,448,254,25
615,759,15,288,36,83
616,161,24,182,35,90
617,842,7,357,56,23
618,76,69,305,174,17
619,789,9,455,251,15
620,519,5,422,291,48
621,517,57,62,68,58
622,295,8,238,145,36
623,742,82,236,297,79
624,697,78,241,195,78
625,450,9,205,189,79
626,777,87,110,188,73
627,429,37,500,99,30
628,461,37,44,193,35
629,828,26,237,138,90
630,892,75,290,32,11
631,16,3,155,52,9
632,136,30,131,205,69
633,709,80,325,243,12
634,303,93,332,235,74
635,877,85,172,293,45
636,368,72,429,204,2
637,630,30,254,279,71
638,288,99,197,190,91
639,804,100,241,237,33
640,74,74,462,68,26
641,98,10,492,56,49
642,516,44,489,163,63
643,366,45,16,85,31
644,988,3,17,177,69
645,688,29,243,100,88
646,413,7,332,225,79
647,421,25,142,91,99
648,581,50,465,72,8
649,664,72,22,287,50
650,269,35,251,278,80
651,158,73,76,114,67
652,467,57,93,290,46
653,447,56,173,151,37
654,818,93,184,51,87
655,924,61,124,208,69
656,405,7,13,80,52
657,382,97,127,296,69
658,306,1,81,5,49
659,823,78,54,21,20
660,898,52,450,254,8
661,351,58,105,240,50
662,616,57,327,104,7
663,20,7,86,131,59
664,121,17,28,61,30
665,865,75,173,252,11
666,480,99,34,134,33
667,230,52,312,178,54
668,898,32,220,204,19
669,541,23,467,132,8
670,455,58,408,170,84
671,677,34,423,161,19
672,739,66,466,69,47
673,225,80,162,205,85
674,845,59,478,61,34
675,21,14,230,293,30
676,743,46,220,268,99
677,45,84,98,62,66
678,183,45,386,196,33
679,994,29,193,245,11
680,444,60,299,65,15
681,44,2,247,180,94
682,232,94,155,198,0
683,98,56,358,130,9
684,748,47,13,143,95
685,525,61,381,17,78
686,320,31,369,111,40
687,163,45,478,184,40
688,622,43,75,95,82
689,746,32,143,281,12
690,367,11,133,278,50
691,214,16,198,46,55
692,981,95,448,125,1
693,656,30,481,115,81
694,770,52,80,92,42
695,907,94,210,102,70
696,169,57,250,193,27
697,367,15,134,11,1
698,103,74,450,109,34
699,654,22,394,123,83
700,676,43,72,82,67
701,604,59,201,77,98
702,789,31,422,76,52
703,490,65,487,211,4
704,263,53,172,156,73
705,124,93,499,126,70
706,735,14,332,85,84
707,557,17,92,244,7
708,837,71,398,238,15
709,828,96,412,224,32
710,427,31,30,157,73
711,420,77,20,118,2
712,471,44,410,209,53
713,70,85,390,219,25
714,653,15,218,94,40
715,552,59,394,210,75
716,305,96,350,199,57
717,750,1,267,185,60
718,681,73,403,52,92
719,417,81,178,241,2
720,253,7,159,168,55
721,158,25,378,99,91
722,80,77,214,12,44
723,201,48,307,8,85
724,399,26,77,272,36
725,214,22,425,14,52
726,833,83,272,286,41
727,3,3,435,235,36
728,416,27,496,256,19
729,247,59,220,68,21
730,452,31,42,113,62
731,829,44,493,117,99
732,22,99,124,244,94
733,185,92,385,119,53
734,259,75,228,90,38
735,667,16,26,241,43
736,811,59,440,173,19
737,436,13,434,154,78
738,585,97,374,256,52
739,694,13,144,236,99
740,181,31,484,259,79
741,491,55,407,278,69
742,791,10,319,239,68
743,645,98,324,102,32
744,517,62,240,126,87
745,487,18,153,115,52
746,708,87,355,242,51
747,242,14,46,23,62
748,603,74,448,189,98
749,90,90,339,220,33
750,189,46,491,79,60
751,575,33,225,172,89
752,498,54,253,223,42
753,586,94,500,100,68
754,125,51,255,37,92
755,697,34,58,236,58
756,519,26,320,273,95
757,1,3,352,38,35
758,389,20,256,188,47
759,102,59,483,280,41
760,135,2,489,39,35
761,426,9,59,102,57
762,367,42,411,184,23
763,283,65,494,106,67
764,9,82,158,107,37
765,622,100,339,21,47
766,471,22,486,30,72
767,560,92,447,213,16
768,386,72,190,191,11
769,223,49,140,57,71
770,819,60,412,177,63
771,232,30,132,258,70
772,135,100,12,178,22
773,764,74,33,202,15
774,333,42,106,171,74
775,539,74,155,65,85
776,271,76,295,30,21
777,158,71,54,117,83
778,133,31,199,243,52
779,430,84,184,259,18
780,786,39,60,252,99
781,554,70,33,242,61
782,772,89,176,190,69
783,149,14,6,171,68
784,388,44,405,247,97
785,887,34,257,232,53
786,438,81,405,204,58
787,622,1,29,51,29
788,230,30,303,81,4
789,194,31,448,134,95
790,966,73,151,129,13
791,850,30,468,224,39
792,430,66,479,255,42
793,711,36,55,193,87
794,944,75,183,112,89
795,551,34,480,27,14
796,621,27,361,99,40
797,291,54,382,288,89
798,211,52,419,51,93
799,913,13,82,162,25
800,586,89,330,144,15
801,367,11,405,169,63
802,421,46,167,208,42
803,514,29,36,95,73
804,812,37,391,93,24
805,807,58,136,49,81
806,747,27,74,123,87
807,599,65,455,116,37
808,485,20,66,134,28
809,531,54,151,136,76
810,689,62,61,112,36
811,693,65,376,167,93
812,213,71,40,203,75
813,349,40,212,246,30
814,766,87,363,263,65
815,650,20,226,47,89
816,324,5,383,22,79
817,268,9,440,148,61
818,515,10,27,45,18
819,744,6,139,95,51
820,331,58,21,195,83
821,472,56,19,3,40
822,964,36,243,46,8
823,663,3,158,226,17
824,237,68,5,110,18
825,959,56,155,155,34
826,840,26,162,276,33
827,483,63,39,76,81
828,594,55,329,296,59
829,766,45,423,243,44
830,365,53,47,214,45
831,933,50,79,296,67
832,75,41,24,26,3
833,636,21,293,87,56
834,95,97,111,294,7
835,430,98,106,281,77
836,4,58,242,6,55
837,818,69,254,94,100
838,907,44,311,234,47
839,320,83,248,233,59
840,278,29,105,210,49
841,175,85,281,117,78
842,854,23,6,22,51
843,918,87,461,87,3
844,228,32,421,107,43
845,419,19,437,281,43
846,683,69,259,173,12
847,752,26,279,13,96
848,769,6,51,86,5
849,826,95,386,296,39
850,572,43,434,285,67
851,607,41,204,34,62
852,375,82,378,29,20
853,787,52,70,257,18
854,424,11,348,146,1
855,583,14,135,224,2
856,322,62,95,8,79
857,449,57,388,293,28
858,197,50,135,273,14
859,5,95,263,137,54
860,342,41,262,245,86
861,897,27,407,292,6
862,999,28,27,210,54
863,526,19,11,299,74
864,118,61,496,226,17
865,452,37,180,210,57
866,873,47,431,165,46
867,946,96,100,114,8
868,718,28,287,102,55
869,735,61,88,58,77
870,787,55,167,277,22
871,824,19,480,241,77
872,67,76,220,26,18
873,81,90,395,104,30
874,205,85,10,95,59
875,539,76,15,252,18
876,321,8,412,4,38
877,517,21,196,242,81
878,603,8,398,233,30
879,285,61,379,219,97
880,252,14,225,211,88
881,472,4,12,255,97
882,385,44,386,263,4
883,299,93,117,159,35
884,594,63,222,237,97
885,292,17,264,59,46
886,792,42,152,37,89
887,344,49,373,93,56
888,520,7,337,215,65
889,581,67,326,22,90
890,952,100,71,86,22
891,822,74,445,287,77
892,500,77,72,180,71
893,499,71,364,255,36
894,816,54,347,139,32
895,218,89,497,27,46
896,811,52,227,296,12
897,289,65,218,268,65
898,276,93,228,108,3
899,343,12,206,145,52
900,947,2,160,9,44
901,462,72,69,212,86
902,309,26,356,131,81
903,693,85,149,69,19
904,867,36,11,41,82
905,521,99,455,104,77
906,39,13,68,177,4
907,66,92,350,48,72
908,33,3,56,46,26
909,290,17,369,10,41
910,854,55,452,58,52
911,778,33,358,294,96
912,204,2,282,31,89
913,542,61,7,237,77
914,522,9,126,8,9
915,523,54,433,149,56
916,435,48,469,89,39
917,410,5,231,154,53
918,925,59,132,267,36
919,612,37,463,17,9
920,797,96,75,157,85
921,339,23,317,147,72
922,298,24,422,19,53
923,718,77,416,124,23
924,450,11,275,239,23
925,893,77,58,101,20
926,160,91,22,34,35
927,2,44,82,244,76
928,313,22,487,15,77
929,42,76,174,189,24
930,78,58,121,260,5
931,140,1,418,217,96
932,595,84,399,66,70
933,405,8,487,274,23
934,496,74,426,276,17
935,440,70,407,87,42
936,63,21,298,248,23
937,192,22,463,225,6
938,210,3,89,296,11
939,789,28,51,52,47
940,287,71,108,196,92
941,962,67,336,76,33
942,333,8,122,68,69
943,919,65,166,107,76
944,50,76,120,237,85
945,724,60,378,24,15
946,503,26,382,166,13
947,224,77,284,14,68
948,331,70,247,27,33
949,301,62,490,137,52
950,551,96,138,117,11
951,209,65,118,284,97
952,417,91,409,187,42
953,596,35,325,11,33
954,449,30,355,165,25
955,252,12,476,42,53
956,952,44,27,75,87
957,902,1,415,218,16
958,550,39,473,34,16
959,566,15,393,290,94
960,920,15,37,89,42
961,192,90,57,70,16
962,152,32,143,211,70
963,11,48,434,232,86
964,85,35,186,127,56
965,478,24,92,248,91
966,316,91,258,196,85
967,969,82,24,173,35
968,102,11,229,200,97
969,909,38,40,77,91
970,832,11,464,170,49
971,74,7,133,37,85
972,520,26,430,164,63
973,957,87,65,153,60
974,110,9,244,220,11
975,627,29,377,133,57
976,885,50,164,16,76
977,59,70,440,189,50
978,177,10,260,139,6
979,426,82,234,281,75
980,393,80,325,144,69
981,862,59,24,217,54
982,343,71,118,106,52
983,656,27,132,262,65
984,246,59,499,121,52
985,575,52,322,20,37
986,183,86,486,62,6
987,66,86,430,51,29
988,824,63,429,188,65
989,318,23,285,105,80
990,380,82,184,211,44
991,989,83,214,141,53
992,226,44,430,288,47
993,338,26,223,135,23
994,555,25,309,72,50
995,98,8,221,281,37
996,521,66,108,18,88
997,329,36,101,83,37
998,609,81,332,112,5
999,184,76,394,278,72
1000,729,27,208,206,35
