69,823,296,89,505,459,,,,2023-04-28,901.86
70,200,,52,820,79,368,,,2019-02-27,92619.71
71,,143,28,222,188,57,60,320,2022-11-07,237504.50
72,373,141,166,428,,602,,189,2021-06-03,6058.97
73,937,,127,213,139,,85,,2019-11-04,181531.11
74,915,263,106,132,220,238,,,2019-10-03,713.03
75,318,282,30,298,258,346,19,,2023-11-13,643.24
76,193,258,39,466,439,768,,,2022-04-08,2744.27
77,,239,80,646,,,,155,2019-07-25,4648.01
78,472,162,12,696,,,,496,2018-04-28,3048.22
79,606,55,96,515,,70,,,2020-04-21,168779.27
80,567,48,25,447,,,,649,2018-08-21,1475.01
81,980,238,60,525,486,560,39,397,2021-02-05,30852.69
82,550,161,72,97,,142,,,2022-07-10,8222.55
83,708,,141,425,169,761,,163,2020-05-17,195.47
84,,113,26,538,201,739,,363,2022-10-25,4892.44
85,490,,56,201,249,,36,849,2020-05-14,6571.09
86,849,92,25,887,19,374,50,,2020-06-14,5871.65
87,355,241,42,272,298,839,,,2019-12-22,7349.08
88,,,179,341,,190,,,2021-09-04,7627.95
89,910,218,150,892,337,,64,354,2020-01-04,150270.39
90,,43,76,169,144,149,50,322,2023-02-10,8166.35
91,91,109,28,487,,842,28,,2019-04-12,496.40
92,694,,48,607,,274,,447,2021-11-27,2660.28
93,717,,122,318,,676,,354,2023-12-17,43121.13
94,621,206,18,250,,,,,2021-03-01,8242.19
95,585,82,57,760,14,923,,,2020-08-16,6186.47
96,16,,169,500,,70,21,333,2021-10-02,2708.01
97,751,144,191,68,,448,86,654,2018-05-08,8201.10
98,988,142,146,65,247,700,48,934,2019-11-28,109612.41
99,,9,44,680,,468,,,2022-12-13,9715.69
100,150,128,179,53,303,687,,650,2022-03-12,4534.41
101,590,140,4,177,,,76,,2021-11-04,3220.13
102,11,274,114,786,,,,,2019-01-13,6765.66
103,785,300,61,893,,76,,,2018-12-02,7515.86
104,703,,106,552,,206,76,197,2018-03-07,2853.94
105,773,69,153,227,,,,449,2019-06-06,9170.64
106,652,,6,317,79,736,,803,2020-07-18,54005.25
107,89,41,83,898,,187,,,2020-05-20,9288.48
108,479,,150,360,265,931,61,723,2021-03-01,124861.91
109,365,119,67,872,,712,21,963,2021-04-05,3601.72
110,299,295,178,647,124,654,,,2018-11-28,9025.92
111,477,118,111,204,,734,,,2022-08-28,5273.43
112,394,266,81,423,401,765,,141,2018-09-13,99343.55
113,404,242,27,76,,160,21,,2022-07-04,1344.79
114,363,,1,692,423,860,,,2023-04-25,106843.77
115,12,117,15,402,302,847,41,929,2019-02-28,2993.53
116,,,109,775,73,115,,,2018-04-18,4593.93
117,,150,58,14,173,626,62,861,2020-12-19,2309.50
118,,,43,719,184,,38,,2023-04-14,205709.11
119,658,148,185,880,,,,197,2021-09-05,1945.13
120,,104,150,609,198,46,,373,2022-11-16,136588.34
121,880,43,103,590,,772,,,2019-02-12,7431.57
122,558,261,141,882,40,429,99,,2022-12-22,132318.19
123,316,65,76,681,,324,,512,2018-01-01,232904.77
124,352,,32,623,373,,,,2023-07-03,221332.14
125,767,110,139,64,66,,,,2022-04-05,91755.43
126,742,150,41,381,,65,,594,2019-09-26,208199.41
127,385,,137,799,180,909,,,2020-01-11,1574.41
128,13,15,119,334,40,427,,,2022-12-22,397.90
129,,111,118,949,341,54,,,2018-02-04,214915.92
130,86,1,61,402,148,404,,,2021-05-01,5740.83
131,622,217,136,117,41,94,,,2021-01-10,159242.83
132,,292,55,238,133,58,94,,2023-05-03,101848.51
133,,281,6,418,319,199,90,434,2021-08-30,189353.62
134,,22,176,875,,547,,,2022-10-30,7162.97
135,480,51,82,725,69,410,,618,2022-01-19,9059.76
136,338,143,154,791,367,,,,2019-06-05,3543.41
137,,,94,206,268,715,,,2023-03-19,8432.83
138,700,,171,159,202,963,,,2020-11-18,58319.34
139,103,244,111,422,,156,,,2021-03-06,3261.82
140,142,,187,630,,930,,265,2018-11-20,3103.20
141,588,,8,511,109,,,,2022-05-08,86525.77
142,,164,3,964,,694,,33,2023-05-03,2539.42
143,70,201,45,310,,184,,110,2019-06-30,135936.47
144,,,130,511,426,815,,,2022-07-11,4474.59
145,,94,178,911,400,,,752,2023-10-26,244243.00
146,,5,102,827,268,572,,696,2021-12-18,8512.60
147,,19,184,290,429,107,,524,2021-01-26,9551.33
148,407,64,115,578,2,541,,,2023-07-16,54554.58
149,198,172,95,388,195,,,,2018-03-11,194964.14
150,513,,72,509,,,,441,2019-07-13,232538.53
151,492,299,188,739,200,,95,661,2020-10-12,8165.14
152,319,,69,913,243,552,,941,2020-08-17,196341.14
153,621,167,11,698,395,159,,831,2022-02-04,5735.39
154,159,165,134,124,337,164,,157,2021-06-06,4170.04
155,596,143,155,902,358,,,,2022-11-30,4932.92
156,,34,35,744,498,,,,2023-12-01,5613.93
157,130,,51,179,372,792,88,,2022-08-21,1665.96
158,441,289,23,48,,359,,950,2021-10-29,3630.43
159,901,235,38,856,456,465,96,959,2020-01-20,178301.03
160,744,,159,928,,,,840,2023-10-18,5321.16
161,25,83,195,544,111,807,,764,2020-02-06,90012.20
162,266,,184,316,,,16,981,2020-07-30,72221.13
163,,27,194,348,178,352,79,,2018-04-05,173466.91
164,,118,5,908,350,700,76,747,2020-01-20,5770.13
165,756,262,160,534,,813,,827,2023-02-18,238771.62
166,866,,173,802,79,837,,11,2018-11-06,5742.34
167,,50,178,351,,162,75,,2023-04-01,183201.08
168,778,204,19,286,145,688,,,2018-07-05,4256.15
169,191,,179,177,,,19,,2021-11-20,2033.95
170,,,57,488,244,643,,666,2019-11-12,5615.74
171,,,179,852,387,225,,,2022-06-01,2272.04
172,903,38,38,865,12,560,4,,2020-12-17,115574.51
173,,218,198,268,,669,,414,2022-09-19,5571.94
174,50,,27,7,,,,,2018-12-28,15610.52
175,651,241,54,899,94,,24,398,2021-10-28,173547.47
176,373,,111,300,190,48,,,2023-12-15,1410.96
177,11,239,160,216,374,305,,231,2018-09-17,8786.63
178,877,64,52,745,42,922,,,2021-06-08,8090.82
179,412,92,184,932,106,569,83,,2022-06-01,8882.71
180,834,209,101,377,158,318,,,2020-03-12,87639.09
181,,,9,201,,891,,131,2021-07-18,9357.97
182,,,93,715,,736,,135,2019-09-11,8367.57
183,,156,1,146,426,,,951,2019-01-13,224042.19
184,936,,68,297,220,698,,929,2018-09-19,9064.29
185,727,182,39,263,,,81,645,2021-02-03,189646.59
186,93,2,195,365,,,,,2023-03-19,103848.08
187,96,146,54,223,,5,,,2021-07-04,2502.56
188,57,147,102,951,424,656,,397,2019-11-21,2873.58
189,,,178,935,207,931,,722,2021-04-28,236947.84
190,423,66,129,696,129,922,,,2021-02-19,567.70
191,507,,37,728,,644,,,2023-06-08,15984.07
192,,,59,378,109,108,,,2022-01-18,175027.02
193,918,162,96,6,381,,,,2022-09-27,7308.90
194,950,227,97,597,489,870,,,2019-03-01,4312.04
195,593,141,39,941,,606,,632,2021-05-28,1084.95
196,421,85,8,207,411,310,,,2019-02-24,4047.67
197,866,52,134,469,307,345,,,2021-10-11,1157.16
198,,286,74,21,371,922,,975,2022-01-08,8238.56
199,435,,2,436,5,978,,714,2020-02-11,6444.19
200,992,212,131,214,,,41,794,2018-01-21,3247.62
201,428,37,19,121,345,230,,894,2023-06-01,9055.83
202,53,,86,544,,,,326,2022-12-11,28567.46
203,157,229,40,394,,,70,369,2021-09-24,4689.71
204,,,28,157,,,5,758,2020-09-05,3018.00
205,987,134,129,17,226,363,,772,2019-05-29,5730.56
206,364,232,6,320,215,333,,359,2019-05-19,117911.01
207,634,,162,771,326,,,290,2022-09-02,6415.19
208,176,56,37,371,,,35,275,2020-05-04,1652.06
209,,18,91,230,49,789,97,,2021-08-02,7746.99
210,963,11,59,109,254,89,,457,2018-05-03,240002.14
211,,265,89,308,498,701,1,278,2022-05-05,5922.71
212,160,,53,1000,319,126,,,2020-10-01,8657.32
213,171,297,180,947,,,,,2021-01-12,6140.25
214,419,238,36,908,,828,73,775,2023-01-01,7908.94
215,417,280,19,35,,204,,240,2018-05-27,66771.75
216,858,80,91,711,,380,65,,2018-01-06,1806.45
217,168,,7,153,,225,,427,2020-04-23,3013.77
218,606,283,195,688,403,,,732,2021-07-01,235768.61
219,123,180,91,855,,,88,333,2019-09-25,123931.70
220,943,295,150,533,,910,34,318,2021-02-08,1376.51
221,,165,142,448,330,,,715,2021-01-23,65607.17
222,324,161,193,665,260,981,,,2020-11-25,170427.25
223,15,,199,228,266,690,,363,2020-05-16,3798.72
224,927,3,99,616,329,707,57,,2019-06-07,6119.40
225,382,257,42,9,443,728,,281,2021-09-17,4394.52
226,744,229,2,471,,,15,,2023-08-31,217171.84
227,423,163,30,573,,344,,,2022-02-20,3350.95
228,174,173,197,856,71,926,26,,2021-03-03,3380.86
229,178,,175,803,,859,,,2021-08-06,236764.73
230,631,,195,605,,,,,2021-03-27,6961.14
231,473,276,132,234,,,56,618,2023-05-29,4633.21
232,392,290,25,446,143,534,,228,2021-06-15,3855.52
233,393,262,165,68,,44,,,2020-03-10,1198.25
234,905,123,197,456,32,162,16,,2021-11-01,3491.45
235,700,82,9,836,,330,,468,2019-07-27,9543.78
236,,,122,865,,,,174,2023-05-10,6950.87
237,981,,127,441,262,198,,725,2018-11-21,3069.06
238,201,296,29,930,,211,,,2021-11-29,34419.69
239,312,20,68,693,46,559,,732,2021-10-20,8216.81
240,170,,91,929,50,549,,,2023-06-01,482.20
241,568,174,84,650,,,5,,2019-09-29,4902.11
242,82,5,174,915,433,,,613,2018-02-22,9367.63
243,143,210,25,780,,96,49,,2020-08-24,8157.29
244,,,48,128,,821,,,2019-03-03,3289.92
245,857,,58,649,78,654,,815,2022-05-15,146022.22
246,,104,102,205,,,,98,2022-07-01,9023.81
247,799,45,32,230,73,478,,686,2023-05-29,6056.25
248,706,181,117,643,372,,,141,2021-03-05,6091.60
249,,,133,394,109,,,,2021-03-04,2924.34
250,415,,193,781,,758,90,57,2023-12-31,983.14
251,12,46,106,1000,,146,76,731,2018-07-18,3480.87
252,824,,66,996,,,94,,2018-08-14,10014.65
253,220,18,37,724,49,280,,947,2022-01-25,104968.72
254,818,,32,601,332,,,,2018-07-27,18240.00
255,,,65,748,,,75,,2019-10-02,5070.39
256,1,21,88,202,,,,,2022-08-01,62450.33
257,,187,195,849,,450,,,2018-11-05,26765.65
258,1000,283,128,128,,,,,2018-11-23,3572.12
259,,253,67,317,,,,28,2021-05-18,218402.36
260,668,188,68,623,285,,,380,2019-05-05,2015.52
261,959,73,20,501,,,,,2021-10-24,173254.48
262,26,25,124,899,,470,,330,2023-10-13,8074.50
263,,208,109,128,,424,,226,2020-03-31,177671.14
264,360,15,65,351,329,76,28,452,2019-10-12,96384.48
265,874,,166,67,,493,72,680,2023-05-04,4369.14
266,,192,143,595,,4,,,2021-03-23,5356.21
267,720,,167,638,,,,147,2021-07-22,8334.04
268,346,296,179,913,,764,,757,2023-09-11,9899.09
269,131,,166,401,451,532,,,2023-07-16,6555.08
270,,192,36,702,,149,61,709,2019-01-30,10900.91
271,180,,115,741,,,100,,2020-08-22,6297.36
272,,221,118,31,35,532,,,2021-08-27,5306.96
273,,274,20,732,,,,,2020-06-28,9134.99
274,874,,29,343,18,,,361,2018-01-22,100757.16
275,505,207,49,403,,570,,345,2018-10-21,1506.13
276,685,53,175,641,450,27,31,,2022-11-15,2533.08
277,,272,68,7,405,400,,,2023-02-27,4926.28
278,384,144,65,672,,461,,266,2021-07-31,245429.55
279,131,119,144,267,,462,,,2019-10-04,129322.49
280,878,41,167,345,209,,43,,2021-05-18,8849.17
281,,236,6,194,,297,,,2020-09-21,33401.59
282,575,286,157,521,,853,22,,2023-09-30,9012.93
283,191,,109,420,,823,,77,2023-03-29,1793.76
284,943,,80,544,,591,,928,2021-09-20,222840.97
285,99,171,17,302,463,42,,435,2023-01-12,9825.37
286,633,170,170,760,460,,,,2020-01-05,196092.11
287,762,175,149,379,,542,,,2023-04-20,9608.74
288,,,104,722,388,891,,,2018-01-09,4635.02
289,963,250,80,119,,506,,952,2020-11-29,175283.38
290,,150,42,167,,972,51,533,2021-06-29,4314.76
291,566,159,18,258,375,,,879,2021-08-15,2014.01
292,462,284,196,657,258,556,,936,2023-10-01,1881.98
293,878,76,166,957,222,928,2,,2021-02-15,1455.67
294,,,179,697,,,56,634,2018-04-20,8370.29
295,,,96,113,53,,,328,2023-04-05,4294.52
296,595,,180,646,454,61,,483,2018-04-07,3907.48
297,,98,128,981,,595,,665,2021-03-26,30830.71
298,371,158,71,487,,533,,676,2021-02-17,9050.70
299,373,191,28,371,,,,,2019-12-02,1653.87
300,353,98,102,804,,90,,82,2021-03-19,3370.29
301,538,,28,532,374,512,,,2023-09-30,209312.72
302,965,160,145,549,145,73,,855,2019-03-19,7261.46
303,,192,2,49,455,713,,,2019-08-10,46277.96
304,794,,186,464,,591,,341,2018-01-10,9388.18
305,91,,141,773,280,,,311,2018-01-20,9356.15
306,72,237,100,712,,,84,271,2019-11-14,1958.12
307,527,,74,747,332,,65,,2023-12-04,2895.94
308,532,48,49,468,495,49,,721,2019-05-12,1023.62
309,,,187,581,322,120,,815,2021-11-21,1123.33
310,818,,127,621,416,432,82,,2023-03-01,3245.21
311,808,222,55,602,176,,67,968,2020-12-11,151830.50
312,416,,159,696,,,,,2023-01-28,8450.36
313,866,20,1,692,,597,,341,2019-03-01,6399.78
314,,203,31,299,61,809,,,2022-05-07,49962.16
315,134,,130,701,,993,78,456,2020-10-07,237138.28
316,389,237,137,751,,170,,745,2018-03-02,5969.54
317,489,157,169,912,,845,,,2023-07-12,129798.58
318,127,33,181,940,,861,,,2021-05-22,204962.00
319,,,159,998,370,151,,,2022-07-08,55748.46
320,318,43,180,363,206,663,,,2019-11-25,103723.56
321,608,41,175,215,,,,50,2019-08-11,4996.98
322,223,225,57,944,,930,,186,2021-12-29,5669.52
323,768,165,127,313,5,,,,2023-07-14,183179.11
324,813,168,144,561,82,407,56,,2019-11-11,476.16
325,110,186,27,885,,597,,,2020-12-29,2027.31
326,510,261,147,468,,92,,14,2018-06-16,9637.74
327,336,,11,306,318,,,334,2020-02-16,8465.47
328,967,196,98,711,212,,,,2022-07-02,42271.49
329,921,,47,125,,479,40,156,2018-11-02,140931.72
330,468,,147,955,,940,,426,2022-06-14,2079.88
331,582,29,47,725,,526,,,2022-06-13,3540.69
332,568,44,115,770,,124,56,233,2020-10-01,226.29
333,,,52,281,205,38,,456,2018-03-23,188057.19
334,55,,177,175,40,464,94,,2021-12-24,1620.03
335,,,4,906,,426,,,2020-12-12,159469.89
336,745,,95,491,,,,,2023-02-02,7306.78
337,293,,131,228,,394,,,2022-09-04,872.55
338,,142,45,84,375,896,,696,2018-11-26,8302.01
339,709,,129,625,450,701,,,2020-10-22,7098.61
340,579,130,95,259,,99,42,283,2020-06-09,6969.30
341,114,,144,532,,,,,2019-07-22,207078.77
342,923,,168,599,64,,66,,2019-07-20,1826.69
343,,151,167,19,,324,52,,2019-11-10,1795.87
344,,,132,106,100,104,3,,2019-10-13,216351.52
345,65,255,152,619,257,857,74,995,2022-06-16,4541.06
346,,40,142,481,,242,,,2023-09-27,2960.90
347,,39,17,411,,174,,222,2019-04-02,3903.56
348,92,,157,567,16,123,,,2021-12-12,751.70
349,875,,102,325,140,574,,,2023-05-21,5149.55
350,277,245,28,657,141,969,,,2018-11-04,9003.56
351,,200,39,974,,753,,744,2023-09-01,75297.41
352,779,173,168,39,406,195,12,,2021-03-28,3225.57
353,728,70,134,45,,886,64,,2023-07-24,6449.03
354,835,237,113,470,,160,,240,2021-07-09,248190.86
355,,164,25,695,,787,,306,2019-03-28,6580.15
356,322,129,28,141,143,326,,373,2019-01-16,64032.41
357,,184,198,472,284,819,30,748,2020-11-06,8503.23
358,335,,83,339,443,510,11,33,2021-08-20,46387.83
359,958,,5,226,472,125,88,,2020-07-03,189382.92
360,,152,173,93,420,,,,2019-01-07,6121.52
361,686,153,89,599,,394,98,382,2020-09-05,6276.81
362,944,,127,740,11,975,,411,2022-08-14,222533.33
363,,264,3,831,464,990,,,2023-05-11,2524.32
364,923,24,167,509,470,750,4,,2020-11-22,1089.49
365,312,188,188,494,,152,93,286,2018-04-29,6381.65
366,,77,110,853,56,541,,8,2022-08-04,6263.22
367,539,57,20,161,,209,40,,2022-08-29,1088.58
368,982,,76,270,321,896,7,444,2018-10-18,145355.70
369,715,60,161,683,,434,,,2021-09-17,6146.90
370,255,291,75,528,217,637,,,2023-04-04,3560.33
371,,126,99,644,,391,55,,2020-10-11,4164.90
372,837,193,75,68,151,,75,797,2020-03-28,2465.70
373,519,,22,613,215,,,860,2023-11-23,2816.78
374,159,132,115,218,,274,35,244,2018-07-11,1078.31
375,579,,47,125,,,,,2020-02-23,156525.47
376,,,190,39,373,30,,396,2022-10-15,128736.54
377,,234,13,377,163,777,77,289,2018-08-03,112996.30
378,,128,40,332,354,182,,419,2023-05-29,9449.82
379,409,144,122,129,51,181,40,854,2019-02-01,7720.71
380,184,276,139,351,,,,342,2022-05-09,2935.82
381,777,37,94,216,5,,,,2020-03-14,6355.06
382,,204,88,501,,39,79,,2019-10-05,90107.43
383,750,,41,629,207,758,,303,2018-11-23,1127.25
384,729,78,102,316,206,837,,,2020-09-19,9403.89
385,957,285,140,867,,283,,706,2022-09-06,5864.70
386,300,157,157,450,,349,,867,2018-02-12,152020.94
387,,254,95,122,189,,,,2018-10-05,80197.46
388,978,,106,899,413,828,21,,2020-10-17,3263.03
389,129,277,159,938,,,87,,2022-07-01,729.04
390,289,171,87,832,58,480,,1,2020-12-06,4459.78
391,210,122,74,151,164,29,53,54,2019-10-09,192422.56
392,880,,170,425,6,192,,,2022-08-17,6778.05
393,836,251,170,930,,447,,,2019-06-26,5511.21
394,876,131,24,838,65,39,,,2019-12-06,1842.40
395,523,287,177,489,,867,,,2018-05-06,1725.17
396,665,,100,921,,828,32,,2022-09-21,4181.52
397,632,77,130,804,376,708,99,,2022-12-17,2954.55
398,695,,6,949,439,92,,,2023-05-04,5293.07
399,593,126,19,322,51,75,57,324,2018-05-01,67841.12
400,175,271,33,707,,853,,119,2021-01-25,105107.88
401,,,130,484,438,592,,702,2019-01-01,203760.80
402,725,2,91,485,,441,,,2022-12-16,181069.67
403,168,,46,3,,,,,2020-06-27,228085.27
404,101,281,174,967,,,64,,2018-05-20,3237.35
405,825,263,2,706,,552,23,,2021-05-21,6737.56
406,545,24,14,321,,,,970,2022-03-20,5699.74
407,802,89,94,756,,425,62,489,2019-09-09,34192.63
408,,219,169,458,113,541,,,2018-03-01,2838.54
409,456,34,147,363,56,488,15,,2019-07-20,154489.27
410,,,190,432,322,615,,385,2018-06-18,246909.08
411,117,195,139,403,239,,,541,2022-11-25,213048.19
412,,53,187,936,185,,70,331,2020-02-12,65065.16
413,55,206,60,135,69,347,95,14,2023-04-06,3026.76
414,563,143,149,76,,273,,,2023-06-02,2774.79
415,188,140,9,129,,922,42,,2020-12-13,54371.47
416,342,243,1,508,,11,61,,2022-07-24,7665.72
417,780,245,27,108,,,,527,2022-01-26,256.81
418,27,159,2,628,222,734,,,2022-06-01,151185.95
419,491,217,78,249,,476,,,2021-03-15,5275.24
420,113,246,42,273,220,883,96,563,2021-07-20,981.93
421,163,128,28,430,,417,37,368,2020-09-16,9628.07
422,27,,155,306,,679,,,2020-03-05,8911.11
423,,113,7,445,276,,54,,2019-11-11,7992.02
424,890,199,108,693,,938,,,2021-05-29,151222.56
425,,121,45,617,138,103,,285,2021-08-30,302.43
426,284,173,36,690,490,367,2,,2022-10-04,194619.89
427,738,284,21,808,56,980,,,2021-02-09,9684.57
428,871,17,157,580,,855,,,2019-08-06,212293.78
429,263,247,31,245,304,615,,,2023-12-20,216285.59
430,,199,6,597,,231,,,2023-11-10,9776.72
431,,,84,74,,961,14,78,2021-06-12,248183.53
432,993,274,114,903,,954,,,2020-02-02,125023.05
433,360,270,128,491,126,,,762,2020-07-22,4052.21
434,989,,135,458,,9,,64,2021-09-02,5102.12
435,,10,114,922,91,612,,,2023-01-27,3716.23
436,773,,72,750,,,1,,2019-06-22,207781.92
437,721,15,74,741,101,645,,313,2023-11-27,3066.34
438,944,,36,759,332,238,,661,2019-03-11,6382.26
439,793,,109,186,284,,,,2022-08-30,140712.00
440,121,,170,79,477,,,902,2021-02-16,4847.42
441,450,108,14,663,184,652,,561,2022-11-18,81113.01
442,537,,24,277,364,667,,,2019-05-16,217662.59
443,327,211,67,755,147,,,976,2022-02-21,7568.13
444,580,,124,692,,,,,2019-10-27,19280.07
445,,151,98,396,48,732,74,771,2021-03-03,77926.88
446,466,6,1,937,418,292,,916,2021-11-07,53331.40
447,970,172,24,659,,517,,,2020-01-28,7910.75
448,,208,51,427,86,20,,,2019-07-10,6938.18
449,,172,179,150,,606,17,410,2023-01-17,7693.52
450,373,226,18,180,,74,,88,2023-05-06,6115.17
451,96,21,93,537,,993,,,2019-02-10,6462.02
452,,124,188,449,,,50,,2018-03-04,6531.21
453,,63,107,309,326,,,,2021-04-14,1074.38
454,449,210,127,451,354,285,,,2020-08-22,7170.52
455,,40,57,65,,665,,482,2019-12-23,8548.55
456,,,154,358,413,,98,,2022-01-31,2488.36
457,,,53,170,,815,,669,2022-01-25,3989.66
458,364,214,73,171,191,198,,,2021-04-24,86364.63
459,815,,87,646,378,1000,,427,2020-09-09,191331.22
460,862,235,193,741,,520,,92,2022-01-21,4722.64
461,,,147,870,55,,,,2018-04-03,7906.52
462,258,279,153,921,,830,,,2019-04-13,328.41
463,43,109,164,187,142,,42,932,2021-09-21,6795.57
464,,74,149,81,,759,6,,2019-01-22,2127.62
465,511,,161,277,,837,,207,2022-01-13,2402.56
466,837,174,44,211,123,,,435,2022-08-14,8868.51
467,,106,17,89,2,33,88,881,2019-12-29,234699.23
468,393,281,140,896,31,506,,,2023-08-04,5353.49
469,285,185,155,227,375,,,159,2020-10-30,72001.41
470,201,85,113,822,,221,79,39,2020-11-23,224.18
471,288,259,181,40,400,,,134,2019-02-13,1723.36
472,287,206,162,147,329,192,,973,2018-08-03,2248.47
473,857,,15,765,23,,,677,2020-08-04,116438.80
474,142,,186,28,,,,961,2019-01-28,7183.21
475,615,,18,141,,,21,,2023-03-10,8928.33
476,562,153,119,105,,940,,952,2018-08-22,9711.46
477,,,48,268,,49,,638,2021-12-16,6565.65
478,,65,81,5,,,,286,2023-12-10,56012.15
479,474,,147,859,300,,,,2023-12-11,2691.70
480,,,186,941,,384,,551,2021-11-08,113802.00
481,645,155,58,931,,84,10,,2021-07-04,7980.54
482,,,115,841,146,,,174,2021-01-05,17141.33
483,479,168,93,576,,,51,231,2021-06-22,1285.27
484,,,101,94,466,,29,,2023-01-31,12241.28
485,945,69,101,593,385,,24,,2021-07-18,2853.64
486,,95,75,812,,,15,,2019-03-02,1718.23
487,387,66,112,840,349,841,,,2023-02-25,9729.29
488,,129,143,624,,599,,331,2021-03-25,9513.26
489,892,220,106,556,,,,476,2020-04-24,5653.21
490,174,183,124,419,389,138,,407,2023-06-30,8656.41
491,,261,109,20,,738,,,2020-02-16,168.58
492,358,64,132,773,,45,27,494,2020-05-25,4053.11
493,981,283,29,224,467,56,18,543,2022-04-03,4577.01
494,,133,24,122,,696,,476,2021-11-28,5892.80
495,843,78,151,860,349,562,64,,2022-11-14,85939.82
496,394,163,172,858,205,545,,714,2019-12-22,1879.26
497,,234,66,359,,,89,65,2018-04-16,5640.52
498,379,,181,220,153,289,84,,2019-03-01,7433.98
499,,168,157,944,,847,36,,2019-11-14,652.00
500,683,,31,535,,595,,,2019-09-20,4935.34
501,838,123,87,885,,809,31,,2020-09-16,129593.49
502,159,62,75,301,288,45,,204,2018-12-21,269.50
503,,69,147,515,259,,53,785,2022-03-17,113113.50
504,241,,74,386,268,815,,,2023-05-18,2452.71
505,308,,121,55,203,286,,,2021-08-08,8176.02
506,283,278,183,349,383,741,11,,2023-02-18,9339.54
507,980,169,64,935,,265,87,337,2019-07-25,232260.20
508,930,141,141,437,,273,,647,2022-02-01,1439.96
509,722,67,110,353,,677,100,517,2021-01-04,5017.52
