907,907,10,
908,908,10,10
909,909,35,
910,910,87,
911,911,87,
912,912,46,
913,913,43,
914,914,6,7
915,915,35,
916,916,57,17
917,917,50,
918,918,54,
919,919,59,
920,920,89,
921,921,41,1
922,922,74,29
923,923,72,
924,924,49,
925,925,98,
926,926,42,14
927,927,64,
928,928,40,
929,929,32,
930,930,96,28
931,931,58,
932,932,25,2
933,933,38,
934,934,12,
935,935,32,
936,936,82,
937,937,61,7
938,938,97,28
939,939,55,
940,940,4,4
941,941,48,
942,942,63,
943,943,64,
944,944,3,
945,945,32,
946,946,80,
947,947,28,
948,948,31,
949,949,89,28
950,950,57,
951,951,8,
952,952,39,11
953,953,55,
954,954,85,
955,955,41,
956,956,60,
957,957,19,12
958,958,68,
959,959,45,
960,960,30,
961,961,95,
962,962,20,
963,963,20,18
964,964,52,
965,965,63,
966,966,94,
967,967,69,24
968,968,14,
969,969,57,
970,970,55,
971,971,50,
972,972,5,
973,973,23,
974,974,100,
975,975,89,15
976,976,87,
977,977,44,
978,978,55,
979,979,56,
980,980,78,
981,981,30,12
982,982,99,
983,983,56,
984,984,45,1
985,985,23,5
986,986,12,29
987,987,5,
988,988,93,
989,989,35,15
990,990,29,
991,991,66,
992,992,20,
993,993,61,
994,994,50,
995,995,87,
996,996,19,11
997,997,98,
998,998,40,18
999,999,93,15
1000,1000,88,
